#ORTHOLOGY_ASSIGNMENTS_FROM_EFFIE_7_2022				
name_dc3000_new	name_p25c2_new	name_p25c2	name_dc3000	name_p7
WP_005764266.1	DAKCFMEO_03938	BJEIHDPM_04602	PSPTO_RS15165	
WP_005764268.1	DAKCFMEO_03937	BJEIHDPM_04601	PSPTO_RS15160	
WP_005764318.1	DAKCFMEO_03930	BJEIHDPM_04594	PSPTO_RS15040	
WP_005764319.1	DAKCFMEO_03929	BJEIHDPM_04593	PSPTO_RS15035	
WP_005764325.1	DAKCFMEO_03923	BJEIHDPM_04587	PSPTO_RS15015	
WP_005764330.1	DAKCFMEO_03920	BJEIHDPM_04584	PSPTO_RS15000	
WP_005764344.1	DAKCFMEO_03906	BJEIHDPM_04570	PSPTO_RS14970	
WP_005764391.1	DAKCFMEO_04173	BJEIHDPM_00347	PSPTO_RS15535	
WP_005764393.1	DAKCFMEO_04174	BJEIHDPM_00348	PSPTO_RS15540	
WP_005764395.1	DAKCFMEO_04175	BJEIHDPM_00349	PSPTO_RS15545	
WP_005764399.1	DAKCFMEO_04177	BJEIHDPM_00351	PSPTO_RS15555	
WP_005764417.1	DAKCFMEO_03903	BJEIHDPM_04567	PSPTO_RS15620	
WP_005764418.1	DAKCFMEO_03904	BJEIHDPM_04568	PSPTO_RS15625	
WP_005764420.1	DAKCFMEO_03901	BJEIHDPM_04565	PSPTO_RS15630	PDOHHFKI_02774
WP_005764422.1	DAKCFMEO_03900	BJEIHDPM_04564	PSPTO_RS15635	PDOHHFKI_02773
WP_005764425.1	DAKCFMEO_04020	BJEIHDPM_04684	PSPTO_RS15650	PDOHHFKI_03868
WP_005764441.1	DAKCFMEO_02035	BJEIHDPM_02155	PSPTO_RS01405	PDOHHFKI_04054
WP_005764441.1	DAKCFMEO_04029	BJEIHDPM_04693	PSPTO_RS15690	PDOHHFKI_04054
WP_005764441.1	DAKCFMEO_04357	BJEIHDPM_00122	PSPTO_RS19220	PDOHHFKI_04054
WP_005764454.1	DAKCFMEO_04039	BJEIHDPM_04703	PSPTO_RS15725	
WP_005764458.1	DAKCFMEO_04042	BJEIHDPM_04706	PSPTO_RS15735	PDOHHFKI_01717
WP_005764458.1	DAKCFMEO_01341	BJEIHDPM_04847	PSPTO_RS15735	PDOHHFKI_01717
WP_005764492.1	DAKCFMEO_04013	BJEIHDPM_04677	PSPTO_RS15775	
WP_005764495.1	DAKCFMEO_04014	BJEIHDPM_04678	PSPTO_RS15780	
WP_005764523.1	DAKCFMEO_03956	BJEIHDPM_04620	PSPTO_RS15235	
WP_005764534.1	DAKCFMEO_03961	BJEIHDPM_04625	PSPTO_RS15260	
WP_005764536.1	DAKCFMEO_03962	BJEIHDPM_04626	PSPTO_RS15265	
WP_005764543.1	DAKCFMEO_03965	BJEIHDPM_04629	PSPTO_RS15285	
WP_005764558.1	DAKCFMEO_03972	BJEIHDPM_04636	PSPTO_RS15315	
WP_005764591.1	DAKCFMEO_00606	BJEIHDPM_02705	PSPTO_RS15410	
WP_005764602.1	DAKCFMEO_03996	BJEIHDPM_04660	PSPTO_RS15450	
WP_005764620.1	DAKCFMEO_04006	BJEIHDPM_04670	PSPTO_RS15500	
WP_005764624.1	DAKCFMEO_04008	BJEIHDPM_04672	PSPTO_RS15515	
WP_005764626.1	DAKCFMEO_04009	BJEIHDPM_04673	PSPTO_RS15520	
WP_005764689.1	DAKCFMEO_00886	BJEIHDPM_04064	PSPTO_RS22205	PDOHHFKI_00290
WP_005764714.1	DAKCFMEO_00250	BJEIHDPM_03061	PSPTO_RS22000	PDOHHFKI_04281
WP_005764716.1	DAKCFMEO_00249	BJEIHDPM_03062	PSPTO_RS21995	
WP_005764727.1	DAKCFMEO_00245	BJEIHDPM_03066	PSPTO_RS21975	PDOHHFKI_04277
WP_005764729.1	DAKCFMEO_00244	BJEIHDPM_03067	PSPTO_RS21970	PDOHHFKI_04276
WP_005764735.1	DAKCFMEO_00242	BJEIHDPM_03069	PSPTO_RS21960	PDOHHFKI_04274
WP_005764738.1	DAKCFMEO_00241	BJEIHDPM_03070	PSPTO_RS21955	PDOHHFKI_04273
WP_005764742.1	DAKCFMEO_00237	BJEIHDPM_03074	PSPTO_RS21940	PDOHHFKI_01451
WP_005764744.1	DAKCFMEO_00235	BJEIHDPM_03076	PSPTO_RS21930	PDOHHFKI_01449
WP_005764747.1	DAKCFMEO_00234	BJEIHDPM_03077	PSPTO_RS21925	PDOHHFKI_01448
WP_005764752.1	DAKCFMEO_00231	BJEIHDPM_03080	PSPTO_RS21910	
WP_005764756.1	DAKCFMEO_00227	BJEIHDPM_03084	PSPTO_RS21890	PDOHHFKI_01441
WP_005764762.1	DAKCFMEO_00224	BJEIHDPM_03087	PSPTO_RS21875	
WP_005764764.1	DAKCFMEO_00223	BJEIHDPM_03088	PSPTO_RS21870	PDOHHFKI_01437
WP_005764765.1	DAKCFMEO_00222	BJEIHDPM_03089	PSPTO_RS21865	PDOHHFKI_01436
WP_005764769.1	DAKCFMEO_00216	BJEIHDPM_03095	PSPTO_RS21835	PDOHHFKI_01430
WP_005764771.1	DAKCFMEO_00215	BJEIHDPM_03096	PSPTO_RS21830	PDOHHFKI_01429
WP_005764772.1	DAKCFMEO_00214	BJEIHDPM_03097	PSPTO_RS21825	PDOHHFKI_01428
WP_005764773.1	DAKCFMEO_00213	BJEIHDPM_03098	PSPTO_RS21820	
WP_005764775.1	DAKCFMEO_00210	BJEIHDPM_03101	PSPTO_RS21805	PDOHHFKI_04321
WP_005764776.1	DAKCFMEO_00209	BJEIHDPM_03102	PSPTO_RS21800	PDOHHFKI_04320
WP_005764777.1	DAKCFMEO_00208	BJEIHDPM_03103	PSPTO_RS21795	PDOHHFKI_04319
WP_005764779.1	DAKCFMEO_00206	BJEIHDPM_03105	PSPTO_RS21785	
WP_005764781.1	DAKCFMEO_00205	BJEIHDPM_03106	PSPTO_RS21780	
WP_005764782.1	DAKCFMEO_00204	BJEIHDPM_03107	PSPTO_RS21775	
WP_005764783.1	DAKCFMEO_00203	BJEIHDPM_03108	PSPTO_RS21770	
WP_005764784.1	DAKCFMEO_00202	BJEIHDPM_03109	PSPTO_RS21765	
WP_005764786.1	DAKCFMEO_00200	BJEIHDPM_03111	PSPTO_RS21755	
WP_005764787.1	DAKCFMEO_00199	BJEIHDPM_03112	PSPTO_RS21750	
WP_005764789.1	DAKCFMEO_00196	BJEIHDPM_03115	PSPTO_RS21740	
WP_005764790.1	DAKCFMEO_00195	BJEIHDPM_03116	PSPTO_RS21735	
WP_005764792.1	DAKCFMEO_00193	BJEIHDPM_03118	PSPTO_RS21725	PDOHHFKI_02311
WP_005764794.1	DAKCFMEO_00192	BJEIHDPM_03119	PSPTO_RS21720	PDOHHFKI_04309
WP_005764807.1	DAKCFMEO_00183	BJEIHDPM_03128	PSPTO_RS21685	
WP_005764809.1	DAKCFMEO_00182	BJEIHDPM_03129	PSPTO_RS21680	
WP_005764810.1	DAKCFMEO_00181	BJEIHDPM_03130	PSPTO_RS21675	
WP_005764812.1	DAKCFMEO_00180	BJEIHDPM_03131	PSPTO_RS21670	PDOHHFKI_03246
WP_005764831.1	DAKCFMEO_00169	BJEIHDPM_03142	PSPTO_RS21620	PDOHHFKI_02889
WP_005764834.1	DAKCFMEO_00167	BJEIHDPM_03144	PSPTO_RS21600	
WP_005764836.1	DAKCFMEO_00165	BJEIHDPM_03146	PSPTO_RS21590	PDOHHFKI_02891
WP_005764850.1	DAKCFMEO_00158	BJEIHDPM_03153	PSPTO_RS21550	PDOHHFKI_02901
WP_005764852.1	DAKCFMEO_00157	BJEIHDPM_03154	PSPTO_RS21545	PDOHHFKI_02902
WP_005764856.1	DAKCFMEO_00156	BJEIHDPM_03155	PSPTO_RS21540	PDOHHFKI_02903
WP_005764864.1	DAKCFMEO_00147	BJEIHDPM_03164	PSPTO_RS21495	PDOHHFKI_02914
WP_005764871.1	DAKCFMEO_00141	BJEIHDPM_03170	PSPTO_RS21470	PDOHHFKI_01787
WP_005764877.1	DAKCFMEO_00138	BJEIHDPM_03173	PSPTO_RS21455	PDOHHFKI_02918
WP_005764880.1	DAKCFMEO_00137	BJEIHDPM_03174	PSPTO_RS21450	PDOHHFKI_02919
WP_005764896.1	DAKCFMEO_00127	BJEIHDPM_03184	PSPTO_RS21405	
WP_005764898.1	DAKCFMEO_00126	BJEIHDPM_03185	PSPTO_RS21400	
WP_005764901.1	DAKCFMEO_00125	BJEIHDPM_03186	PSPTO_RS21395	
WP_005764906.1	DAKCFMEO_00123	BJEIHDPM_03188	PSPTO_RS21385	PDOHHFKI_03628
WP_005764909.1	DAKCFMEO_00114	BJEIHDPM_03197	PSPTO_RS21370	
WP_005764915.1	DAKCFMEO_00111	BJEIHDPM_03200	PSPTO_RS21355	
WP_005764917.1	DAKCFMEO_00109	BJEIHDPM_03202	PSPTO_RS21345	PDOHHFKI_03635
WP_005764919.1	DAKCFMEO_00108	BJEIHDPM_03203	PSPTO_RS21340	PDOHHFKI_03637
WP_005764922.1	DAKCFMEO_00106	BJEIHDPM_03205	PSPTO_RS21330	PDOHHFKI_03639
WP_005764923.1	DAKCFMEO_00103	BJEIHDPM_03208	PSPTO_RS21315	PDOHHFKI_01960
WP_005764926.1	DAKCFMEO_00099	BJEIHDPM_03212	PSPTO_RS21305	PDOHHFKI_04062
WP_005764931.1	DAKCFMEO_00097	BJEIHDPM_03214	PSPTO_RS21295	PDOHHFKI_04060
WP_005764936.1	DAKCFMEO_00095	BJEIHDPM_03216	PSPTO_RS21285	PDOHHFKI_04058
WP_005764940.1	DAKCFMEO_00094	BJEIHDPM_03217	PSPTO_RS21275	
WP_005764944.1	DAKCFMEO_00092	BJEIHDPM_03219	PSPTO_RS29130	PDOHHFKI_02312
WP_005764946.1	DAKCFMEO_00091	BJEIHDPM_03220	PSPTO_RS21260	PDOHHFKI_03581
WP_005764969.1	DAKCFMEO_00080	BJEIHDPM_03231	PSPTO_RS21195	PDOHHFKI_03096
WP_005764971.1	DAKCFMEO_00079	BJEIHDPM_03232	PSPTO_RS21190	PDOHHFKI_03095
WP_005764975.1	DAKCFMEO_00077	BJEIHDPM_03234	PSPTO_RS21185	
WP_005764980.1	DAKCFMEO_00062	BJEIHDPM_03249	PSPTO_RS21160	
WP_005765006.1	DAKCFMEO_04699	BJEIHDPM_05121	PSPTO_RS18065	
WP_005765011.1	DAKCFMEO_04698	BJEIHDPM_05122	PSPTO_RS18075	
WP_005765016.1	DAKCFMEO_04696	BJEIHDPM_05124	PSPTO_RS18085	
WP_005765020.1	DAKCFMEO_04694	BJEIHDPM_05126	PSPTO_RS18095	
WP_005765028.1	DAKCFMEO_04690	BJEIHDPM_05130	PSPTO_RS18115	PDOHHFKI_00294
WP_005765031.1	DAKCFMEO_04689	BJEIHDPM_05131	PSPTO_RS18120	PDOHHFKI_00295
WP_005765040.1	DAKCFMEO_04685	BJEIHDPM_05135	PSPTO_RS18135	PDOHHFKI_03008
WP_005765087.1	DAKCFMEO_04667	BJEIHDPM_05153	PSPTO_RS18230	
WP_005765089.1	DAKCFMEO_04665	BJEIHDPM_05155	PSPTO_RS18235	
WP_005765091.1	DAKCFMEO_04664	BJEIHDPM_05156	PSPTO_RS18245	PDOHHFKI_02988
WP_005765093.1	DAKCFMEO_04663	BJEIHDPM_05157	PSPTO_RS18255	
WP_005765099.1	DAKCFMEO_04657	BJEIHDPM_05163	PSPTO_RS18285	
WP_005765101.1	DAKCFMEO_04656	BJEIHDPM_05164	PSPTO_RS18290	
WP_005765105.1	DAKCFMEO_04654	BJEIHDPM_05166	PSPTO_RS18300	
WP_005765108.1	DAKCFMEO_04653	BJEIHDPM_05167	PSPTO_RS18305	
WP_005765115.1	DAKCFMEO_03083	BJEIHDPM_00416	PSPTO_RS23855	
WP_005765115.1	DAKCFMEO_04651	BJEIHDPM_05169	PSPTO_RS18315	
WP_005765117.1	DAKCFMEO_04649	BJEIHDPM_05171	PSPTO_RS18320	
WP_005765121.1	DAKCFMEO_04647	BJEIHDPM_05173	PSPTO_RS18330	
WP_005765123.1	DAKCFMEO_04644	BJEIHDPM_05176	PSPTO_RS18340	
WP_005765125.1	DAKCFMEO_04642	BJEIHDPM_05178	PSPTO_RS18345	
WP_005765127.1	DAKCFMEO_04641	BJEIHDPM_05179	PSPTO_RS18350	
WP_005765129.1	DAKCFMEO_04639	BJEIHDPM_05181	PSPTO_RS18355	
WP_005765133.1	DAKCFMEO_04637	BJEIHDPM_05183	PSPTO_RS18365	
WP_005765135.1	DAKCFMEO_04636	BJEIHDPM_05184	PSPTO_RS18370	
WP_005765137.1	DAKCFMEO_04635	BJEIHDPM_05185	PSPTO_RS18375	
WP_005765139.1	DAKCFMEO_04633	BJEIHDPM_05187	PSPTO_RS18380	
WP_005765145.1	DAKCFMEO_04630	BJEIHDPM_05190	PSPTO_RS18395	
WP_005765147.1	DAKCFMEO_04629	BJEIHDPM_05191	PSPTO_RS18400	PDOHHFKI_04510
WP_005765147.1	DAKCFMEO_02937	BJEIHDPM_02329	PSPTO_RS02505	PDOHHFKI_04510
WP_005765154.1	DAKCFMEO_04627	BJEIHDPM_05193	PSPTO_RS18415	
WP_005765159.1	DAKCFMEO_04625	BJEIHDPM_05195	PSPTO_RS18425	
WP_005765163.1	DAKCFMEO_04617	BJEIHDPM_05203	PSPTO_RS18440	
WP_005765165.1	DAKCFMEO_04616	BJEIHDPM_05204	PSPTO_RS18445	
WP_005765167.1	DAKCFMEO_04615	BJEIHDPM_05205	PSPTO_RS18450	
WP_005765169.1	DAKCFMEO_04614	BJEIHDPM_05206	PSPTO_RS18455	
WP_005765172.1	DAKCFMEO_04613	BJEIHDPM_05207	PSPTO_RS18460	
WP_005765174.1	DAKCFMEO_04610	BJEIHDPM_05210	PSPTO_RS18465	
WP_005765176.1	DAKCFMEO_04609	BJEIHDPM_05211	PSPTO_RS18470	
WP_005765198.1	DAKCFMEO_04598	BJEIHDPM_05222	PSPTO_RS18515	
WP_005765211.1	DAKCFMEO_04576	BJEIHDPM_05244	PSPTO_RS18550	
WP_005765213.1	DAKCFMEO_04575	BJEIHDPM_05245	PSPTO_RS18555	PDOHHFKI_00596
WP_005765215.1	DAKCFMEO_04570	BJEIHDPM_05250	PSPTO_RS18560	
WP_005765220.1	DAKCFMEO_04568	BJEIHDPM_05252	PSPTO_RS18570	
WP_005765224.1	DAKCFMEO_04566	BJEIHDPM_05254	PSPTO_RS18580	
WP_005765251.1	DAKCFMEO_04548	BJEIHDPM_05272	PSPTO_RS18760	PDOHHFKI_01969
WP_005765253.1	DAKCFMEO_04547	BJEIHDPM_05273	PSPTO_RS18765	PDOHHFKI_01970
WP_005765255.1	DAKCFMEO_04546	BJEIHDPM_05274	PSPTO_RS18770	PDOHHFKI_01971
WP_005765257.1	DAKCFMEO_04545	BJEIHDPM_05275	PSPTO_RS18775	PDOHHFKI_01972
WP_005765259.1	DAKCFMEO_04544	BJEIHDPM_05276	PSPTO_RS18780	PDOHHFKI_01973
WP_005765268.1	DAKCFMEO_04538	BJEIHDPM_05282	PSPTO_RS18810	
WP_005765300.1	DAKCFMEO_04524	BJEIHDPM_05296	PSPTO_RS18920	PDOHHFKI_03721
WP_005765302.1	DAKCFMEO_04523	BJEIHDPM_05297	PSPTO_RS18925	PDOHHFKI_03718
WP_005765312.1	DAKCFMEO_04497	BJEIHDPM_05323	PSPTO_RS18960	PDOHHFKI_03711
WP_005765316.1	DAKCFMEO_04496	BJEIHDPM_05324	PSPTO_RS18965	PDOHHFKI_03710
WP_005765323.1	DAKCFMEO_04493	BJEIHDPM_05327	PSPTO_RS18980	PDOHHFKI_03707
WP_005765329.1	DAKCFMEO_04491	BJEIHDPM_05329	PSPTO_RS18990	PDOHHFKI_03652
WP_005765365.1	DAKCFMEO_04395	BJEIHDPM_00084	PSPTO_RS19065	
WP_005765391.1	DAKCFMEO_02137	BJEIHDPM_02258	PSPTO_RS26185	
WP_005765392.1	DAKCFMEO_02136	BJEIHDPM_02257	PSPTO_RS26190	
WP_005765398.1	DAKCFMEO_02132	BJEIHDPM_02253	PSPTO_RS26215	PDOHHFKI_00023
WP_005765400.1	DAKCFMEO_02131	BJEIHDPM_02252	PSPTO_RS26220	PDOHHFKI_00024
WP_005765402.1	DAKCFMEO_02130	BJEIHDPM_02251	PSPTO_RS26225	PDOHHFKI_00025
WP_005765411.1	DAKCFMEO_02124	BJEIHDPM_02245	PSPTO_RS26255	PDOHHFKI_01466
WP_005765415.1	DAKCFMEO_02122	BJEIHDPM_02243	PSPTO_RS26265	
WP_005765423.1	DAKCFMEO_02118	BJEIHDPM_02239	PSPTO_RS26285	
WP_005765429.1	DAKCFMEO_02114	BJEIHDPM_02235	PSPTO_RS26305	
WP_005765433.1	DAKCFMEO_02112	BJEIHDPM_02233	PSPTO_RS26315	PDOHHFKI_04352
WP_005765469.1	DAKCFMEO_02111	BJEIHDPM_02232	PSPTO_RS26420	PDOHHFKI_04375
WP_005765484.1	DAKCFMEO_05098	BJEIHDPM_01471	PSPTO_RS26455	PDOHHFKI_02408
WP_005765495.1	DAKCFMEO_05103	BJEIHDPM_01476	PSPTO_RS26485	PDOHHFKI_02404
WP_005765499.1	DAKCFMEO_05105	BJEIHDPM_01478	PSPTO_RS26495	PDOHHFKI_02402
WP_005765501.1	DAKCFMEO_05107	BJEIHDPM_01480	PSPTO_RS26505	PDOHHFKI_02400
WP_005765503.1	DAKCFMEO_05108	BJEIHDPM_01481	PSPTO_RS26510	PDOHHFKI_02399
WP_005765516.1	DAKCFMEO_05064	BJEIHDPM_01437	PSPTO_RS26565	PDOHHFKI_02387
WP_005765531.1	DAKCFMEO_05073	BJEIHDPM_01446	PSPTO_RS26600	
WP_005765539.1	DAKCFMEO_05081	BJEIHDPM_01454	PSPTO_RS26640	
WP_005765541.1	DAKCFMEO_05082	BJEIHDPM_01455	PSPTO_RS26645	PDOHHFKI_02371
WP_005765550.1	DAKCFMEO_05089	BJEIHDPM_01462	PSPTO_RS26675	PDOHHFKI_02280
WP_005765551.1	DAKCFMEO_05090	BJEIHDPM_01463	PSPTO_RS26680	PDOHHFKI_02279
WP_005765552.1	DAKCFMEO_05091	BJEIHDPM_01464	PSPTO_RS26685	PDOHHFKI_03844
WP_005765555.1	DAKCFMEO_05093	BJEIHDPM_01466	PSPTO_RS26700	
WP_005765557.1	DAKCFMEO_02109	BJEIHDPM_02230	PSPTO_RS26725	PDOHHFKI_01339
WP_005765559.1	DAKCFMEO_02107	BJEIHDPM_02228	PSPTO_RS26735	
WP_005765561.1	DAKCFMEO_02105	BJEIHDPM_02226	PSPTO_RS26745	PDOHHFKI_01202
WP_005765563.1	DAKCFMEO_02103	BJEIHDPM_02224	PSPTO_RS26755	PDOHHFKI_01200
WP_005765567.1	DAKCFMEO_05128	BJEIHDPM_01501	PSPTO_RS26765	PDOHHFKI_00487
WP_005765569.1	DAKCFMEO_05129	BJEIHDPM_01502	PSPTO_RS26770	PDOHHFKI_00488
WP_005765571.1	DAKCFMEO_05132	BJEIHDPM_01505	PSPTO_RS26785	
WP_005765582.1	DAKCFMEO_05138	BJEIHDPM_01511	PSPTO_RS26810	PDOHHFKI_00281
WP_005765584.1	DAKCFMEO_05139	BJEIHDPM_01512	PSPTO_RS26815	PDOHHFKI_00280
WP_005765592.1	DAKCFMEO_05143	BJEIHDPM_01516	PSPTO_RS26835	
WP_005765610.1	DAKCFMEO_05152	BJEIHDPM_01525	PSPTO_RS26960	PDOHHFKI_00158
WP_005765622.1	DAKCFMEO_01968	BJEIHDPM_02088	PSPTO_RS27020	PDOHHFKI_02119
WP_005765633.1	DAKCFMEO_00810	BJEIHDPM_03988	PSPTO_RS12340	
WP_005765637.1	DAKCFMEO_00805	BJEIHDPM_03983	PSPTO_RS12315	
WP_005765639.1	DAKCFMEO_00803	BJEIHDPM_03981	PSPTO_RS12305	
WP_005765644.1	DAKCFMEO_00800	BJEIHDPM_03978	PSPTO_RS12290	
WP_005765645.1	DAKCFMEO_00799	BJEIHDPM_03977	PSPTO_RS12285	
WP_005765650.1	DAKCFMEO_00793	BJEIHDPM_03971	PSPTO_RS12265	
WP_005765651.1	DAKCFMEO_00790	BJEIHDPM_03968	PSPTO_RS12255	
WP_005765654.1	DAKCFMEO_00787	BJEIHDPM_03965	PSPTO_RS12240	
WP_005765655.1	DAKCFMEO_00786	BJEIHDPM_03964	PSPTO_RS12235	
WP_005765656.1	DAKCFMEO_00785	BJEIHDPM_03963	PSPTO_RS12230	PDOHHFKI_01941
WP_005765657.1	DAKCFMEO_00781	BJEIHDPM_03959	PSPTO_RS12225	
WP_005765662.1	DAKCFMEO_00775	BJEIHDPM_03953	PSPTO_RS12195	PDOHHFKI_01384
WP_005765672.1	DAKCFMEO_00768	BJEIHDPM_03946	PSPTO_RS12155	PDOHHFKI_01396
WP_005765677.1	DAKCFMEO_00764	BJEIHDPM_03942	PSPTO_RS12135	PDOHHFKI_04724
WP_005765681.1	DAKCFMEO_00758	BJEIHDPM_03936	PSPTO_RS12110	
WP_005765682.1	DAKCFMEO_00756	BJEIHDPM_03934	PSPTO_RS12105	PDOHHFKI_03791
WP_005765687.1	DAKCFMEO_00751	BJEIHDPM_03929	PSPTO_RS11990	PDOHHFKI_03795
WP_005765699.1	DAKCFMEO_00746	BJEIHDPM_03924	PSPTO_RS11960	PDOHHFKI_01645
WP_005765713.1	DAKCFMEO_00740	BJEIHDPM_03918	PSPTO_RS11930	PDOHHFKI_01648
WP_005765718.1	DAKCFMEO_00734	BJEIHDPM_03912	PSPTO_RS11900	PDOHHFKI_03079
WP_005765719.1	DAKCFMEO_00733	BJEIHDPM_03911	PSPTO_RS11895	PDOHHFKI_03080
WP_005765721.1	DAKCFMEO_00730	BJEIHDPM_03908	PSPTO_RS11880	PDOHHFKI_03084
WP_005765726.1	DAKCFMEO_03046	BJEIHDPM_00379	PSPTO_RS11850	PDOHHFKI_03089
WP_005765726.1	DAKCFMEO_00725	BJEIHDPM_03903	PSPTO_RS11850	PDOHHFKI_03089
WP_005765727.1	DAKCFMEO_00724	BJEIHDPM_03902	PSPTO_RS11845	PDOHHFKI_03090
WP_005765730.1	DAKCFMEO_00722	BJEIHDPM_03900	PSPTO_RS11835	PDOHHFKI_02881
WP_005765732.1	DAKCFMEO_00721	BJEIHDPM_03899	PSPTO_RS11830	PDOHHFKI_02880
WP_005765750.1	DAKCFMEO_00707	BJEIHDPM_03885	PSPTO_RS11765	PDOHHFKI_02862
WP_005765765.1	DAKCFMEO_00704	BJEIHDPM_03882	PSPTO_RS11725	PDOHHFKI_01604
WP_005765767.1	DAKCFMEO_00703	BJEIHDPM_03881	PSPTO_RS11720	PDOHHFKI_01663
WP_005765770.1	DAKCFMEO_00702	BJEIHDPM_03880	PSPTO_RS11715	PDOHHFKI_01664
WP_005765784.1	DAKCFMEO_00694	BJEIHDPM_03872	PSPTO_RS11680	
WP_005765788.1	DAKCFMEO_00692	BJEIHDPM_03870	PSPTO_RS11670	PDOHHFKI_01738
WP_005765821.1	DAKCFMEO_00676	BJEIHDPM_03854	PSPTO_RS11570	
WP_005765826.1	DAKCFMEO_00674	BJEIHDPM_03852	PSPTO_RS11560	
WP_005765836.1	DAKCFMEO_00669	BJEIHDPM_03847	PSPTO_RS11535	
WP_005765838.1	DAKCFMEO_00668	BJEIHDPM_03846	PSPTO_RS11530	PDOHHFKI_03798
WP_005765844.1	DAKCFMEO_00666	BJEIHDPM_03844	PSPTO_RS11520	PDOHHFKI_03800
WP_005765859.1	DAKCFMEO_03270	BJEIHDPM_00604	PSPTO_RS07705	
WP_005765861.1	DAKCFMEO_03269	BJEIHDPM_00603	PSPTO_RS07710	PDOHHFKI_03411
WP_005765867.1	DAKCFMEO_03266	BJEIHDPM_00600	PSPTO_RS07725	PDOHHFKI_03408
WP_005765872.1	DAKCFMEO_03263	BJEIHDPM_00597	PSPTO_RS07740	PDOHHFKI_03405
WP_005765874.1	DAKCFMEO_03262	BJEIHDPM_00596	PSPTO_RS07745	PDOHHFKI_03404
WP_005765876.1	DAKCFMEO_03260	BJEIHDPM_00594	PSPTO_RS07760	PDOHHFKI_03400
WP_005765880.1	DAKCFMEO_03258	BJEIHDPM_00592	PSPTO_RS07770	PDOHHFKI_03398
WP_005765888.1	DAKCFMEO_03254	BJEIHDPM_00588	PSPTO_RS07790	
WP_005765892.1	DAKCFMEO_03252	BJEIHDPM_00586	PSPTO_RS07800	
WP_005765900.1	DAKCFMEO_03247	BJEIHDPM_00581	PSPTO_RS07825	PDOHHFKI_03372
WP_005765904.1	DAKCFMEO_03246	BJEIHDPM_00580	PSPTO_RS07835	PDOHHFKI_03379
WP_005765908.1	DAKCFMEO_03243	BJEIHDPM_00577	PSPTO_RS07850	PDOHHFKI_03376
WP_005765912.1	DAKCFMEO_03241	BJEIHDPM_00575	PSPTO_RS07860	PDOHHFKI_03374
WP_005765914.1	DAKCFMEO_03240	BJEIHDPM_00574	PSPTO_RS07865	PDOHHFKI_03373
WP_005765916.1	DAKCFMEO_03237	BJEIHDPM_00571	PSPTO_RS07875	PDOHHFKI_03370
WP_005765921.1	DAKCFMEO_03234	BJEIHDPM_00568	PSPTO_RS07885	PDOHHFKI_03367
WP_005765926.1	DAKCFMEO_03231	BJEIHDPM_00565	PSPTO_RS07900	
WP_005765928.1	DAKCFMEO_03230	BJEIHDPM_00564	PSPTO_RS07905	
WP_005765933.1	DAKCFMEO_03225	BJEIHDPM_00559	PSPTO_RS07920	PDOHHFKI_03357
WP_005765937.1	DAKCFMEO_03221	BJEIHDPM_00555	PSPTO_RS07935	PDOHHFKI_03353
WP_005765940.1	DAKCFMEO_03220	BJEIHDPM_00554	PSPTO_RS07940	
WP_005765943.1	DAKCFMEO_03219	BJEIHDPM_00553	PSPTO_RS07950	PDOHHFKI_03352
WP_005765949.1	DAKCFMEO_03215	BJEIHDPM_00549	PSPTO_RS07960	PDOHHFKI_03347
WP_005765957.1	DAKCFMEO_03212	BJEIHDPM_00545	PSPTO_RS07975	PDOHHFKI_03340
WP_005765961.1	DAKCFMEO_03210	BJEIHDPM_00543	PSPTO_RS07985	PDOHHFKI_03338
WP_005765976.1	DAKCFMEO_03200	BJEIHDPM_00533	PSPTO_RS08040	PDOHHFKI_00712
WP_005765978.1	DAKCFMEO_03198	BJEIHDPM_00531	PSPTO_RS08050	PDOHHFKI_00710
WP_005765982.1	DAKCFMEO_03196	BJEIHDPM_00529	PSPTO_RS08060	PDOHHFKI_00708
WP_005765985.1	DAKCFMEO_03195	BJEIHDPM_00528	PSPTO_RS08065	PDOHHFKI_00707
WP_005765988.1	DAKCFMEO_03193	BJEIHDPM_00526	PSPTO_RS08075	PDOHHFKI_00705
WP_005765994.1	DAKCFMEO_03189	BJEIHDPM_00522	PSPTO_RS08095	PDOHHFKI_00701
WP_005765997.1	DAKCFMEO_03185	BJEIHDPM_00518	PSPTO_RS08115	PDOHHFKI_00697
WP_005766003.1	DAKCFMEO_03179	BJEIHDPM_00512	PSPTO_RS08145	PDOHHFKI_00691
WP_005766007.1	DAKCFMEO_03177	BJEIHDPM_00510	PSPTO_RS08155	PDOHHFKI_00689
WP_005766009.1	DAKCFMEO_03175	BJEIHDPM_00508	PSPTO_RS08165	PDOHHFKI_00687
WP_005766011.1	DAKCFMEO_03174	BJEIHDPM_00507	PSPTO_RS08170	PDOHHFKI_00686
WP_005766012.1	DAKCFMEO_03173	BJEIHDPM_00506	PSPTO_RS08175	PDOHHFKI_00685
WP_005766014.1	DAKCFMEO_03171	BJEIHDPM_00504	PSPTO_RS08185	PDOHHFKI_00683
WP_005766016.1	DAKCFMEO_03169	BJEIHDPM_00502	PSPTO_RS08195	PDOHHFKI_00681
