Orthogroup	SpeciesA	GeneA	SpeciesB	GeneB
OG0000715	DC3000_protein_12_2025	WP_002555491.1	plate25.C2.annotation	DAKCFMEO_03506
OG0000716	DC3000_protein_12_2025	WP_002555494.1	plate25.C2.annotation	DAKCFMEO_03502
OG0000717	DC3000_protein_12_2025	WP_002555500.1	plate25.C2.annotation	DAKCFMEO_03496
OG0000718	DC3000_protein_12_2025	WP_002555565.1	plate25.C2.annotation	DAKCFMEO_02914
OG0000719	DC3000_protein_12_2025	WP_002555698.1	plate25.C2.annotation	DAKCFMEO_02157
OG0000720	DC3000_protein_12_2025	WP_002555721.1	plate25.C2.annotation	DAKCFMEO_05119
OG0000721	DC3000_protein_12_2025	WP_002555745.1	plate25.C2.annotation	DAKCFMEO_05170
OG0000722	DC3000_protein_12_2025	WP_002555770.1	plate25.C2.annotation	DAKCFMEO_05186
OG0000723	DC3000_protein_12_2025	WP_002555777.1	plate25.C2.annotation	DAKCFMEO_05219
OG0000724	DC3000_protein_12_2025	WP_002555808.1	plate25.C2.annotation	DAKCFMEO_01909
OG0000725	DC3000_protein_12_2025	WP_002555947.1	plate25.C2.annotation	DAKCFMEO_05180
OG0000726	DC3000_protein_12_2025	WP_002555987.1	plate25.C2.annotation	DAKCFMEO_01252
OG0000729	DC3000_protein_12_2025	WP_002556144.1	plate25.C2.annotation	DAKCFMEO_01747
OG0000730	DC3000_protein_12_2025	WP_003176422.1	plate25.C2.annotation	DAKCFMEO_03513
OG0000731	DC3000_protein_12_2025	WP_003304675.1	plate25.C2.annotation	DAKCFMEO_00371
OG0000732	DC3000_protein_12_2025	WP_003313553.1	plate25.C2.annotation	DAKCFMEO_00399
OG0000733	DC3000_protein_12_2025	WP_003313577.1	plate25.C2.annotation	DAKCFMEO_00425
OG0000734	DC3000_protein_12_2025	WP_003313894.1	plate25.C2.annotation	DAKCFMEO_03604
OG0000735	DC3000_protein_12_2025	WP_003314637.1	plate25.C2.annotation	DAKCFMEO_02299
OG0000736	DC3000_protein_12_2025	WP_003315067.1	plate25.C2.annotation	DAKCFMEO_02668
OG0000737	DC3000_protein_12_2025	WP_003315128.1	plate25.C2.annotation	DAKCFMEO_02617
OG0000738	DC3000_protein_12_2025	WP_003315315.1	plate25.C2.annotation	DAKCFMEO_04092
OG0000739	DC3000_protein_12_2025	WP_003315600.1	plate25.C2.annotation	DAKCFMEO_00777
OG0000740	DC3000_protein_12_2025	WP_003315798.1	plate25.C2.annotation	DAKCFMEO_04680
OG0000741	DC3000_protein_12_2025	WP_003317099.1	plate25.C2.annotation	DAKCFMEO_03524
OG0000742	DC3000_protein_12_2025	WP_003317112.1	plate25.C2.annotation	DAKCFMEO_03497
OG0000743	DC3000_protein_12_2025	WP_003317113.1	plate25.C2.annotation	DAKCFMEO_03495
OG0000744	DC3000_protein_12_2025	WP_003317208.1	plate25.C2.annotation	DAKCFMEO_04878
OG0000745	DC3000_protein_12_2025	WP_003317532.1	plate25.C2.annotation	DAKCFMEO_03082
OG0000746	DC3000_protein_12_2025	WP_003318204.1	plate25.C2.annotation	DAKCFMEO_03404
OG0000747	DC3000_protein_12_2025	WP_003340324.1	plate25.C2.annotation	DAKCFMEO_01574
OG0000752	DC3000_protein_12_2025	WP_003344603.1	plate25.C2.annotation	DAKCFMEO_00537
OG0000753	DC3000_protein_12_2025	WP_003346101.1	plate25.C2.annotation	DAKCFMEO_00752
OG0000754	DC3000_protein_12_2025	WP_003363851.1	plate25.C2.annotation	DAKCFMEO_00304
OG0000755	DC3000_protein_12_2025	WP_003365425.1	plate25.C2.annotation	DAKCFMEO_02749
OG0000756	DC3000_protein_12_2025	WP_003367017.1	plate25.C2.annotation	DAKCFMEO_00812
OG0000757	DC3000_protein_12_2025	WP_003368676.1	plate25.C2.annotation	DAKCFMEO_04778
OG0000758	DC3000_protein_12_2025	WP_003373184.1	plate25.C2.annotation	DAKCFMEO_04732
OG0000759	DC3000_protein_12_2025	WP_003373273.1	plate25.C2.annotation	DAKCFMEO_02343
OG0000760	DC3000_protein_12_2025	WP_003373291.1	plate25.C2.annotation	DAKCFMEO_02334
OG0000761	DC3000_protein_12_2025	WP_003373297.1	plate25.C2.annotation	DAKCFMEO_02331
OG0000762	DC3000_protein_12_2025	WP_003373331.1	plate25.C2.annotation	DAKCFMEO_00755
OG0000763	DC3000_protein_12_2025	WP_003373338.1	plate25.C2.annotation	DAKCFMEO_00759
OG0000764	DC3000_protein_12_2025	WP_003373339.1	plate25.C2.annotation	DAKCFMEO_00760
OG0000765	DC3000_protein_12_2025	WP_003373489.1	plate25.C2.annotation	DAKCFMEO_04035
OG0000766	DC3000_protein_12_2025	WP_003375722.1	plate25.C2.annotation	DAKCFMEO_01482
OG0000767	DC3000_protein_12_2025	WP_003375857.1	plate25.C2.annotation	DAKCFMEO_03005
OG0000768	DC3000_protein_12_2025	WP_003375863.1	plate25.C2.annotation	DAKCFMEO_03001
OG0000769	DC3000_protein_12_2025	WP_003375894.1	plate25.C2.annotation	DAKCFMEO_02985
OG0000770	DC3000_protein_12_2025	WP_003375907.1	plate25.C2.annotation	DAKCFMEO_02979
OG0000771	DC3000_protein_12_2025	WP_003375919.1	plate25.C2.annotation	DAKCFMEO_02973
OG0000772	DC3000_protein_12_2025	WP_003375928.1	plate25.C2.annotation	DAKCFMEO_02967
OG0000773	DC3000_protein_12_2025	WP_003375972.1	plate25.C2.annotation	DAKCFMEO_03302
OG0000774	DC3000_protein_12_2025	WP_003376021.1	plate25.C2.annotation	DAKCFMEO_02729
OG0000775	DC3000_protein_12_2025	WP_003376036.1	plate25.C2.annotation	DAKCFMEO_02735
OG0000776	DC3000_protein_12_2025	WP_003376052.1	plate25.C2.annotation	DAKCFMEO_02742
OG0000777	DC3000_protein_12_2025	WP_003376124.1	plate25.C2.annotation	DAKCFMEO_04526
OG0000778	DC3000_protein_12_2025	WP_003376162.1	plate25.C2.annotation	DAKCFMEO_04485
OG0000779	DC3000_protein_12_2025	WP_003376205.1	plate25.C2.annotation	DAKCFMEO_04379
OG0000780	DC3000_protein_12_2025	WP_003376227.1	plate25.C2.annotation	DAKCFMEO_04367
OG0000781	DC3000_protein_12_2025	WP_003376264.1	plate25.C2.annotation	DAKCFMEO_04343
OG0000782	DC3000_protein_12_2025	WP_003376266.1	plate25.C2.annotation	DAKCFMEO_04342
OG0000783	DC3000_protein_12_2025	WP_003376303.1	plate25.C2.annotation	DAKCFMEO_04318
OG0000784	DC3000_protein_12_2025	WP_003376376.1	plate25.C2.annotation	DAKCFMEO_04858
OG0000785	DC3000_protein_12_2025	WP_003376387.1	plate25.C2.annotation	DAKCFMEO_04852
OG0000786	DC3000_protein_12_2025	WP_003376398.1	plate25.C2.annotation	DAKCFMEO_04845
OG0000787	DC3000_protein_12_2025	WP_003376420.1	plate25.C2.annotation	DAKCFMEO_04834
OG0000788	DC3000_protein_12_2025	WP_003376558.1	plate25.C2.annotation	DAKCFMEO_03610
OG0000789	DC3000_protein_12_2025	WP_003376569.1	plate25.C2.annotation	DAKCFMEO_03615
OG0000790	DC3000_protein_12_2025	WP_003376591.1	plate25.C2.annotation	DAKCFMEO_04813
OG0000791	DC3000_protein_12_2025	WP_003376593.1	plate25.C2.annotation	DAKCFMEO_04812
OG0000792	DC3000_protein_12_2025	WP_003376603.1	plate25.C2.annotation	DAKCFMEO_04804
OG0000793	DC3000_protein_12_2025	WP_003376607.1	plate25.C2.annotation	DAKCFMEO_04802
OG0000794	DC3000_protein_12_2025	WP_003376614.1	plate25.C2.annotation	DAKCFMEO_04799
OG0000795	DC3000_protein_12_2025	WP_003376691.1	plate25.C2.annotation	DAKCFMEO_03960
OG0000796	DC3000_protein_12_2025	WP_003376717.1	plate25.C2.annotation	DAKCFMEO_03973
OG0000797	DC3000_protein_12_2025	WP_003376859.1	plate25.C2.annotation	DAKCFMEO_00828
OG0000798	DC3000_protein_12_2025	WP_003376912.1	plate25.C2.annotation	DAKCFMEO_03824
OG0000799	DC3000_protein_12_2025	WP_003376994.1	plate25.C2.annotation	DAKCFMEO_01045
OG0000800	DC3000_protein_12_2025	WP_003377005.1	plate25.C2.annotation	DAKCFMEO_01053
OG0000801	DC3000_protein_12_2025	WP_003377107.1	plate25.C2.annotation	DAKCFMEO_04914
OG0000802	DC3000_protein_12_2025	WP_003377111.1	plate25.C2.annotation	DAKCFMEO_04924
OG0000803	DC3000_protein_12_2025	WP_003377120.1	plate25.C2.annotation	DAKCFMEO_04935
OG0000804	DC3000_protein_12_2025	WP_003377131.1	plate25.C2.annotation	DAKCFMEO_04945
OG0000805	DC3000_protein_12_2025	WP_003377196.1	plate25.C2.annotation	DAKCFMEO_05001
OG0000806	DC3000_protein_12_2025	WP_003377199.1	plate25.C2.annotation	DAKCFMEO_05003
OG0000807	DC3000_protein_12_2025	WP_003377205.1	plate25.C2.annotation	DAKCFMEO_05006
OG0000808	DC3000_protein_12_2025	WP_003377212.1	plate25.C2.annotation	DAKCFMEO_05012
OG0000809	DC3000_protein_12_2025	WP_003377215.1	plate25.C2.annotation	DAKCFMEO_05015
OG0000810	DC3000_protein_12_2025	WP_003377217.1	plate25.C2.annotation	DAKCFMEO_05017
OG0000811	DC3000_protein_12_2025	WP_003377258.1	plate25.C2.annotation	DAKCFMEO_02046
OG0000812	DC3000_protein_12_2025	WP_003377314.1	plate25.C2.annotation	DAKCFMEO_02845
OG0000813	DC3000_protein_12_2025	WP_003377457.1	plate25.C2.annotation	DAKCFMEO_02802
OG0000814	DC3000_protein_12_2025	WP_003377470.1	plate25.C2.annotation	DAKCFMEO_01713
OG0000815	DC3000_protein_12_2025	WP_003377471.1	plate25.C2.annotation	DAKCFMEO_01706
OG0000816	DC3000_protein_12_2025	WP_003377479.1	plate25.C2.annotation	DAKCFMEO_01699
OG0000817	DC3000_protein_12_2025	WP_003377482.1	plate25.C2.annotation	DAKCFMEO_01697
OG0000818	DC3000_protein_12_2025	WP_003377487.1	plate25.C2.annotation	DAKCFMEO_01692
OG0000819	DC3000_protein_12_2025	WP_003377503.1	plate25.C2.annotation	DAKCFMEO_01682
OG0000820	DC3000_protein_12_2025	WP_003377505.1	plate25.C2.annotation	DAKCFMEO_01681
OG0000821	DC3000_protein_12_2025	WP_003377508.1	plate25.C2.annotation	DAKCFMEO_01678
OG0000822	DC3000_protein_12_2025	WP_003377527.1	plate25.C2.annotation	DAKCFMEO_00461
OG0000823	DC3000_protein_12_2025	WP_003377531.1	plate25.C2.annotation	DAKCFMEO_00459
OG0000824	DC3000_protein_12_2025	WP_003377535.1	plate25.C2.annotation	DAKCFMEO_00455
OG0000825	DC3000_protein_12_2025	WP_003377548.1	plate25.C2.annotation	DAKCFMEO_00447
OG0000826	DC3000_protein_12_2025	WP_003377550.1	plate25.C2.annotation	DAKCFMEO_00446
OG0000827	DC3000_protein_12_2025	WP_003377554.1	plate25.C2.annotation	DAKCFMEO_00444
OG0000828	DC3000_protein_12_2025	WP_003377556.1	plate25.C2.annotation	DAKCFMEO_00443
OG0000829	DC3000_protein_12_2025	WP_003377572.1	plate25.C2.annotation	DAKCFMEO_00435
OG0000830	DC3000_protein_12_2025	WP_003377577.1	plate25.C2.annotation	DAKCFMEO_00432
OG0000831	DC3000_protein_12_2025	WP_003377590.1	plate25.C2.annotation	DAKCFMEO_00427
OG0000832	DC3000_protein_12_2025	WP_003377592.1	plate25.C2.annotation	DAKCFMEO_00426
OG0000833	DC3000_protein_12_2025	WP_003377598.1	plate25.C2.annotation	DAKCFMEO_00421
OG0000834	DC3000_protein_12_2025	WP_003377605.1	plate25.C2.annotation	DAKCFMEO_00417
OG0000835	DC3000_protein_12_2025	WP_003377610.1	plate25.C2.annotation	DAKCFMEO_00411
OG0000836	DC3000_protein_12_2025	WP_003377649.1	plate25.C2.annotation	DAKCFMEO_00392
OG0000837	DC3000_protein_12_2025	WP_003377651.1	plate25.C2.annotation	DAKCFMEO_00390
OG0000838	DC3000_protein_12_2025	WP_003377653.1	plate25.C2.annotation	DAKCFMEO_00389
OG0000839	DC3000_protein_12_2025	WP_003377687.1	plate25.C2.annotation	DAKCFMEO_03264
OG0000840	DC3000_protein_12_2025	WP_003377703.1	plate25.C2.annotation	DAKCFMEO_03251
OG0000841	DC3000_protein_12_2025	WP_003377717.1	plate25.C2.annotation	DAKCFMEO_03245
OG0000842	DC3000_protein_12_2025	WP_003377783.1	plate25.C2.annotation	DAKCFMEO_03205
OG0000843	DC3000_protein_12_2025	WP_003377785.1	plate25.C2.annotation	DAKCFMEO_03204
OG0000844	DC3000_protein_12_2025	WP_003377787.1	plate25.C2.annotation	DAKCFMEO_03867
OG0000845	DC3000_protein_12_2025	WP_003377825.1	plate25.C2.annotation	DAKCFMEO_03183
OG0000846	DC3000_protein_12_2025	WP_003377829.1	plate25.C2.annotation	DAKCFMEO_03181
OG0000847	DC3000_protein_12_2025	WP_003377831.1	plate25.C2.annotation	DAKCFMEO_03180
OG0000848	DC3000_protein_12_2025	WP_003377835.1	plate25.C2.annotation	DAKCFMEO_03178
OG0000849	DC3000_protein_12_2025	WP_003377838.1	plate25.C2.annotation	DAKCFMEO_03176
OG0000850	DC3000_protein_12_2025	WP_003377871.1	plate25.C2.annotation	DAKCFMEO_01266
OG0000851	DC3000_protein_12_2025	WP_003377879.1	plate25.C2.annotation	DAKCFMEO_01261
OG0000852	DC3000_protein_12_2025	WP_003377883.1	plate25.C2.annotation	DAKCFMEO_01257
OG0000853	DC3000_protein_12_2025	WP_003377884.1	plate25.C2.annotation	DAKCFMEO_01256
OG0000854	DC3000_protein_12_2025	WP_003377888.1	plate25.C2.annotation	DAKCFMEO_01253
OG0000855	DC3000_protein_12_2025	WP_003377895.1	plate25.C2.annotation	DAKCFMEO_01249
OG0000856	DC3000_protein_12_2025	WP_003377898.1	plate25.C2.annotation	DAKCFMEO_01247
OG0000857	DC3000_protein_12_2025	WP_003377907.1	plate25.C2.annotation	DAKCFMEO_01997
OG0000858	DC3000_protein_12_2025	WP_003377974.1	plate25.C2.annotation	DAKCFMEO_01834
OG0000859	DC3000_protein_12_2025	WP_003377979.1	plate25.C2.annotation	DAKCFMEO_01838
OG0000860	DC3000_protein_12_2025	WP_003378039.1	plate25.C2.annotation	DAKCFMEO_01874
OG0000861	DC3000_protein_12_2025	WP_003378068.1	plate25.C2.annotation	DAKCFMEO_04673
OG0000862	DC3000_protein_12_2025	WP_003378113.1	plate25.C2.annotation	DAKCFMEO_04645
OG0000863	DC3000_protein_12_2025	WP_003378210.1	plate25.C2.annotation	DAKCFMEO_04562
OG0000864	DC3000_protein_12_2025	WP_003378219.1	plate25.C2.annotation	DAKCFMEO_04556
OG0000865	DC3000_protein_12_2025	WP_003378325.1	plate25.C2.annotation	DAKCFMEO_01200
OG0000866	DC3000_protein_12_2025	WP_003378342.1	plate25.C2.annotation	DAKCFMEO_01552
OG0000867	DC3000_protein_12_2025	WP_003378385.1	plate25.C2.annotation	DAKCFMEO_01576
OG0000868	DC3000_protein_12_2025	WP_003378389.1	plate25.C2.annotation	DAKCFMEO_01579
OG0000869	DC3000_protein_12_2025	WP_003378397.1	plate25.C2.annotation	DAKCFMEO_01585
OG0000870	DC3000_protein_12_2025	WP_003378472.1	plate25.C2.annotation	DAKCFMEO_00217
OG0000871	DC3000_protein_12_2025	WP_003378493.1	plate25.C2.annotation	DAKCFMEO_00226
OG0000872	DC3000_protein_12_2025	WP_003378499.1	plate25.C2.annotation	DAKCFMEO_00229
OG0000873	DC3000_protein_12_2025	WP_003378513.1	plate25.C2.annotation	DAKCFMEO_00238
OG0000874	DC3000_protein_12_2025	WP_003378608.1	plate25.C2.annotation	DAKCFMEO_02628
OG0000875	DC3000_protein_12_2025	WP_003378609.1	plate25.C2.annotation	DAKCFMEO_02627
OG0000876	DC3000_protein_12_2025	WP_003378612.1	plate25.C2.annotation	DAKCFMEO_02624
OG0000877	DC3000_protein_12_2025	WP_003378621.1	plate25.C2.annotation	DAKCFMEO_02616
OG0000878	DC3000_protein_12_2025	WP_003378637.1	plate25.C2.annotation	DAKCFMEO_02606
OG0000879	DC3000_protein_12_2025	WP_003378639.1	plate25.C2.annotation	DAKCFMEO_02605
OG0000880	DC3000_protein_12_2025	WP_003378641.1	plate25.C2.annotation	DAKCFMEO_02604
OG0000881	DC3000_protein_12_2025	WP_003378666.1	plate25.C2.annotation	DAKCFMEO_02589
OG0000882	DC3000_protein_12_2025	WP_003378668.1	plate25.C2.annotation	DAKCFMEO_02587
OG0000883	DC3000_protein_12_2025	WP_003378725.1	plate25.C2.annotation	DAKCFMEO_02552
OG0000884	DC3000_protein_12_2025	WP_003378730.1	plate25.C2.annotation	DAKCFMEO_02548
OG0000885	DC3000_protein_12_2025	WP_003378731.1	plate25.C2.annotation	DAKCFMEO_02547
OG0000886	DC3000_protein_12_2025	WP_003378749.1	plate25.C2.annotation	DAKCFMEO_02538
OG0000887	DC3000_protein_12_2025	WP_003378750.1	plate25.C2.annotation	DAKCFMEO_02537
OG0000888	DC3000_protein_12_2025	WP_003378759.1	plate25.C2.annotation	DAKCFMEO_02129
OG0000889	DC3000_protein_12_2025	WP_003378760.1	plate25.C2.annotation	DAKCFMEO_02128
OG0000890	DC3000_protein_12_2025	WP_003378783.1	plate25.C2.annotation	DAKCFMEO_02116
OG0000891	DC3000_protein_12_2025	WP_003378849.1	plate25.C2.annotation	DAKCFMEO_05106
OG0000892	DC3000_protein_12_2025	WP_003378855.1	plate25.C2.annotation	DAKCFMEO_05057
OG0000893	DC3000_protein_12_2025	WP_003378857.1	plate25.C2.annotation	DAKCFMEO_05059
OG0000894	DC3000_protein_12_2025	WP_003378861.1	plate25.C2.annotation	DAKCFMEO_05063
OG0000895	DC3000_protein_12_2025	WP_003378882.1	plate25.C2.annotation	DAKCFMEO_05074
OG0000896	DC3000_protein_12_2025	WP_003378893.1	plate25.C2.annotation	DAKCFMEO_05080
OG0000897	DC3000_protein_12_2025	WP_003378929.1	plate25.C2.annotation	DAKCFMEO_02300
OG0000898	DC3000_protein_12_2025	WP_003378990.1	plate25.C2.annotation	DAKCFMEO_03129
OG0000899	DC3000_protein_12_2025	WP_003379024.1	plate25.C2.annotation	DAKCFMEO_03032
OG0000900	DC3000_protein_12_2025	WP_003379028.1	plate25.C2.annotation	DAKCFMEO_03028
OG0000901	DC3000_protein_12_2025	WP_003379038.1	plate25.C2.annotation	DAKCFMEO_04165
OG0000902	DC3000_protein_12_2025	WP_003379089.1	plate25.C2.annotation	DAKCFMEO_03591
OG0000903	DC3000_protein_12_2025	WP_003379121.1	plate25.C2.annotation	DAKCFMEO_03577
OG0000904	DC3000_protein_12_2025	WP_003379129.1	plate25.C2.annotation	DAKCFMEO_03573
OG0000905	DC3000_protein_12_2025	WP_003379141.1	plate25.C2.annotation	DAKCFMEO_03566
OG0000906	DC3000_protein_12_2025	WP_003379143.1	plate25.C2.annotation	DAKCFMEO_03565
OG0000907	DC3000_protein_12_2025	WP_003379241.1	plate25.C2.annotation	DAKCFMEO_03407
OG0000908	DC3000_protein_12_2025	WP_003379278.1	plate25.C2.annotation	DAKCFMEO_03380
OG0000909	DC3000_protein_12_2025	WP_003379302.1	plate25.C2.annotation	DAKCFMEO_02787
OG0000910	DC3000_protein_12_2025	WP_003379415.1	plate25.C2.annotation	DAKCFMEO_02223
OG0000911	DC3000_protein_12_2025	WP_003379418.1	plate25.C2.annotation	DAKCFMEO_02226
OG0000912	DC3000_protein_12_2025	WP_003379468.1	plate25.C2.annotation	DAKCFMEO_01296
OG0000913	DC3000_protein_12_2025	WP_003379548.1	plate25.C2.annotation	DAKCFMEO_03925
OG0000914	DC3000_protein_12_2025	WP_003379718.1	plate25.C2.annotation	DAKCFMEO_00548
OG0000915	DC3000_protein_12_2025	WP_003379721.1	plate25.C2.annotation	DAKCFMEO_00551
OG0000916	DC3000_protein_12_2025	WP_003379759.1	plate25.C2.annotation	DAKCFMEO_00658
OG0000917	DC3000_protein_12_2025	WP_003379830.1	plate25.C2.annotation	DAKCFMEO_00705
OG0000918	DC3000_protein_12_2025	WP_003379873.1	plate25.C2.annotation	DAKCFMEO_05028
OG0000919	DC3000_protein_12_2025	WP_003379876.1	plate25.C2.annotation	DAKCFMEO_05024
OG0000920	DC3000_protein_12_2025	WP_003379926.1	plate25.C2.annotation	DAKCFMEO_02962
OG0000921	DC3000_protein_12_2025	WP_003379931.1	plate25.C2.annotation	DAKCFMEO_04969
OG0000922	DC3000_protein_12_2025	WP_003379947.1	plate25.C2.annotation	DAKCFMEO_04964
OG0000923	DC3000_protein_12_2025	WP_003380033.1	plate25.C2.annotation	DAKCFMEO_02212
OG0000924	DC3000_protein_12_2025	WP_003380046.1	plate25.C2.annotation	DAKCFMEO_01952
OG0000925	DC3000_protein_12_2025	WP_003380053.1	plate25.C2.annotation	DAKCFMEO_01955
OG0000926	DC3000_protein_12_2025	WP_003380079.1	plate25.C2.annotation	DAKCFMEO_01971
OG0000927	DC3000_protein_12_2025	WP_003380111.1	plate25.C2.annotation	DAKCFMEO_01539
OG0000928	DC3000_protein_12_2025	WP_003380113.1	plate25.C2.annotation	DAKCFMEO_01538
OG0000929	DC3000_protein_12_2025	WP_003380115.1	plate25.C2.annotation	DAKCFMEO_01537
OG0000930	DC3000_protein_12_2025	WP_003380120.1	plate25.C2.annotation	DAKCFMEO_01533
OG0000931	DC3000_protein_12_2025	WP_003380132.1	plate25.C2.annotation	DAKCFMEO_01525
OG0000932	DC3000_protein_12_2025	WP_003380135.1	plate25.C2.annotation	DAKCFMEO_01522
OG0000933	DC3000_protein_12_2025	WP_003380148.1	plate25.C2.annotation	DAKCFMEO_01517
OG0000934	DC3000_protein_12_2025	WP_003380192.1	plate25.C2.annotation	DAKCFMEO_02189
OG0000935	DC3000_protein_12_2025	WP_003380207.1	plate25.C2.annotation	DAKCFMEO_05113
OG0000936	DC3000_protein_12_2025	WP_003380209.1	plate25.C2.annotation	DAKCFMEO_01982
OG0000937	DC3000_protein_12_2025	WP_003380226.1	plate25.C2.annotation	DAKCFMEO_01992
OG0000938	DC3000_protein_12_2025	WP_003380232.1	plate25.C2.annotation	DAKCFMEO_01816
OG0000939	DC3000_protein_12_2025	WP_003380235.1	plate25.C2.annotation	DAKCFMEO_01813
OG0000940	DC3000_protein_12_2025	WP_003380252.1	plate25.C2.annotation	DAKCFMEO_05158
OG0000941	DC3000_protein_12_2025	WP_003380253.1	plate25.C2.annotation	DAKCFMEO_05159
OG0000942	DC3000_protein_12_2025	WP_003380289.1	plate25.C2.annotation	DAKCFMEO_03482
OG0000943	DC3000_protein_12_2025	WP_003380294.1	plate25.C2.annotation	DAKCFMEO_03479
OG0000944	DC3000_protein_12_2025	WP_003380298.1	plate25.C2.annotation	DAKCFMEO_03477
OG0000945	DC3000_protein_12_2025	WP_003380309.1	plate25.C2.annotation	DAKCFMEO_03471
OG0000946	DC3000_protein_12_2025	WP_003380333.1	plate25.C2.annotation	DAKCFMEO_01757
OG0000947	DC3000_protein_12_2025	WP_003380356.1	plate25.C2.annotation	DAKCFMEO_01749
OG0000948	DC3000_protein_12_2025	WP_003380430.1	plate25.C2.annotation	DAKCFMEO_04096
OG0000949	DC3000_protein_12_2025	WP_003380432.1	plate25.C2.annotation	DAKCFMEO_04095
OG0000950	DC3000_protein_12_2025	WP_003380455.1	plate25.C2.annotation	DAKCFMEO_04080
OG0000951	DC3000_protein_12_2025	WP_003380539.1	plate25.C2.annotation	DAKCFMEO_01018
OG0000952	DC3000_protein_12_2025	WP_003380592.1	plate25.C2.annotation	DAKCFMEO_03333
OG0000953	DC3000_protein_12_2025	WP_003380594.1	plate25.C2.annotation	DAKCFMEO_03335
OG0000954	DC3000_protein_12_2025	WP_003380601.1	plate25.C2.annotation	DAKCFMEO_03338
OG0000955	DC3000_protein_12_2025	WP_003380603.1	plate25.C2.annotation	DAKCFMEO_03340
OG0000956	DC3000_protein_12_2025	WP_003380604.1	plate25.C2.annotation	DAKCFMEO_03341
OG0000957	DC3000_protein_12_2025	WP_003380613.1	plate25.C2.annotation	DAKCFMEO_03350
OG0000958	DC3000_protein_12_2025	WP_003380618.1	plate25.C2.annotation	DAKCFMEO_03354
OG0000959	DC3000_protein_12_2025	WP_003380623.1	plate25.C2.annotation	DAKCFMEO_03359
OG0000960	DC3000_protein_12_2025	WP_003380633.1	plate25.C2.annotation	DAKCFMEO_03365
OG0000961	DC3000_protein_12_2025	WP_003380690.1	plate25.C2.annotation	DAKCFMEO_04908
OG0000962	DC3000_protein_12_2025	WP_003380698.1	plate25.C2.annotation	DAKCFMEO_04899
OG0000963	DC3000_protein_12_2025	WP_003380701.1	plate25.C2.annotation	DAKCFMEO_04896
OG0000964	DC3000_protein_12_2025	WP_003380723.1	plate25.C2.annotation	DAKCFMEO_04877
OG0000965	DC3000_protein_12_2025	WP_003380836.1	plate25.C2.annotation	DAKCFMEO_04713
OG0000966	DC3000_protein_12_2025	WP_003380850.1	plate25.C2.annotation	DAKCFMEO_04704
OG0000967	DC3000_protein_12_2025	WP_003380890.1	plate25.C2.annotation	DAKCFMEO_04677
OG0000968	DC3000_protein_12_2025	WP_003380907.1	plate25.C2.annotation	DAKCFMEO_00315
OG0000969	DC3000_protein_12_2025	WP_003380941.1	plate25.C2.annotation	DAKCFMEO_00348
OG0000970	DC3000_protein_12_2025	WP_003380977.1	plate25.C2.annotation	DAKCFMEO_00380
OG0000971	DC3000_protein_12_2025	WP_003381003.1	plate25.C2.annotation	DAKCFMEO_04223
OG0000972	DC3000_protein_12_2025	WP_003381064.1	plate25.C2.annotation	DAKCFMEO_04269
OG0000973	DC3000_protein_12_2025	WP_003381088.1	plate25.C2.annotation	DAKCFMEO_04255
OG0000974	DC3000_protein_12_2025	WP_003381096.1	plate25.C2.annotation	DAKCFMEO_04249
OG0000975	DC3000_protein_12_2025	WP_003381112.1	plate25.C2.annotation	DAKCFMEO_04236
OG0000976	DC3000_protein_12_2025	WP_003381155.1	plate25.C2.annotation	DAKCFMEO_01433
OG0000977	DC3000_protein_12_2025	WP_003381177.1	plate25.C2.annotation	DAKCFMEO_01444
OG0000978	DC3000_protein_12_2025	WP_003381207.1	plate25.C2.annotation	DAKCFMEO_00506
OG0000979	DC3000_protein_12_2025	WP_003381213.1	plate25.C2.annotation	DAKCFMEO_00508
OG0000980	DC3000_protein_12_2025	WP_003381223.1	plate25.C2.annotation	DAKCFMEO_02886
