Entry	RefSeq	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Proteomes	Organism (ID)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
Q87WC1	NP_794383.1;	GLYA2_PSESM	reviewed	Serine hydroxymethyltransferase 2 (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	glyA2 glyA-2 PSPTO_4632	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	417	UP000002515: Chromosome	223283	glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	cytosol [GO:0005829]	glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]	cytosol [GO:0005829]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	GO:0004372; GO:0005829; GO:0019264; GO:0030170; GO:0035999
Q87WD5	NP_794367.1;WP_011105084.1;	ENO2_PSESM	reviewed	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	eno2 eno-2 PSPTO_4616	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	427	UP000002515: Chromosome	223283	glycolytic process [GO:0006096]	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]	magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986
Q87WD6	NP_794366.1;	IPYR2_PSESM	reviewed	Inorganic pyrophosphatase 2 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 2) (PPase 2)	ppa2 PSPTO_4615	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	181	UP000002515: Chromosome	223283	phosphate-containing compound metabolic process [GO:0006796]	cytoplasm [GO:0005737]	inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphate-containing compound metabolic process [GO:0006796]	GO:0000287; GO:0004427; GO:0005737; GO:0006796
Q87WE9	NP_794353.1;WP_011105075.1;	Q87WE9_PSESM	unreviewed	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	ettA PSPTO_4602	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	563	UP000002515: Chromosome	223283	negative regulation of translational elongation [GO:0045900]; translation [GO:0006412]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; negative regulation of translational elongation [GO:0045900]; translation [GO:0006412]	GO:0000049; GO:0005524; GO:0005737; GO:0006412; GO:0016887; GO:0019843; GO:0043022; GO:0045900
Q87WL1	NP_794288.1;WP_011105043.1;	Q87WL1_PSESM	unreviewed	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10) (EC 7.4.2.9)	PSPTO_4535	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	326	UP000002515: Chromosome	223283	peptide transport [GO:0015833]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833]; transmembrane transport [GO:0055085]	GO:0005524; GO:0005886; GO:0015833; GO:0016887; GO:0055085
Q87WN7	NP_794261.1;WP_002555142.1;	Q87WN7_PSESM	unreviewed	Ferric uptake regulation protein	fur PSPTO_4508	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	135	UP000002515: Chromosome	223283	negative regulation of siderophore biosynthetic process [GO:1900705]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; negative regulation of siderophore biosynthetic process [GO:1900705]	GO:0000976; GO:0001216; GO:0001217; GO:0005829; GO:0008270; GO:0032993; GO:1900705
Q87WP1	NP_794257.1;WP_003377482.1;	DNAJ_PSESM	reviewed	Chaperone protein DnaJ	dnaJ PSPTO_4504	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	380	UP000002515: Chromosome	223283	chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	GO:0005524; GO:0005737; GO:0006260; GO:0008270; GO:0009408; GO:0031072; GO:0042026; GO:0051082; GO:0051085
Q87WP2	NP_794256.1;WP_005766439.1;	DAPB_PSESM	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB PSPTO_4503	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	267	UP000002515: Chromosome	223283	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytosol [GO:0005829]	4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	GO:0005829; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287
Q87WP7	NP_794251.1;WP_005620411.1;	RLME_PSESM	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ PSPTO_4498	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	216	UP000002515: Chromosome	223283		cytoplasm [GO:0005737]	rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]	cytoplasm [GO:0005737]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]	GO:0005737; GO:0008650
Q87WP9	NP_794249.1;WP_011105022.1;	Q87WP9_PSESM	unreviewed	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	folP PSPTO_4496	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	283	UP000002515: Chromosome	223283	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	cytosol [GO:0005829]	dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872
Q87WQ0	NP_794248.1;WP_005766449.1;	GLMM_PSESM	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM PSPTO_4495	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	447	UP000002515: Chromosome	223283	carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cytosol [GO:0005829]	magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615]	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615]; carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	GO:0000287; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252
Q87WQ1	NP_794247.1;WP_005739097.1;	TPIS_PSESM	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA PSPTO_4494	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	251	UP000002515: Chromosome	223283	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166
Q87WQ8	NP_794240.1;WP_003377508.1;	PNP_PSESM	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp PSPTO_4486	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	701	UP000002515: Chromosome	223283	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	cytosol [GO:0005829]	3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]	cytosol [GO:0005829]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402
Q87WS0	NP_794227.1;WP_002555109.1;	GATC_PSESM	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC PSPTO_4473	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	95	UP000002515: Chromosome	223283	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]		asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	GO:0005524; GO:0006412; GO:0006450; GO:0050566; GO:0050567; GO:0070681
Q87WS4	NP_794223.1;WP_011105015.1;	NTPPA_PSESM	reviewed	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	maf-2 PSPTO_4469	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	200	UP000002515: Chromosome	223283	nucleotide metabolic process [GO:0009117]	cytoplasm [GO:0005737]	dTTP diphosphatase activity [GO:0036218]; UTP diphosphatase activity [GO:0036221]	cytoplasm [GO:0005737]; dTTP diphosphatase activity [GO:0036218]; UTP diphosphatase activity [GO:0036221]; nucleotide metabolic process [GO:0009117]	GO:0005737; GO:0009117; GO:0036218; GO:0036221
Q87WT2	NP_794215.1;WP_011105011.1;	Q87WT2_PSESM	unreviewed	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC-2 fumC PSPTO_4461	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	458	UP000002515: Chromosome	223283	aspartate metabolic process [GO:0006531]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]	aspartate ammonia-lyase activity [GO:0008797]; fumarate hydratase activity [GO:0004333]	cytosol [GO:0005829]; aspartate ammonia-lyase activity [GO:0008797]; fumarate hydratase activity [GO:0004333]; aspartate metabolic process [GO:0006531]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]	GO:0004333; GO:0005829; GO:0006099; GO:0006106; GO:0006531; GO:0008797
Q87WU5	NP_794202.1;WP_005766516.1;	Q87WU5_PSESM	unreviewed	Arabinose 5-phosphate isomerase (API) (EC 5.3.1.13)	PSPTO_4448	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	324	UP000002515: Chromosome	223283	carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]		arabinose-5-phosphate isomerase activity [GO:0019146]; carbohydrate derivative binding [GO:0097367]; metal ion binding [GO:0046872]	arabinose-5-phosphate isomerase activity [GO:0019146]; carbohydrate derivative binding [GO:0097367]; metal ion binding [GO:0046872]; carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]	GO:0005975; GO:0019146; GO:0046872; GO:0097367; GO:1901135
Q87WV2	NP_794195.1;WP_005739059.1;	MURA_PSESM	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA PSPTO_4441	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	421	UP000002515: Chromosome	223283	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm [GO:0005737]	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]	cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	GO:0005737; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555
Q87WV5	NP_794192.1;WP_005766528.1;	HISX_PSESM	reviewed	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD PSPTO_4438	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	448	UP000002515: Chromosome	223283	L-histidine biosynthetic process [GO:0000105]	cytosol [GO:0005829]	histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]; histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]; L-histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0004399; GO:0005829; GO:0008270; GO:0051287
Q87WW0	NP_794187.1;WP_003313577.1;	CYSD_PSESM	reviewed	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD PSPTO_4433	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	305	UP000002515: Chromosome	223283	hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]		ATP binding [GO:0005524]; small molecule binding [GO:0036094]; sulfate adenylyltransferase (ATP) activity [GO:0004781]	ATP binding [GO:0005524]; small molecule binding [GO:0036094]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	GO:0000103; GO:0004781; GO:0005524; GO:0036094; GO:0070814
Q87WW4	NP_794183.1;WP_005766542.1;	SYW_PSESM	reviewed	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS PSPTO_4429	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	449	UP000002515: Chromosome	223283	tryptophanyl-tRNA aminoacylation [GO:0006436]	cytosol [GO:0005829]	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]	cytosol [GO:0005829]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]	GO:0004830; GO:0005524; GO:0005829; GO:0006436
Q87WX2	NP_794175.1;	Q87WX2_PSESM	unreviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA PSPTO_4421	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	195	UP000002515: Chromosome	223283	carbohydrate metabolic process [GO:0005975]; D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061]	cytoplasm [GO:0005737]	carbohydrate derivative binding [GO:0097367]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061]	GO:0005737; GO:0005975; GO:0008270; GO:0008968; GO:0097367; GO:2001061
Q87WX9	NP_794168.1;	Q87WX9_PSESM	unreviewed	Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Penicillin-binding protein 3) (PBP-3)	ftsI PSPTO_4414	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	575	UP000002515: Chromosome	223283	cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	GO:0000917; GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0043093; GO:0071555
Q87WY1	NP_794166.1;WP_011105004.1;	Q87WY1_PSESM	unreviewed	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	murF PSPTO_4412	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	456	UP000002515: Chromosome	223283	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	GO:0005524; GO:0005737; GO:0008360; GO:0008766; GO:0009252; GO:0047480; GO:0051301; GO:0071555
