WP_RefSeq PSPTO uniprot
WP_011104424.1 PSPTO3191 Q880G8
WP_046463318.1 PSPTO3192 Q880G7
WP_011104426.1 PSPTO3193 Q880G6
WP_007247571.1 PSPTO3194 NA
WP_011104427.1 PSPTO3195 Q880G5
WP_011104428.1 PSPTO3196 Q880G4
WP_011104429.1 PSPTO3197 Q880G3
WP_005766375.1 PSPTO3198 Q880G2
WP_046463419.1 PSPTO3199 Q880G1
WP_011104431.1 PSPTO3200 Q880G0
WP_011104432.1 PSPTO3201 Q880F9
WP_011104433.1 PSPTO3202 Q880F8
WP_010204289.1 PSPTO3203 Q880F7
WP_011104434.1 PSPTO3204 Q880F6
WP_011104435.1 PSPTO3205 Q880F5
 pseudo;PSPTO3206 NA
WP_046463420.1 PSPTO3207 Q880F4
WP_007247571.1 PSPTO3208 Q880F3
 partial;pseudo;PSPTO3210 NA
WP_052507224.1 PSPTO3211 Q880F1
WP_003409203.1 PSPTO3212 NA
WP_003409202.1 PSPTO3213 NA
WP_003409203.1 PSPTO3215 NA
WP_003409202.1 PSPTO3216 NA
WP_011104440.1 PSPTO3218 Q880E9
WP_011104442.1 PSPTO3220 Q880E7
WP_004883347.1 PSPTO3221 Q880E6
 partial;pseudo;PSPTO3222 NA
WP_010213957.1 PSPTO3223 NA
WP_002551322.1 PSPTO3224 NA
WP_005741073.1 PSPTO3225 NA
WP_005760706.1 PSPTO3226 Q880E4
WP_011104444.1 PSPTO3227 Q880E3
WP_011104446.1 PSPTO3229 Q880E1
WP_011104447.1 PSPTO3230 Q880E0
WP_005770888.1 PSPTO3231 Q880D9
WP_005770885.1 PSPTO3232 Q880D8
WP_011104448.1 PSPTO3233 Q880D7
WP_011104449.1 PSPTO3234 Q880D6
 pseudo;PSPTO3235 NA
WP_046463903.1 PSPTO3237 Q880D4
WP_046463904.1 PSPTO3238 Q880D3
WP_005770871.1 PSPTO3239 Q880D2
WP_007245914.1 PSPTO3240 Q880D1
WP_011104453.1 PSPTO3241 Q880D0
WP_011104454.1 PSPTO3242 Q880C9
WP_011104455.1 PSPTO3243 Q880C8
WP_011104456.1 PSPTO3244 Q880C7
WP_005770857.1 PSPTO3245 Q880C6
WP_011104457.1 PSPTO3246 Q880C5
WP_010210634.1 PSPTO3247 Q880C4
WP_011104458.1 PSPTO3248 Q880C3
WP_010220797.1 PSPTO3249 Q880C2
WP_007245922.1 PSPTO3250 Q880C1
WP_011104459.1 PSPTO3251 Q880C0
WP_011104460.1 PSPTO3252 Q880B9
WP_005770839.1 PSPTO3253 Q880B8
WP_005770837.1 PSPTO3254 Q880B7
 pseudo;PSPTO3255 NA
WP_010207498.1 PSPTO3256 Q880B6
WP_032710978.1 PSPTO3257 Q880B5
WP_005770829.1 PSPTO3258 Q880B4
WP_011104461.1 PSPTO3259 Q880B3
WP_005770825.1 PSPTO3260 Q880B2
WP_011104464.1 PSPTO3262 Q880B0
WP_011104465.1 PSPTO3263 Q880A9
WP_007245931.1 PSPTO3264 Q880A8
WP_005738213.1 PSPTO3265 Q880A7
WP_002553918.1 PSPTO3266 Q880A6
WP_005618859.1 PSPTO3267 Q880A5
WP_005770815.1 PSPTO3268 Q880A4
WP_005770813.1 PSPTO3269 Q880A3
WP_005770811.1 PSPTO3270 Q880A2
WP_046463906.1 PSPTO3271 Q880A1
WP_011104467.1 PSPTO3272 Q880A0
WP_011104468.1 PSPTO3273 Q87ZZ9
WP_011104469.1 PSPTO3274 Q87ZZ8
WP_005767282.1 PSPTO3275 Q87ZZ7
WP_046463326.1 PSPTO3277 Q87ZZ5
WP_011104472.1 PSPTO3278 Q87ZZ4
WP_005767285.1 PSPTO3279 Q87ZZ3
WP_011104473.1 PSPTO3280 Q87ZZ2
WP_011104474.1 PSPTO3281 Q87ZZ1
WP_046463327.1 PSPTO3282 Q87ZZ0
WP_005767289.1 PSPTO3283 Q87ZY9
WP_007246084.1 PSPTO3284 Q87ZY8
WP_005767295.1 PSPTO3285 Q87ZY7
WP_007246082.1 PSPTO3286 Q87ZY6
WP_011104476.1 PSPTO3287 Q87ZY5
WP_005767301.1 PSPTO3288 Q87ZY4
WP_046463324.1 PSPTO3289 Q87ZY3
WP_011104478.1 PSPTO3290 Q87ZY2
WP_011104479.1 PSPTO3291 Q87ZY1
WP_011104480.1 PSPTO3292 Q87ZY0
WP_011104481.1 PSPTO3293 Q87ZX9
WP_011104482.1 PSPTO3294 Q87ZX8
WP_011104483.1 PSPTO3295 Q87ZX7
WP_005767320.1 PSPTO3296 Q87ZX6
WP_003381155.1 PSPTO3297 Q87ZX5
WP_007246072.1 PSPTO3298 Q87ZX4
 pseudo;PSPTO3299 NA
WP_011104485.1 PSPTO3300 Q87ZX2
WP_011104486.1 PSPTO3301 Q87ZX1
WP_011104487.1 PSPTO3302 Q87ZX0
WP_011104489.1 PSPTO3304 Q87ZW8
WP_024666348.1 PSPTO3305 Q87ZW7
WP_011104490.1 PSPTO3306 Q87ZW6
WP_046463321.1 PSPTO3307 Q87ZW5
WP_007246060.1 PSPTO3308 Q87ZW4
WP_003381177.1 PSPTO3309 Q87ZW3
WP_011104492.1 PSPTO3310 Q87ZW2
WP_007246058.1 PSPTO3311 Q87ZW1
WP_011104493.1 PSPTO3312 Q87ZW0
WP_011104494.1 PSPTO3313 Q87ZV9
WP_007246056.1 PSPTO3314 Q87ZV8
WP_005618920.1 PSPTO3315 Q87ZV7
WP_005767347.1 PSPTO3316 Q87ZV6
WP_024666356.1 PSPTO3317 Q87ZV5
WP_005767351.1 PSPTO3318 Q87ZV4
WP_005767352.1 PSPTO3319 Q87ZV3
 partial;pseudo;PSPTO3320 NA
WP_011104495.1 PSPTO3321 Q87ZV1
WP_011104496.1 PSPTO3322 Q87ZV0
WP_005767359.1 PSPTO3323 Q87ZU9
WP_011103120.1 PSPTO3325 NA
WP_011103883.1 PSPTO3326 Q877J2
WP_011104498.1 PSPTO3327 Q87ZU7
WP_005767364.1 PSPTO3328 Q87ZU6
WP_005767365.1 PSPTO3329 Q87ZU5
WP_007246047.1 PSPTO3330 Q87ZU4
WP_005767369.1 PSPTO3331 Q87ZU3
WP_011104500.1 PSPTO3332 Q87ZU2
WP_002553978.1 PSPTO3333 Q87ZU1
WP_007246046.1 PSPTO3334 Q87ZU0
WP_011104501.1 PSPTO3335 Q87ZT9
WP_005767375.1 PSPTO3336 Q87ZT8
WP_007246043.1 PSPTO3337 Q87ZT7
WP_005767378.1 PSPTO3338 Q87ZT6
WP_011104502.1 PSPTO3339 Q87ZT5
WP_011104503.1 PSPTO3340 Q87ZT4
WP_005767383.1 PSPTO3341 Q87ZT3
WP_011104504.1 PSPTO3342 Q87ZT2
WP_005767387.1 PSPTO3343 Q87ZT1
WP_005618952.1 PSPTO3344 Q87ZT0
WP_011104505.1 PSPTO3345 Q87ZS9
WP_011104506.1 PSPTO3346 Q87ZS8
WP_011104507.1 PSPTO3347 Q87ZS7
WP_005767395.1 PSPTO3348 Q87ZS6
WP_010200894.1 PSPTO3349 Q87ZS5
WP_005767399.1 PSPTO3350 Q87ZS4
WP_005767401.1 PSPTO3351 Q87ZS3
WP_003405083.1 PSPTO3352 Q87ZS2
WP_011104508.1 PSPTO3353 Q87ZS1
WP_003380148.1 PSPTO3354 Q87ZS0
WP_044392708.1 PSPTO3355 Q87ZR9
WP_011104510.1 PSPTO3356 Q87ZR8
WP_003380135.1 PSPTO3357 Q87ZR7
WP_011104511.1 PSPTO3358 Q87ZR6
WP_005767416.1 PSPTO3359 Q87ZR5
WP_003380132.1 PSPTO3360 Q87ZR4
WP_007246030.1 PSPTO3361 Q87ZR3
WP_005767420.1 PSPTO3362 Q87ZR2
WP_011104512.1 PSPTO3363 Q87ZR1
WP_011104513.1 PSPTO3364 Q87ZR0
WP_002554011.1 PSPTO3365 Q87ZQ9
WP_002554012.1 PSPTO3366 Q87ZQ8
WP_005619059.1 PSPTO3367 Q87ZQ7
WP_003380120.1 PSPTO3368 Q87ZQ6
WP_011104514.1 PSPTO3369 Q87ZQ5
WP_007246028.1 PSPTO3370 Q87ZQ4
WP_003411662.1 PSPTO3371 Q87ZQ3
WP_003380115.1 PSPTO3372 Q87ZQ2
WP_003380113.1 PSPTO3373 Q87ZQ1
WP_003380111.1 PSPTO3374 Q87ZQ0
WP_007246027.1 PSPTO3375 Q87ZP9
WP_005619067.1 PSPTO3376 Q87ZP8
WP_011104515.1 PSPTO3377 Q87ZP7
WP_011104516.1 PSPTO3378 Q87ZP6
WP_011104517.1 PSPTO3379 Q87ZP5
WP_011104518.1 PSPTO3380 Q87ZP4
WP_007246025.1 PSPTO3381 Q87ZP3
WP_005767446.1 PSPTO3382 Q87ZP2
WP_005767449.1 PSPTO3383 Q87ZP1
WP_226992638.1 PSPTO3384 Q87ZP0
WP_011104519.1 PSPTO3385 Q87ZN9
WP_057443156.1 PSPTO3386 Q87ZN8
WP_005767458.1 PSPTO3387 Q87ZN7
WP_011104521.1 PSPTO3388 Q87ZN6
WP_011104522.1 PSPTO3389 Q87ZN5
WP_011104523.1 PSPTO3390 Q87ZN4
WP_011104524.1 PSPTO3391 Q87ZN3
WP_057443159.1 PSPTO3392 Q87ZN2
WP_011104526.1 PSPTO3393 Q87ZN1
WP_011104527.1 PSPTO3394 Q87ZN0
WP_007247634.1 PSPTO3395 Q87ZM9
WP_011104528.1 PSPTO3396 Q87ZM8
WP_004407132.1 PSPTO3397 Q87ZM7
WP_011104529.1 PSPTO3398 Q87ZM6
WP_011104530.1 PSPTO3399 Q87ZM5
WP_011104531.1 PSPTO3400 Q87ZM4
WP_007244785.1 PSPTO3401 Q87ZM3
WP_007244786.1 PSPTO3402 Q87ZM2
WP_007244787.1 PSPTO3403 Q87ZM1
WP_011104532.1 PSPTO3404 Q87ZM0
WP_007244789.1 PSPTO3405 Q87ZL9
WP_007244790.1 PSPTO3406 Q87ZL8
WP_011104533.1 PSPTO3407 Q87ZL7
WP_011104534.1 PSPTO3408 Q87ZL6
WP_011104535.1 PSPTO3409 Q87ZL5
WP_011104536.1 PSPTO3410 Q87ZL4
WP_003377401.1 PSPTO3411 Q87ZL3
WP_011104537.1 PSPTO3412 Q87ZL2
WP_011104538.1 PSPTO3413 Q87ZL1
WP_235023099.1 PSPTO3414 Q87ZL0
WP_011104540.1 PSPTO3415 Q87ZK9
WP_003377395.1 PSPTO3416 Q87ZK8
WP_011104541.1 PSPTO3417 Q87ZK7
WP_011104542.1 PSPTO3418 Q87ZK6
WP_011104543.1 PSPTO3419 Q87ZK5
WP_005767964.1 PSPTO3420 Q87ZK4
WP_226992640.1 PSPTO3421 Q87ZK3
WP_011104546.1 PSPTO3422 Q87ZK2
WP_011104547.1 PSPTO3423 Q87ZK1
WP_011104548.1 PSPTO3424 Q87ZK0
WP_011104549.1 PSPTO3425 Q87ZJ9
WP_011104550.1 PSPTO3426 Q87ZJ8
WP_011104551.1 PSPTO3427 Q87ZJ7
WP_011104552.1 PSPTO3428 Q87ZJ6
WP_005760693.1 PSPTO3429 Q87ZJ5
WP_005760695.1 PSPTO3430 Q87ZJ4
WP_005741073.1 PSPTO3432 NA
WP_002551322.1 PSPTO3433 NA
 pseudo;PSPTO3435 NA
WP_011104554.1 PSPTO3436 Q87ZJ3
WP_011104555.1 PSPTO3437 Q87ZJ2
WP_011104556.1 PSPTO3438 Q87ZJ1
WP_011104557.1 PSPTO3439 Q87ZJ0
WP_046463565.1 PSPTO3440 Q87ZI9
WP_010216700.1 PSPTO3441 Q87ZI8
WP_011104559.1 PSPTO3442 Q87ZI7
WP_011104560.1 PSPTO3443 Q87ZI6
WP_005760598.1 PSPTO3444 Q87ZI5
WP_011104561.1 PSPTO3445 Q87ZI4
WP_011104562.1 PSPTO3446 Q87ZI3
WP_011104563.1 PSPTO3447 Q87ZI2
WP_011104564.1 PSPTO3448 Q87ZI1
WP_005771203.1 PSPTO3449 Q87ZI0
WP_005771202.1 PSPTO3450 Q87ZH9
WP_005771200.1 PSPTO3451 Q87ZH8
WP_007246986.1 PSPTO3452 Q87ZH7
WP_005771197.1 PSPTO3453 Q87ZH6
WP_007246985.1 PSPTO3454 Q87ZH5
WP_003373184.1 PSPTO3455 Q87ZH4
WP_011104565.1 PSPTO3456 Q87ZH3
WP_007246984.1 PSPTO3457 Q87ZH2
WP_011104566.1 PSPTO3458 Q87ZH1
WP_011104567.1 PSPTO3459 Q87ZH0
WP_011104568.1 PSPTO3460 Q87ZG9
WP_044390357.1 PSPTO3461 Q87ZG8
WP_011104570.1 PSPTO3462 Q87ZG7
WP_011104571.1 PSPTO3463 Q87ZG6
WP_011104572.1 PSPTO3464 Q87ZG5
WP_011104573.1 PSPTO3465 Q87ZG4
WP_011104574.1 PSPTO3466 Q87ZG3
WP_007246973.1 PSPTO3467 Q87ZG2
WP_005771178.1 PSPTO3468 Q87ZG1
WP_005771176.1 PSPTO3469 Q87ZG0
WP_011104575.1 PSPTO3470 Q87ZF9
WP_011104576.1 PSPTO3471 Q87ZF8
WP_003380836.1 PSPTO3472 Q87ZF7
WP_005771172.1 PSPTO3473 Q87ZF6
WP_005771170.1 PSPTO3474 Q87ZF5
WP_005771169.1 PSPTO3475 Q87ZF4
WP_005771168.1 PSPTO3476 Q87ZF3
WP_005771167.1 PSPTO3477 Q87ZF2
WP_005771165.1 PSPTO3478 Q87ZF1
WP_046463563.1 PSPTO3479 Q87ZF0
WP_007246966.1 PSPTO3480 Q87ZE9
WP_226992641.1 PSPTO3481 Q87ZE8
WP_011104580.1 PSPTO3482 Q87ZE7
WP_011104581.1 PSPTO3483 Q87ZE6
WP_011104582.1 PSPTO3484 Q87ZE5
WP_011104583.1 PSPTO3485 Q87ZE4
WP_003380850.1 PSPTO3487 Q87ZE2
WP_003380853.1 PSPTO3488 Q87ZE1
WP_011104585.1 PSPTO3489 Q87ZE0
WP_007246965.1 PSPTO3490 Q87ZD9
WP_005765006.1 PSPTO3492 Q87ZD7
WP_007245364.1 PSPTO3493 Q87ZD6
WP_005765011.1 PSPTO3494 Q87ZD5
WP_011104587.1 PSPTO3495 Q87ZD4
WP_005765016.1 PSPTO3496 Q87ZD3
WP_011104588.1 PSPTO3497 Q87ZD2
WP_005765020.1 PSPTO3498 Q87ZD1
WP_007245360.1 PSPTO3499 Q87ZD0
WP_011104589.1 PSPTO3500 Q87ZC9
WP_005619235.1 PSPTO3501 Q87ZC8
WP_005765028.1 PSPTO3502 Q87ZC7
WP_005765031.1 PSPTO3503 Q87ZC6
WP_010204659.1 PSPTO3504 Q87ZC5
WP_011104590.1 PSPTO3505 Q87ZC4
WP_005765040.1 PSPTO3506 Q87ZC3
WP_011104591.1 PSPTO3507 Q87ZC2
WP_007245354.1 PSPTO3508 Q87ZC1
WP_002554100.1 PSPTO3510 Q87ZB9
WP_007245353.1 PSPTO3511 Q87ZB8
WP_003315798.1 PSPTO3512 Q87ZB7
WP_007245351.1 PSPTO3513 Q87ZB6
WP_011104593.1 PSPTO3514 Q87ZB5
WP_003380890.1 PSPTO3515 Q87ZB4
WP_007245350.1 PSPTO3516 Q87ZB3
WP_011104595.1 PSPTO3517 Q87ZB2
WP_011104596.1 PSPTO3519 Q87ZB0
WP_003378068.1 PSPTO3520 Q87ZA9
WP_007245346.1 PSPTO3521 Q87ZA8
WP_011104597.1 PSPTO3522 Q87ZA7
WP_011104598.1 PSPTO3523 Q87ZA6
WP_003378076.1 PSPTO3524 Q87ZA5
WP_005765087.1 PSPTO3525 Q87ZA4
WP_005765089.1 PSPTO3526 Q87ZA3
WP_005765091.1 PSPTO3527 Q87ZA2
WP_010213957.1 PSPTO3528 NA
WP_005765093.1 PSPTO3529 Q87ZA1
WP_011104599.1 PSPTO3530 Q87ZA0
WP_010204432.1 PSPTO3531 Q87Z99
WP_011104600.1 PSPTO3532 Q87Z98
WP_011104601.1 PSPTO3533 Q87Z97
WP_011104602.1 PSPTO3534 Q87Z96
WP_005765099.1 PSPTO3535 Q87Z95
WP_005765101.1 PSPTO3536 Q87Z94
WP_011104603.1 PSPTO3537 Q87Z93
WP_005765105.1 PSPTO3538 Q87Z92
WP_005765108.1 PSPTO3539 Q87Z91
WP_011104604.1 PSPTO3540 Q87Z90
WP_005765115.1 PSPTO3541 Q87Z89
WP_005765117.1 PSPTO3542 Q87Z88
WP_005765119.1 PSPTO3543 Q87Z87
WP_005765121.1 PSPTO3544 Q87Z86
WP_003378111.1 PSPTO3545 Q87Z85
WP_003378113.1 PSPTO3546 Q87Z84
WP_005765123.1 PSPTO3547 Q87Z83
WP_005765125.1 PSPTO3548 Q87Z82
WP_005765127.1 PSPTO3549 Q87Z81
WP_005765129.1 PSPTO3550 Q87Z80
WP_011104606.1 PSPTO3551 Q87Z79
WP_005765133.1 PSPTO3552 Q87Z78
WP_005765135.1 PSPTO3553 Q87Z77
WP_005765137.1 PSPTO3554 Q87Z76
WP_005765139.1 PSPTO3555 Q87Z75
WP_011104608.1 PSPTO3556 Q87Z74
 pseudo;PSPTO3557 NA
WP_005765145.1 PSPTO3558 Q87Z73
WP_005765147.1 PSPTO3559 Q87Z72
WP_011104609.1 PSPTO3560 Q87Z71
WP_005765153.1 PSPTO3561 Q87Z70
WP_005765154.1 PSPTO3563 Q87Z68
WP_007245315.1 PSPTO3564 Q87Z67
WP_005765159.1 PSPTO3565 Q87Z66
WP_002554157.1 PSPTO3566 Q87Z65
WP_011104612.1 PSPTO3567 Q87Z64
WP_005765163.1 PSPTO3569 Q87Z62
WP_005765165.1 PSPTO3570 Q87Z61
WP_005765167.1 PSPTO3572 Q87Z59
WP_005765169.1 PSPTO3573 Q87Z58
WP_005765172.1 PSPTO3574 Q87Z57
WP_005765174.1 PSPTO3575 Q87Z56
WP_005765176.1 PSPTO3576 Q87Z55
WP_011104615.1 PSPTO3577 Q87Z54
WP_032622221.1 PSPTO3578 Q87Z53
WP_010206379.1 PSPTO3579 Q87Z52
WP_011104616.1 PSPTO3580 Q87Z51
WP_046463492.1 PSPTO3581 Q87Z50
WP_046463487.1 PSPTO3582 Q87Z49
WP_011104619.1 PSPTO3583 Q87Z48
WP_032643380.1 PSPTO3584 Q87Z47
WP_005765198.1 PSPTO3585 Q87Z46
WP_011104620.1 PSPTO3586 Q87Z45
WP_149032149.1 PSPTO3587 Q87Z44
WP_011104622.1 PSPTO3588 Q87Z43
WP_005619360.1 PSPTO3589 Q87Z42
WP_011104623.1 PSPTO3590 Q87Z41
WP_032710497.1 PSPTO3591 Q87Z40
WP_005765211.1 PSPTO3592 Q87Z39
WP_005765213.1 PSPTO3593 Q87Z38
WP_005765215.1 PSPTO3594 Q87Z37
WP_007245293.1 PSPTO3595 Q87Z36
WP_005765220.1 PSPTO3596 Q87Z35
WP_011104624.1 PSPTO3597 Q87Z34
WP_005765224.1 PSPTO3598 Q87Z33
WP_011104625.1 PSPTO3599 Q87Z32
WP_007245290.1 PSPTO3600 Q87Z31
WP_007245289.1 PSPTO3601 Q87Z30
WP_003378210.1 PSPTO3602 Q87Z29
WP_002554192.1 PSPTO3603 Q87Z28
WP_011104627.1 PSPTO3604 Q87Z27
WP_003378216.1 PSPTO3605 Q87Z26
WP_161797779.1 PSPTO3606 Q87Z25
WP_005741073.1 PSPTO3607 NA
WP_002551322.1 PSPTO3608 NA
WP_226992642.1 PSPTO3609 Q87Z24
WP_011104630.1 PSPTO3610 Q87Z23
WP_003409203.1 PSPTO3612 NA
WP_003409202.1 PSPTO3613 NA
WP_226992643.1 PSPTO3614 NA
WP_162491831.1 PSPTO3615 Q87Z22
WP_011104632.1 PSPTO3616 Q87Z21
WP_011104633.1 PSPTO3617 Q87Z20
WP_046463355.1 PSPTO3618 Q87Z19
WP_003378219.1 PSPTO3619 Q87Z18
WP_011104635.1 PSPTO3620 Q87Z17
WP_011104636.1 PSPTO3621 Q87Z16
WP_005619395.1 PSPTO3624 Q87Z13
WP_011104637.1 PSPTO3625 Q87Z12
WP_011104638.1 PSPTO3626 Q87Z11
WP_046463733.1 PSPTO3627 NA
WP_011104639.1 PSPTO3628 Q87Z10
WP_005765251.1 PSPTO3629 Q87Z09
WP_005765253.1 PSPTO3630 Q87Z08
WP_005765255.1 PSPTO3631 Q87Z07
WP_005765257.1 PSPTO3632 Q87Z06
WP_005765259.1 PSPTO3633 Q87Z05
WP_011104640.1 PSPTO3634 Q87Z04
WP_007245274.1 PSPTO3635 Q87Z03
WP_003383046.1 PSPTO3637 Q87Z01
WP_011104642.1 PSPTO3638 Q87Z00
WP_005765268.1 PSPTO3639 Q87YZ9
WP_011104643.1 PSPTO3640 Q87YZ8
WP_011104644.1 PSPTO3641 Q87YZ7
 pseudo;PSPTO3642 NA
WP_011104645.1 PSPTO3643 Q87YZ6
WP_011104646.1 PSPTO3644 Q87YZ5
WP_002552818.1 PSPTO3645 Q87YZ4
WP_011104647.1 PSPTO3646 Q87YZ3
WP_005765281.1 PSPTO3647 Q87YZ2
WP_011104648.1 PSPTO3648 Q87YZ1
WP_011104649.1 PSPTO3649 Q87YZ0
WP_011104650.1 PSPTO3650 Q87YY9
WP_003409202.1 PSPTO3651 NA
WP_003409203.1 PSPTO3652 NA
 partial;pseudo;PSPTO3653 NA
WP_011104651.1 PSPTO3654 Q87YY8
WP_011104652.1 PSPTO3655 Q87YY7
WP_011104653.1 PSPTO3656 Q87YY6
WP_003376124.1 PSPTO3657 Q87YY5
WP_011104654.1 PSPTO3658 Q87YY4
WP_005765300.1 PSPTO3659 Q87YY3
WP_005765302.1 PSPTO3660 Q87YY2
WP_011104655.1 PSPTO3661 Q87YY1
WP_046463290.1 PSPTO3662 Q87YY0
WP_011104657.1 PSPTO3663 Q87YX9
WP_011104658.1 PSPTO3664 Q87YX8
WP_005765312.1 PSPTO3665 Q87YX7
WP_005765316.1 PSPTO3666 Q87YX6
WP_011104660.1 PSPTO3667 Q87YX5
WP_011104661.1 PSPTO3668 Q87YX4
WP_005765323.1 PSPTO3669 Q87YX3
WP_046463289.1 PSPTO3670 Q87YX2
WP_005765329.1 PSPTO3671 Q87YX1
WP_011104663.1 PSPTO3672 Q87YX0
WP_046463288.1 PSPTO3674 Q87YW8
WP_003376162.1 PSPTO3675 Q87YW7
WP_005740683.1 PSPTO3676 Q87YW6
WP_011104666.1 PSPTO3677 Q87YW5
WP_011104667.1 PSPTO3678 Q87YW4
WP_011104668.1 PSPTO3679 Q87YW3
WP_044390209.1 PSPTO3680 Q87YW2
WP_007245243.1 PSPTO3681 Q87YW1
WP_011104670.1 PSPTO3682 Q87YW0
WP_011104672.1 PSPTO3685 Q87YV7
WP_011104673.1 PSPTO3686 Q87YV6
WP_011104674.1 PSPTO3687 Q87YV5
WP_005765365.1 PSPTO3688 Q87YV4
WP_011104675.1 PSPTO3689 Q87YV3
WP_005770800.1 PSPTO3690 Q87YV2
WP_011104676.1 PSPTO3691 Q87YV1
WP_011104677.1 PSPTO3692 Q87YV0
WP_046463305.1 PSPTO3693 Q87YU9
 pseudo;PSPTO3694 NA
WP_005770794.1 PSPTO3695 Q87YU7
WP_011104680.1 PSPTO3696 Q87YU6
WP_003376205.1 PSPTO3698 Q87YU4
WP_011104682.1 PSPTO3699 Q87YU3
WP_005619515.1 PSPTO3700 Q87YU2
WP_011104683.1 PSPTO3701 Q87YU1
WP_005770788.1 PSPTO3702 Q87YU0
WP_011104685.1 PSPTO3703 Q87YT9
WP_010202254.1 PSPTO3704 Q87YT8
WP_011104686.1 PSPTO3705 Q87YT7
WP_005770780.1 PSPTO3706 Q87YT6
WP_011104687.1 PSPTO3707 Q87YT5
WP_005770776.1 PSPTO3708 Q87YT4
WP_005770773.1 PSPTO3710 Q87YT2
WP_005770771.1 PSPTO3711 Q87YT1
WP_005770770.1 PSPTO3712 Q87YT0
WP_011104690.1 PSPTO3713 Q87YS9
WP_005770768.1 PSPTO3714 Q87YS8
WP_007245218.1 PSPTO3715 Q87YS7
WP_005770766.1 PSPTO3716 Q87YS6
WP_011104691.1 PSPTO3717 Q87YS5
WP_011104692.1 PSPTO3718 Q87YS4
WP_011104693.1 PSPTO3719 Q87YS3
WP_005770761.1 PSPTO3720 Q87YS2
WP_005770759.1 PSPTO3721 Q87YS1
WP_005770757.1 PSPTO3722 Q87YS0
WP_002552737.1 PSPTO3723 Q87YR9
WP_005770753.1 PSPTO3724 Q87YR8
WP_005770751.1 PSPTO3725 Q87YR7
WP_002552734.1 PSPTO3726 Q87YR6
WP_007245213.1 PSPTO3727 Q87YR5
WP_005770745.1 PSPTO3729 Q87YR3
WP_011104695.1 PSPTO3730 Q87YR2
WP_007247571.1 PSPTO3731 NA
WP_005769208.1 PSPTO3732 Q87YR1
WP_005769204.1 PSPTO3733 Q87YR0
WP_164923171.1 PSPTO3734 Q877Q7
WP_011104696.1 PSPTO3735 Q87YQ9
WP_003376264.1 PSPTO3736 Q87YQ8
WP_003376266.1 PSPTO3737 Q87YQ7
WP_002552729.1 PSPTO3738 Q87YQ6
WP_011104697.1 PSPTO3739 Q87YQ5
WP_005740065.1 PSPTO3740 Q87YQ4
WP_005769193.1 PSPTO3741 Q87YQ3
WP_005769192.1 PSPTO3742 Q87YQ2
WP_044393841.1 PSPTO3743 Q87YQ1
WP_005740060.1 PSPTO3744 Q87YQ0
WP_005769188.1 PSPTO3745 Q87YP9
WP_011103120.1 PSPTO3746 NA
WP_011104699.1 PSPTO3747 Q87YP8
WP_011104700.1 PSPTO3748 Q87YP7
WP_005740056.1 PSPTO3749 Q87YP6
WP_011104701.1 PSPTO3750 Q87YP5
WP_007245200.1 PSPTO3751 Q87YP4
WP_011104702.1 PSPTO3752 Q87YP3
WP_011104703.1 PSPTO3753 Q87YP2
WP_011104704.1 PSPTO3754 Q87YP1
WP_005769175.1 PSPTO3755 Q87YP0
WP_011104705.1 PSPTO3756 Q87YN9
WP_011104706.1 PSPTO3757 Q87YN8
WP_011104707.1 PSPTO3758 Q87YN7
WP_002554476.1 PSPTO3759 Q87YN6
WP_003376303.1 PSPTO3760 Q87YN5
WP_011104708.1 PSPTO3761 Q87YN4
WP_005769151.1 PSPTO3762 Q87YN3
WP_005769148.1 PSPTO3763 Q87YN2
WP_011104709.1 PSPTO3764 Q87YN1
WP_011104710.1 PSPTO3765 Q87YN0
WP_011104711.1 PSPTO3766 Q87YM9
WP_005769135.1 PSPTO3768 Q87YM7
WP_046463335.1 PSPTO3769 Q87YM6
WP_005769130.1 PSPTO3770 Q87YM5
WP_005769128.1 PSPTO3771 Q87YM4
WP_005769126.1 PSPTO3772 Q87YM3
WP_002554489.1 PSPTO3773 Q87YM2
WP_011104714.1 PSPTO3774 Q87YM1
WP_074846395.1 PSPTO3776 Q87YL9
WP_011104717.1 PSPTO3777 Q87YL8
WP_011104718.1 PSPTO3778 Q87YL7
WP_011104719.1 PSPTO3779 Q87YL6
WP_011104720.1 PSPTO3780 Q87YL5
WP_046463337.1 PSPTO3781 Q87YL4
WP_003382929.1 PSPTO3782 Q87YL3
WP_011104723.1 PSPTO3783 Q87YL2
WP_005769107.1 PSPTO3784 Q87YL1
WP_007245166.1 PSPTO3785 Q87YL0
WP_011104724.1 PSPTO3786 Q87YK9
WP_005769102.1 PSPTO3787 Q87YK8
WP_011104725.1 PSPTO3788 Q87YK7
WP_010208878.1 PSPTO3789 Q87YK6
WP_003382943.1 PSPTO3790 Q87YK5
WP_046463338.1 PSPTO3791 Q87YK4
WP_011104727.1 PSPTO3792 Q87YK3
WP_003382947.1 PSPTO3793 Q87YK2
WP_046463340.1 PSPTO3795 Q87YK0
WP_011104730.1 PSPTO3796 Q87YJ9
WP_011104731.1 PSPTO3797 Q87YJ8
WP_005769085.1 PSPTO3798 Q87YJ7
WP_005769084.1 PSPTO3799 Q87YJ6
WP_011103120.1 PSPTO3800 NA
WP_011104732.1 PSPTO3801 Q87YJ5
