qseqid,sseqid,pident,alen,qlen,slen,evalue,bits,cov_q,cov_s
WP_005765117.1,DAKCFMEO_04649,76.2,302,305,310,3.6e-137,482.3,0.990164,0.974194
WP_005765119.1,DAKCFMEO_04648,57.4,94,103,99,1.1e-26,113.6,0.912621,0.949495
WP_005765121.1,DAKCFMEO_04647,94.6,404,405,404,6.4e-227,780.8,0.997531,1
WP_005765123.1,DAKCFMEO_04644,81.4,311,311,311,1.4e-152,533.5,1,1
WP_005765123.1,DAKCFMEO_02102,54.1,307,311,310,5.1e-99,355.5,0.987138,0.990323
WP_005765125.1,DAKCFMEO_04642,84.6,371,366,371,1.2e-195,676.8,1.01366,1
WP_005765127.1,DAKCFMEO_04641,86.9,199,204,202,2.2e-98,352.8,0.97549,0.985149
WP_005765127.1,DAKCFMEO_04609,31.5,168,204,205,1.5e-14,74.3,0.823529,0.819512
WP_005765129.1,DAKCFMEO_04639,81.2,431,431,428,6.4e-209,721.1,1,1.00701
WP_005765133.1,DAKCFMEO_04637,85.3,259,265,262,4.1e-121,428.7,0.977358,0.98855
WP_005765135.1,DAKCFMEO_04636,94.7,357,363,358,7.6e-203,700.7,0.983471,0.997207
WP_005765137.1,DAKCFMEO_04635,74.9,211,211,211,7.8e-91,327.8,1,1
WP_005765139.1,DAKCFMEO_04633,92.6,499,499,499,1.6e-272,932.6,1,1
WP_005765145.1,DAKCFMEO_04630,94.8,135,135,135,5.2e-64,238.0,1,1
WP_005765147.1,DAKCFMEO_04629,83.5,723,725,727,0.0e+00,1241.9,0.997241,0.994498
WP_005765147.1,DAKCFMEO_02937,62.2,725,725,725,2.4e-272,932.6,1,1
WP_005765154.1,DAKCFMEO_04627,89.6,338,338,338,2.1e-167,582.8,1,1
WP_005765154.1,DAKCFMEO_05124,32.5,338,338,348,3.5e-45,176.8,1,0.971264
WP_005765154.1,DAKCFMEO_00803,30.9,304,338,338,4.2e-30,126.7,0.899408,0.899408
WP_005765159.1,DAKCFMEO_04625,98.2,450,450,450,1.6e-239,822.8,1,1
WP_005765159.1,DAKCFMEO_04172,44.0,441,450,456,2.7e-101,363.6,0.98,0.967105
WP_005765159.1,DAKCFMEO_02135,31.9,454,450,485,5.0e-63,236.5,1.00889,0.936082
WP_005765163.1,DAKCFMEO_04617,66.7,75,86,92,1.4e-17,83.2,0.872093,0.815217
WP_005765165.1,DAKCFMEO_04616,85.2,155,160,160,1.4e-79,290.0,0.96875,0.96875
WP_005765167.1,DAKCFMEO_04615,80.6,309,314,314,2.4e-149,522.7,0.984076,0.984076
WP_005765169.1,DAKCFMEO_04614,69.2,143,154,146,1.3e-55,210.3,0.928571,0.979452
WP_005765172.1,DAKCFMEO_04613,92.3,700,706,704,0.0e+00,1308.9,0.991501,0.994318
WP_005765172.1,DAKCFMEO_01431,31.9,683,706,707,5.3e-75,276.9,0.967422,0.966054
WP_005765172.1,DAKCFMEO_01375,30.2,679,706,706,2.4e-72,268.1,0.961756,0.961756
WP_005765174.1,DAKCFMEO_04610,68.2,173,173,174,2.3e-64,239.6,1,0.994253
WP_005765176.1,DAKCFMEO_04609,76.8,207,207,205,1.3e-82,300.4,1,1.00976
WP_005765176.1,DAKCFMEO_04641,31.7,202,207,202,1.6e-16,80.9,0.975845,1
WP_005765198.1,DAKCFMEO_04598,84.1,69,69,76,2.3e-31,128.6,1,0.907895
WP_005765211.1,DAKCFMEO_04576,90.0,370,371,371,1.2e-200,693.3,0.997305,0.997305
WP_005765211.1,DAKCFMEO_00419,39.8,327,371,339,4.3e-60,226.5,0.881402,0.964602
WP_005765213.1,DAKCFMEO_04575,95.0,481,481,481,2.0e-243,835.9,1,1
WP_005765213.1,DAKCFMEO_00268,41.4,478,481,495,2.9e-85,310.5,0.993763,0.965657
WP_005765215.1,DAKCFMEO_04570,72.6,376,383,392,1.2e-161,563.9,0.981723,0.959184
WP_005765220.1,DAKCFMEO_04568,92.6,284,284,284,1.4e-143,503.4,1,1
WP_005765224.1,DAKCFMEO_04566,91.6,440,440,436,2.6e-234,805.4,1,1.00917
WP_005765251.1,DAKCFMEO_04548,80.3,178,178,178,1.7e-86,313.2,1,1
WP_005765253.1,DAKCFMEO_04547,91.6,655,657,657,0.0e+00,1192.6,0.996956,0.996956
WP_005765255.1,DAKCFMEO_04546,85.7,154,157,155,9.6e-70,257.3,0.980892,0.993548
WP_005765257.1,DAKCFMEO_04545,82.5,57,58,58,8.0e-22,96.7,0.982759,0.982759
WP_005765259.1,DAKCFMEO_04544,88.4,258,267,264,2.7e-133,469.2,0.966292,0.977273
WP_005765268.1,DAKCFMEO_04538,92.5,293,294,294,5.3e-154,538.1,0.996599,0.996599
WP_005765268.1,DAKCFMEO_01101,35.7,291,294,305,6.2e-46,179.1,0.989796,0.954098
WP_005765268.1,DAKCFMEO_03683,35.3,292,294,301,3.7e-38,153.3,0.993197,0.9701
WP_005765268.1,DAKCFMEO_04017,34.7,291,294,298,5.8e-36,146.0,0.989796,0.97651
WP_005765268.1,DAKCFMEO_02366,31.4,293,294,302,5.5e-34,139.4,0.996599,0.970199
WP_005765268.1,DAKCFMEO_01033,30.9,278,294,301,3.3e-31,130.2,0.945578,0.923588
WP_005765268.1,DAKCFMEO_00584,30.4,293,294,298,6.2e-30,125.9,0.996599,0.983221
WP_005765268.1,DAKCFMEO_01007,31.2,279,294,303,1.7e-27,117.9,0.94898,0.920792
WP_005765300.1,DAKCFMEO_04524,85.8,218,219,219,8.9e-98,350.9,0.995434,0.995434
WP_005765302.1,DAKCFMEO_04523,88.6,484,484,484,1.5e-251,862.8,1,1
WP_005765312.1,DAKCFMEO_04497,81.2,117,117,117,4.5e-56,211.5,1,1
WP_005765316.1,DAKCFMEO_04496,96.1,309,309,309,4.4e-183,634.8,1,1
WP_005765323.1,DAKCFMEO_04493,90.6,170,170,174,1.4e-90,326.6,1,0.977011
WP_005765329.1,DAKCFMEO_04491,95.0,261,261,261,8.3e-151,527.3,1,1
WP_005765365.1,DAKCFMEO_04395,85.2,142,142,142,9.9e-66,243.8,1,1
WP_005765391.1,DAKCFMEO_02137,85.8,429,429,429,3.8e-201,695.3,1,1
WP_005765392.1,DAKCFMEO_02136,97.2,212,212,212,3.8e-122,431.8,1,1
WP_005765398.1,DAKCFMEO_02132,97.7,469,469,469,2.4e-270,925.2,1,1
WP_005765400.1,DAKCFMEO_02131,92.9,281,281,281,1.7e-157,549.7,1,1
WP_005765402.1,DAKCFMEO_02130,88.2,634,629,634,9.1e-220,757.7,1.00795,1
WP_005765402.1,DAKCFMEO_04783,51.2,381,629,442,4.2e-100,360.1,0.605723,0.861991
WP_005765411.1,DAKCFMEO_02124,93.6,204,204,214,8.8e-108,384.0,1,0.953271
WP_005765415.1,DAKCFMEO_02122,63.0,254,254,254,7.7e-85,308.1,1,1
WP_005765417.1,DAKCFMEO_02121,55.5,119,141,131,3.3e-29,122.5,0.843972,0.908397
WP_005765423.1,DAKCFMEO_02118,87.6,266,266,266,1.1e-126,447.2,1,1
WP_005765429.1,DAKCFMEO_02114,98.0,558,558,558,0.0e+00,1100.5,1,1
WP_005765431.1,DAKCFMEO_02113,59.7,124,130,159,7.3e-39,154.5,0.953846,0.779874
WP_005765433.1,DAKCFMEO_02112,93.8,259,259,259,4.2e-139,488.4,1,1
WP_005765463.1,DAKCFMEO_04250,31.0,339,398,414,1.5e-31,131.7,0.851759,0.818841
WP_005765463.1,DAKCFMEO_04450,30.5,429,398,426,7.6e-31,129.4,1.07789,1.00704
WP_005765463.1,DAKCFMEO_00657,32.0,344,398,405,6.9e-24,106.3,0.864322,0.849383
WP_005765466.1,DAKCFMEO_04248,42.0,238,242,247,1.9e-40,160.6,0.983471,0.963563
WP_005765466.1,DAKCFMEO_01364,35.4,246,242,266,2.1e-31,130.6,1.01653,0.924812
WP_005765466.1,DAKCFMEO_00374,32.4,247,242,266,1.2e-26,114.8,1.02066,0.928571
WP_005765466.1,DAKCFMEO_03312,35.8,243,242,249,2.2e-25,110.5,1.00413,0.975904
WP_005765466.1,DAKCFMEO_03844,33.2,256,242,267,8.5e-25,108.6,1.05785,0.958801
WP_005765466.1,DAKCFMEO_01734,31.1,241,242,254,1.9e-24,107.5,0.995868,0.948819
WP_005765466.1,DAKCFMEO_00203,31.6,250,242,253,3.2e-24,106.7,1.03306,0.988142
WP_005765466.1,DAKCFMEO_03845,32.9,243,242,254,1.6e-23,104.4,1.00413,0.956693
WP_005765466.1,DAKCFMEO_02779,35.6,205,242,303,3.6e-23,103.2,0.847107,0.676568
WP_005765466.1,DAKCFMEO_02062,32.5,252,242,273,6.1e-23,102.4,1.04132,0.923077
WP_005765466.1,DAKCFMEO_02641,32.6,236,242,249,6.7e-22,99.0,0.975207,0.947791
WP_005765466.1,DAKCFMEO_03107,31.0,252,242,252,3.3e-21,96.7,1.04132,1
WP_005765466.1,DAKCFMEO_00202,33.1,239,242,270,4.8e-20,92.8,0.987603,0.885185
WP_005765466.1,DAKCFMEO_02489,30.0,243,242,252,1.1e-19,91.7,1.00413,0.964286
WP_005765466.1,DAKCFMEO_04271,33.6,241,242,260,3.1e-19,90.1,0.995868,0.926923
WP_005765466.1,DAKCFMEO_00075,31.0,245,242,244,1.2e-18,88.2,1.0124,1.0041
WP_005765466.1,DAKCFMEO_03740,31.2,247,242,248,4.5e-18,86.3,1.02066,0.995968
WP_005765466.1,DAKCFMEO_04204,32.1,196,242,270,5.9e-18,85.9,0.809917,0.725926
WP_005765469.1,DAKCFMEO_02111,88.4,293,297,294,4.2e-143,501.9,0.986532,0.996599
WP_005765469.1,DAKCFMEO_03930,33.6,295,297,300,3.8e-35,143.3,0.993266,0.983333
WP_005765484.1,DAKCFMEO_05098,97.2,354,354,355,7.4e-203,700.7,1,0.997183
WP_005765495.1,DAKCFMEO_05103,96.7,367,367,387,3.3e-206,711.8,1,0.94832
WP_005765499.1,DAKCFMEO_05105,92.9,701,701,709,0.0e+00,1226.5,1,0.988717
WP_005765501.1,DAKCFMEO_05107,90.8,207,207,207,1.9e-105,376.3,1,1
WP_005765503.1,DAKCFMEO_05108,88.8,187,208,192,2.1e-88,319.7,0.899038,0.973958
WP_005765516.1,DAKCFMEO_05064,97.1,445,445,445,7.8e-242,830.5,1,1
WP_005765531.1,DAKCFMEO_05073,78.7,141,148,157,5.4e-38,151.8,0.952703,0.898089
WP_005765539.1,DAKCFMEO_05081,79.9,154,153,151,5.3e-57,214.9,1.00654,1.01987
WP_005765541.1,DAKCFMEO_05082,95.9,266,266,266,2.3e-140,492.7,1,1
WP_005765550.1,DAKCFMEO_05089,89.0,145,145,145,8.3e-68,250.8,1,1
WP_005765551.1,DAKCFMEO_05090,90.1,323,323,323,1.1e-181,630.2,1,1
WP_005765552.1,DAKCFMEO_05091,96.2,816,816,816,0.0e+00,1581.6,1,1
WP_005765555.1,DAKCFMEO_05093,82.5,445,449,445,5.3e-214,738.0,0.991091,1
WP_005765557.1,DAKCFMEO_02109,89.4,454,454,454,5.3e-246,844.3,1,1
WP_005765559.1,DAKCFMEO_02107,86.8,197,206,205,2.6e-99,355.9,0.956311,0.960976
WP_005765561.1,DAKCFMEO_02105,93.2,177,177,177,2.0e-92,332.8,1,1
WP_005765563.1,DAKCFMEO_02103,85.6,236,235,234,7.8e-116,411.0,1.00426,1.00855
WP_005765567.1,DAKCFMEO_05128,91.5,330,332,332,1.1e-171,597.0,0.993976,0.993976
WP_005765567.1,DAKCFMEO_04485,37.7,337,332,338,6.6e-52,199.1,1.01506,0.997041
WP_005765569.1,DAKCFMEO_05129,85.4,268,268,265,1.4e-124,440.3,1,1.01132
WP_005765569.1,DAKCFMEO_03412,33.7,276,268,273,2.9e-34,140.2,1.02985,1.01099
WP_005765569.1,DAKCFMEO_05228,34.1,229,268,256,3.0e-31,130.2,0.854478,0.894531
WP_005765569.1,DAKCFMEO_04055,31.2,237,268,256,7.7e-27,115.5,0.884328,0.925781
WP_005765569.1,DAKCFMEO_00135,33.5,254,268,260,2.2e-26,114.0,0.947761,0.976923
WP_005765569.1,DAKCFMEO_03874,31.3,262,268,264,4.1e-20,93.2,0.977612,0.992424
WP_005765569.1,DAKCFMEO_03016,30.7,189,268,262,1.5e-17,84.7,0.705224,0.721374
WP_005765571.1,DAKCFMEO_05132,75.9,232,239,242,1.7e-105,376.7,0.970711,0.958678
WP_005765582.1,DAKCFMEO_05138,89.0,374,376,376,6.5e-189,654.4,0.994681,0.994681
WP_005765582.1,DAKCFMEO_02197,46.3,348,376,366,2.1e-75,277.3,0.925532,0.95082
WP_005765582.1,DAKCFMEO_04511,39.1,235,376,254,9.7e-44,172.2,0.625,0.925197
WP_005765582.1,DAKCFMEO_05131,40.7,241,376,247,9.7e-44,172.2,0.640957,0.975709
WP_005765582.1,DAKCFMEO_05227,40.4,235,376,257,1.4e-42,168.3,0.625,0.914397
WP_005765582.1,DAKCFMEO_03764,40.1,232,376,263,4.1e-42,166.8,0.617021,0.882129
WP_005765582.1,DAKCFMEO_00139,40.4,235,376,254,2.0e-41,164.5,0.625,0.925197
WP_005765582.1,DAKCFMEO_02720,38.5,234,376,254,2.6e-41,164.1,0.62234,0.92126
WP_005765582.1,DAKCFMEO_00173,39.2,227,376,244,4.5e-41,163.3,0.603723,0.930328
WP_005765582.1,DAKCFMEO_01781,38.3,253,376,326,3.2e-39,157.1,0.672872,0.776074
WP_005765582.1,DAKCFMEO_01385,37.0,270,376,336,5.5e-39,156.4,0.718085,0.803571
WP_005765582.1,DAKCFMEO_01102,36.8,231,376,384,6.7e-37,149.4,0.614362,0.601562
WP_005765582.1,DAKCFMEO_04183,36.3,262,376,329,2.6e-36,147.5,0.696809,0.796353
WP_005765582.1,DAKCFMEO_05158,31.8,314,376,326,1.4e-34,141.7,0.835106,0.96319
WP_005765582.1,DAKCFMEO_02846,34.8,233,376,374,7.0e-34,139.4,0.619681,0.622995
WP_005765582.1,DAKCFMEO_04771,31.4,229,376,324,2.7e-33,137.5,0.609043,0.70679
WP_005765584.1,DAKCFMEO_05139,93.5,214,214,214,2.7e-107,382.5,1,1
WP_005765584.1,DAKCFMEO_02198,47.3,205,214,224,1.3e-48,187.6,0.957944,0.915179
WP_005765592.1,DAKCFMEO_05143,83.6,372,372,372,2.2e-165,576.2,1,1
WP_005765592.1,DAKCFMEO_01436,44.7,358,372,402,8.3e-72,265.4,0.962366,0.890547
WP_005765592.1,DAKCFMEO_05142,34.6,361,372,356,4.0e-42,166.8,0.97043,1.01404
WP_005765592.1,DAKCFMEO_04448,34.3,359,372,368,6.7e-37,149.4,0.965054,0.975543
WP_005765592.1,DAKCFMEO_03217,33.2,343,372,366,1.1e-36,148.7,0.922043,0.937158
WP_005765592.1,DAKCFMEO_01437,31.0,352,372,366,4.8e-35,143.3,0.946237,0.961749
WP_005765610.1,DAKCFMEO_05152,87.7,316,316,316,7.2e-157,547.7,1,1
WP_005765610.1,DAKCFMEO_04718,47.4,306,316,368,2.1e-71,263.8,0.968354,0.831522
WP_005765610.1,DAKCFMEO_04123,41.9,279,316,441,1.3e-52,201.4,0.882911,0.632653
WP_005765610.1,DAKCFMEO_05254,40.1,277,316,461,3.0e-46,180.3,0.876582,0.600868
WP_005765610.1,DAKCFMEO_01489,38.9,211,316,312,2.7e-39,157.1,0.667722,0.676282
WP_005765610.1,DAKCFMEO_00175,33.7,282,316,442,1.5e-37,151.4,0.892405,0.638009
WP_005765622.1,DAKCFMEO_01968,87.2,149,149,149,5.5e-75,274.6,1,1
WP_005765633.1,DAKCFMEO_00810,77.2,101,101,102,1.4e-37,149.8,1,0.990196
WP_005765637.1,DAKCFMEO_00805,94.0,134,134,134,3.2e-66,245.4,1,1
WP_005765639.1,DAKCFMEO_00803,85.5,338,338,338,8.7e-161,560.8,1,1
WP_005765639.1,DAKCFMEO_02932,34.2,325,338,339,4.5e-40,159.8,0.961538,0.958702
WP_005765644.1,DAKCFMEO_00800,89.3,319,319,319,2.6e-154,539.3,1,1
WP_005765644.1,DAKCFMEO_04014,30.0,243,319,308,1.3e-20,95.1,0.761755,0.788961
WP_005765645.1,DAKCFMEO_00799,77.0,74,74,74,5.6e-28,117.5,1,1
WP_005765647.1,DAKCFMEO_02421,51.3,234,233,325,1.1e-64,241.1,1.00429,0.72
WP_005765650.1,DAKCFMEO_00793,95.1,263,263,263,1.3e-148,520.0,1,1
WP_005765650.1,DAKCFMEO_03200,58.5,253,263,260,1.3e-82,300.8,0.961977,0.973077
WP_005765651.1,DAKCFMEO_00790,66.2,65,65,65,2.3e-17,82.0,1,1
WP_005765654.1,DAKCFMEO_00787,85.2,128,129,130,2.2e-56,212.6,0.992248,0.984615
WP_005765655.1,DAKCFMEO_00786,90.3,62,62,62,3.1e-24,104.8,1,1
WP_005765656.1,DAKCFMEO_00785,91.3,600,602,603,2.4e-302,1031.9,0.996678,0.995025
WP_005765657.1,DAKCFMEO_00781,94.5,308,308,308,5.9e-172,597.8,1,1
WP_005765662.1,DAKCFMEO_00775,90.1,284,284,284,4.2e-148,518.5,1,1
WP_005765662.1,DAKCFMEO_01123,30.2,262,284,270,2.4e-18,87.4,0.922535,0.97037
WP_005765672.1,DAKCFMEO_00768,88.5,453,453,453,7.0e-230,790.8,1,1
WP_005765677.1,DAKCFMEO_00764,88.3,308,309,309,2.2e-150,526.2,0.996764,0.996764
WP_005765681.1,DAKCFMEO_00758,93.6,110,118,113,4.7e-53,201.4,0.932203,0.973451
WP_005765682.1,DAKCFMEO_00756,97.7,440,443,443,1.7e-260,892.5,0.993228,0.993228
WP_005765687.1,DAKCFMEO_00751,93.9,488,488,489,2.5e-265,908.7,1,0.997955
WP_005765699.1,DAKCFMEO_00746,95.3,191,191,191,2.8e-95,342.4,1,1
WP_005765713.1,DAKCFMEO_00740,89.3,252,253,289,7.1e-123,434.5,0.996047,0.871972
WP_005765713.1,DAKCFMEO_01620,32.6,233,253,248,6.4e-23,102.4,0.920949,0.939516
WP_005765718.1,DAKCFMEO_00734,87.7,162,162,162,5.2e-87,314.7,1,1
WP_005765719.1,DAKCFMEO_00733,85.2,330,330,328,5.9e-170,591.3,1,1.0061
WP_005765721.1,DAKCFMEO_00730,87.5,393,396,401,2.0e-196,679.5,0.992424,0.98005
WP_005765721.1,DAKCFMEO_02439,34.6,390,396,360,1.8e-40,161.4,0.984848,1.08333
WP_005765726.1,DAKCFMEO_00725,83.6,183,183,178,6.8e-83,301.2,1,1.02809
WP_005765726.1,DAKCFMEO_03046,63.5,178,183,178,3.1e-59,222.6,0.972678,1
WP_005765726.1,DAKCFMEO_02950,48.0,171,183,167,3.5e-39,156.0,0.934426,1.02395
WP_005765726.1,DAKCFMEO_01995,32.4,145,183,158,2.3e-14,73.6,0.79235,0.917722
WP_005765727.1,DAKCFMEO_00724,95.3,510,513,512,9.2e-271,926.8,0.994152,0.996094
WP_005765730.1,DAKCFMEO_00722,79.6,447,447,448,1.3e-209,723.4,1,0.997768
WP_005765730.1,DAKCFMEO_02840,33.0,464,447,493,6.3e-58,219.5,1.03803,0.941176
WP_005765732.1,DAKCFMEO_00721,95.6,205,205,205,5.9e-112,397.9,1,1
WP_005765750.1,DAKCFMEO_00707,93.9,838,838,838,0.0e+00,1452.6,1,1
WP_005765765.1,DAKCFMEO_00704,85.3,102,102,102,8.8e-48,183.7,1,1
WP_005765767.1,DAKCFMEO_00703,87.5,144,144,144,3.2e-64,238.8,1,1
WP_005765770.1,DAKCFMEO_00702,81.7,481,473,481,7.3e-222,764.2,1.01691,1
WP_005765784.1,DAKCFMEO_00694,86.2,318,327,318,9.3e-160,557.4,0.972477,1
WP_005765788.1,DAKCFMEO_00692,92.4,92,92,92,2.8e-45,175.3,1,1
WP_005765807.1,DAKCFMEO_00683,40.9,164,161,165,7.1e-28,118.2,1.01863,0.993939
WP_005765821.1,DAKCFMEO_00676,74.7,249,251,257,4.9e-100,358.6,0.992032,0.968872
WP_005765821.1,DAKCFMEO_02999,32.6,227,251,257,2.7e-26,113.6,0.904382,0.883268
WP_005765821.1,DAKCFMEO_02997,32.7,223,251,248,8.0e-26,112.1,0.888446,0.899194
WP_005765826.1,DAKCFMEO_00674,61.5,374,370,374,6.4e-141,495.0,1.01081,1
WP_005765832.1,DAKCFMEO_00671,45.3,645,667,666,3.1e-141,496.9,0.967016,0.968468
WP_005765836.1,DAKCFMEO_00669,84.6,350,344,351,8.6e-164,570.9,1.01744,0.997151
WP_005765836.1,DAKCFMEO_01993,34.2,269,344,436,1.9e-30,127.9,0.781977,0.616972
WP_005765836.1,DAKCFMEO_00232,31.6,294,344,463,4.9e-18,86.7,0.854651,0.634989
WP_005765838.1,DAKCFMEO_00668,96.0,349,349,349,4.5e-176,611.7,1,1
WP_005765844.1,DAKCFMEO_00666,81.0,284,284,284,1.2e-134,473.8,1,1
WP_005765859.1,DAKCFMEO_03270,92.3,155,155,155,3.6e-77,282.0,1,1
WP_005765861.1,DAKCFMEO_03269,96.4,393,393,393,2.5e-215,742.3,1,1
WP_005765867.1,DAKCFMEO_03266,72.6,270,270,270,4.3e-102,365.5,1,1
WP_005765872.1,DAKCFMEO_03263,95.5,179,179,179,2.7e-100,359.0,1,1
WP_005765874.1,DAKCFMEO_03262,98.0,250,250,250,1.3e-140,493.4,1,1
WP_005765876.1,DAKCFMEO_03260,93.3,298,298,298,4.8e-163,568.2,1,1
WP_005765876.1,DAKCFMEO_01914,36.5,293,298,299,1.3e-43,171.4,0.983221,0.979933
WP_005765876.1,DAKCFMEO_03087,31.4,277,298,320,2.4e-21,97.4,0.92953,0.865625
WP_005765876.1,DAKCFMEO_03973,30.3,228,298,321,9.5e-18,85.5,0.765101,0.71028
WP_005765880.1,DAKCFMEO_03258,97.0,434,434,434,2.7e-239,822.0,1,1
WP_005765888.1,DAKCFMEO_03254,77.7,220,220,220,6.2e-91,328.2,1,1
WP_005765892.1,DAKCFMEO_03252,64.9,279,279,292,3.3e-105,375.9,1,0.955479
WP_005765900.1,DAKCFMEO_03247,87.1,249,248,250,3.2e-96,345.9,1.00403,0.996
WP_005765904.1,DAKCFMEO_03246,85.9,540,540,540,2.3e-179,623.2,1,1
WP_005765904.1,DAKCFMEO_01787,33.0,464,540,541,4.2e-16,80.9,0.859259,0.857671
WP_005765908.1,DAKCFMEO_03243,91.3,229,229,229,6.6e-120,424.5,1,1
WP_005765912.1,DAKCFMEO_03241,85.4,336,336,336,2.5e-160,559.3,1,1
WP_005765912.1,DAKCFMEO_02889,31.9,348,336,358,1.8e-41,164.5,1.03571,0.972067
WP_005765914.1,DAKCFMEO_03240,93.1,334,334,334,4.3e-176,611.7,1,1
WP_005765914.1,DAKCFMEO_05165,35.9,209,334,328,1.7e-23,104.8,0.625749,0.637195
WP_005765916.1,DAKCFMEO_03237,98.4,500,500,533,1.5e-286,979.2,1,0.938086
WP_005765921.1,DAKCFMEO_03234,96.9,425,425,425,1.7e-241,829.3,1,1
WP_005765926.1,DAKCFMEO_03231,79.2,260,260,260,2.3e-105,376.3,1,1
WP_005765926.1,DAKCFMEO_00637,35.7,252,260,271,2.9e-31,130.2,0.969231,0.929889
WP_005765928.1,DAKCFMEO_03230,93.4,137,137,137,8.4e-62,230.7,1,1
WP_005765933.1,DAKCFMEO_03225,92.0,224,224,224,2.5e-116,412.5,1,1
WP_005765937.1,DAKCFMEO_03221,86.9,229,229,229,1.1e-119,423.7,1,1
WP_005765940.1,DAKCFMEO_03220,84.1,207,207,206,2.4e-97,349.4,1,1.00485
WP_005765943.1,DAKCFMEO_03219,89.8,264,269,264,2.5e-134,472.6,0.981413,1
WP_005765949.1,DAKCFMEO_03215,92.1,229,229,229,1.8e-109,389.8,1,1
WP_005765957.1,DAKCFMEO_03212,89.6,125,125,125,3.5e-67,248.4,1,1
WP_005765961.1,DAKCFMEO_03210,96.3,383,383,383,1.4e-218,753.1,1,1
WP_005765976.1,DAKCFMEO_03200,93.1,260,260,260,4.2e-147,515.0,1,1
WP_005765976.1,DAKCFMEO_00793,58.7,247,260,263,8.7e-84,304.7,0.95,0.939163
WP_005765978.1,DAKCFMEO_03198,88.6,289,287,289,6.3e-136,478.0,1.00697,1
WP_005765982.1,DAKCFMEO_03196,83.8,185,185,185,2.5e-77,282.7,1,1
WP_005765985.1,DAKCFMEO_03195,96.4,251,251,251,1.2e-138,486.9,1,1
WP_005765988.1,DAKCFMEO_03193,90.4,396,396,396,8.3e-203,700.7,1,1
WP_005765994.1,DAKCFMEO_03189,89.5,351,351,351,1.7e-122,433.7,1,1
WP_005765997.1,DAKCFMEO_03185,89.4,217,217,217,1.8e-106,379.8,1,1
WP_005766003.1,DAKCFMEO_03179,94.9,428,428,428,1.3e-230,793.1,1,1
WP_005766007.1,DAKCFMEO_03177,93.2,236,236,236,1.3e-126,446.8,1,1
WP_005766009.1,DAKCFMEO_03175,97.0,370,370,370,3.5e-211,728.4,1,1
WP_005766011.1,DAKCFMEO_03174,92.5,279,281,282,2.9e-157,548.9,0.992883,0.989362
WP_005766012.1,DAKCFMEO_03173,96.8,157,157,157,2.4e-84,305.8,1,1
WP_005766014.1,DAKCFMEO_03171,94.8,249,249,249,3.8e-137,481.9,1,1
WP_005766014.1,DAKCFMEO_00917,34.7,236,249,257,5.1e-33,136.0,0.947791,0.918288
WP_005766016.1,DAKCFMEO_03169,89.6,288,288,288,3.6e-131,462.2,1,1
WP_005766018.1,DAKCFMEO_03165,76.2,160,166,160,6.0e-62,231.5,0.963855,1
WP_005766018.1,DAKCFMEO_01230,41.9,136,166,161,4.5e-17,82.4,0.819277,0.84472
WP_005766020.1,DAKCFMEO_03163,89.3,140,155,140,4.0e-68,251.9,0.903226,1
WP_005766024.1,DAKCFMEO_03162,85.9,369,373,372,8.4e-189,654.1,0.989276,0.991935
WP_005766026.1,DAKCFMEO_03160,89.4,236,236,236,2.6e-127,449.1,1,1
WP_005766026.1,DAKCFMEO_02295,30.1,176,236,200,3.5e-15,76.6,0.745763,0.88
WP_005766041.1,DAKCFMEO_03158,95.9,121,121,121,1.6e-56,213.0,1,1
WP_005766043.1,DAKCFMEO_03155,87.8,230,230,235,1.3e-120,426.8,1,0.978723
WP_005766044.1,DAKCFMEO_03154,95.4,152,153,153,1.3e-79,290.0,0.993464,0.993464
WP_005766046.1,DAKCFMEO_03152,70.6,143,146,147,4.3e-56,211.8,0.979452,0.972789
WP_005766050.1,DAKCFMEO_03149,95.4,631,631,631,0.0e+00,1167.1,1,1
WP_005766070.1,DAKCFMEO_03138,80.9,68,68,68,2.2e-26,112.1,1,1
WP_005766100.1,DAKCFMEO_02235,32.2,304,317,316,8.0e-31,129.0,0.958991,0.962025
WP_005766100.1,DAKCFMEO_02456,30.4,293,317,301,4.5e-26,113.2,0.92429,0.973422
WP_005766116.1,DAKCFMEO_04460,85.7,392,395,401,2.0e-172,599.7,0.992405,0.977556
WP_005766129.1,DAKCFMEO_03866,40.1,269,326,303,2.3e-49,190.7,0.825153,0.887789
WP_005766129.1,DAKCFMEO_04072,34.0,291,326,300,6.2e-47,182.6,0.892638,0.97
WP_005766129.1,DAKCFMEO_03108,32.9,252,326,317,4.6e-42,166.4,0.773006,0.794953
WP_005766129.1,DAKCFMEO_00631,30.6,271,326,312,1.8e-30,127.9,0.831288,0.86859
WP_005766145.1,DAKCFMEO_03761,34.6,217,290,283,3.5e-25,110.2,0.748276,0.766784
WP_005766145.1,DAKCFMEO_01953,32.9,234,290,261,5.1e-24,106.3,0.806897,0.896552
WP_005766150.1,DAKCFMEO_03762,38.1,202,221,220,9.5e-31,128.3,0.914027,0.918182
WP_005766150.1,DAKCFMEO_01952,33.2,211,221,221,1.2e-25,111.3,0.954751,0.954751
WP_005766150.1,DAKCFMEO_05130,35.3,207,221,222,1.6e-22,100.9,0.936652,0.932432
