Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000182	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02687	plate25_C2_annotation_DAKCFMEO_03828, plate25_C2_annotation_DAKCFMEO_02097
OG0000182	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03828	plate25_C2_annotation_DAKCFMEO_02097
OG0000183	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00958, DC3000_protein_12_2025_WP_007245868.1	plate25_C2_annotation_DAKCFMEO_02431, DC3000_protein_12_2025_WP_005770794.1
OG0000184	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03337	plate25_C2_annotation_DAKCFMEO_02450, plate25_C2_annotation_DAKCFMEO_02051
OG0000184	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02450	plate25_C2_annotation_DAKCFMEO_02051
OG0000185	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_007244213.1, plate25_C2_annotation_DAKCFMEO_02657	plate25_C2_annotation_DAKCFMEO_02659, DC3000_protein_12_2025_WP_005771340.1
OG0000186	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005771397.1, plate25_C2_annotation_DAKCFMEO_03451	DC3000_protein_12_2025_WP_007246576.1, plate25_C2_annotation_DAKCFMEO_05252
OG0000187	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05250, DC3000_protein_12_2025_WP_011105467.1	plate25_C2_annotation_DAKCFMEO_03447, DC3000_protein_12_2025_WP_005771402.1
OG0000188	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01338	plate25_C2_annotation_DAKCFMEO_02878, plate25_C2_annotation_DAKCFMEO_02411
OG0000188	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02878	plate25_C2_annotation_DAKCFMEO_02411
OG0000189	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_161797801.1	DC3000_protein_12_2025_WP_005888854.1, DC3000_protein_12_2025_WP_011103339.1
OG0000189	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005888854.1	DC3000_protein_12_2025_WP_011103339.1
OG0000190	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_007243725.1, plate25_C2_annotation_DAKCFMEO_03222	DC3000_protein_12_2025_WP_007244715.1, plate25_C2_annotation_DAKCFMEO_00727
OG0000191	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_007244046.1, plate25_C2_annotation_DAKCFMEO_02743	plate25_C2_annotation_DAKCFMEO_04662, DC3000_protein_12_2025_WP_011104599.1
OG0000192	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103244.1, plate25_C2_annotation_DAKCFMEO_01733	DC3000_protein_12_2025_WP_007244130.1, plate25_C2_annotation_DAKCFMEO_03452
OG0000193	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02583, DC3000_protein_12_2025_WP_007244335.1	plate25_C2_annotation_DAKCFMEO_00729, DC3000_protein_12_2025_WP_011103933.1
OG0000194	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00852, plate25_C2_annotation_DAKCFMEO_02208	plate25_C2_annotation_DAKCFMEO_03008
OG0000194	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00852	plate25_C2_annotation_DAKCFMEO_02208
OG0000195	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04069, DC3000_protein_12_2025_WP_007245058.1	plate25_C2_annotation_DAKCFMEO_02435, DC3000_protein_12_2025_WP_046463536.1
OG0000196	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04809, DC3000_protein_12_2025_WP_007245293.1	DC3000_protein_12_2025_WP_007246230.1, plate25_C2_annotation_DAKCFMEO_00376
OG0000197	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03453, DC3000_protein_12_2025_WP_011103412.1	DC3000_protein_12_2025_WP_007245496.1, plate25_C2_annotation_DAKCFMEO_01732
OG0000198	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03706	plate25_C2_annotation_DAKCFMEO_00078, plate25_C2_annotation_DAKCFMEO_03869
OG0000198	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00078	plate25_C2_annotation_DAKCFMEO_03869
OG0000199	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_046463482.1, plate25_C2_annotation_DAKCFMEO_03931	DC3000_protein_12_2025_WP_007246084.1, plate25_C2_annotation_DAKCFMEO_01427
OG0000200	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00293, DC3000_protein_12_2025_WP_007246194.1	DC3000_protein_12_2025_WP_011104951.1, plate25_C2_annotation_DAKCFMEO_00282
OG0000201	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_007246667.1, plate25_C2_annotation_DAKCFMEO_01344	plate25_C2_annotation_DAKCFMEO_03605, DC3000_protein_12_2025_WP_011105194.1
OG0000202	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011103472.1	DC3000_protein_12_2025_WP_007246890.1, DC3000_protein_12_2025_WP_011104003.1
OG0000202	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_007246890.1	DC3000_protein_12_2025_WP_011104003.1
OG0000203	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01629, DC3000_protein_12_2025_WP_011105482.1	DC3000_protein_12_2025_WP_007246952.1, plate25_C2_annotation_DAKCFMEO_05287
OG0000204	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_007247035.1	DC3000_protein_12_2025_WP_011104358.1, DC3000_protein_12_2025_WP_046463772.1
OG0000204	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104358.1	DC3000_protein_12_2025_WP_046463772.1
OG0000205	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01330, DC3000_protein_12_2025_WP_011104056.1	DC3000_protein_12_2025_WP_007247117.1, plate25_C2_annotation_DAKCFMEO_02014
OG0000206	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_159229456.1	DC3000_protein_12_2025_WP_164923181.1, DC3000_protein_12_2025_WP_007247571.1, DC3000_protein_12_2025_WP_010213957.1
OG0000206	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_164923181.1, DC3000_protein_12_2025_WP_007247571.1	DC3000_protein_12_2025_WP_010213957.1
OG0000206	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_164923181.1	DC3000_protein_12_2025_WP_007247571.1
OG0000207	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_007249562.1	DC3000_protein_12_2025_WP_011104226.1, DC3000_protein_12_2025_WP_080394021.1
OG0000207	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104226.1	DC3000_protein_12_2025_WP_080394021.1
OG0000208	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_010201125.1, plate25_C2_annotation_DAKCFMEO_04082	plate25_C2_annotation_DAKCFMEO_01075, DC3000_protein_12_2025_WP_046463740.1
OG0000209	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04081	plate25_C2_annotation_DAKCFMEO_04446, plate25_C2_annotation_DAKCFMEO_00784
OG0000209	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04446	plate25_C2_annotation_DAKCFMEO_00784
OG0000210	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03690	plate25_C2_annotation_DAKCFMEO_03837, plate25_C2_annotation_DAKCFMEO_03836
OG0000210	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03837	plate25_C2_annotation_DAKCFMEO_03836
OG0000211	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04606, DC3000_protein_12_2025_WP_010206379.1	DC3000_protein_12_2025_WP_046463494.1, plate25_C2_annotation_DAKCFMEO_01060
OG0000212	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04276	plate25_C2_annotation_DAKCFMEO_05173
OG0000212	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_010208255.1	DC3000_protein_12_2025_WP_032645112.1
OG0000213	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02999, DC3000_protein_12_2025_WP_010208763.1	DC3000_protein_12_2025_WP_011103504.1, plate25_C2_annotation_DAKCFMEO_02997
OG0000214	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011103857.1	DC3000_protein_12_2025_WP_057443138.1, DC3000_protein_12_2025_WP_010209623.1
OG0000214	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_057443138.1	DC3000_protein_12_2025_WP_010209623.1
OG0000215	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01452	plate25_C2_annotation_DAKCFMEO_00993, plate25_C2_annotation_DAKCFMEO_03050
OG0000215	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00993	plate25_C2_annotation_DAKCFMEO_03050
OG0000216	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_011103120.1	DC3000_protein_12_2025_WP_011104021.1, DC3000_protein_12_2025_WP_010213088.1, DC3000_protein_12_2025_WP_011104469.1
OG0000216	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104021.1, DC3000_protein_12_2025_WP_010213088.1	DC3000_protein_12_2025_WP_011104469.1
OG0000216	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104021.1	DC3000_protein_12_2025_WP_010213088.1
OG0000217	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103622.1, plate25_C2_annotation_DAKCFMEO_00039	plate25_C2_annotation_DAKCFMEO_02092, DC3000_protein_12_2025_WP_010218951.1
OG0000218	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_010220706.1	DC3000_protein_12_2025_WP_011103557.1, DC3000_protein_12_2025_WP_011107018.1
OG0000218	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011103557.1	DC3000_protein_12_2025_WP_011107018.1
OG0000219	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011105542.1	DC3000_protein_12_2025_WP_046463610.1, DC3000_protein_12_2025_WP_011102967.1
OG0000219	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_046463610.1	DC3000_protein_12_2025_WP_011102967.1
OG0000220	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103039.1, plate25_C2_annotation_DAKCFMEO_01917	DC3000_protein_12_2025_WP_011103031.1, plate25_C2_annotation_DAKCFMEO_03830
OG0000221	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02080, DC3000_protein_12_2025_WP_011103086.1	plate25_C2_annotation_DAKCFMEO_05182, DC3000_protein_12_2025_WP_011103055.1
OG0000222	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_044390209.1	DC3000_protein_12_2025_WP_011104387.1, DC3000_protein_12_2025_WP_011103057.1
OG0000222	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104387.1	DC3000_protein_12_2025_WP_011103057.1
OG0000223	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103091.1, plate25_C2_annotation_DAKCFMEO_05161	plate25_C2_annotation_DAKCFMEO_04552, DC3000_protein_12_2025_WP_011104637.1
OG0000224	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00950, DC3000_protein_12_2025_WP_011103466.1	plate25_C2_annotation_DAKCFMEO_02943, DC3000_protein_12_2025_WP_011103142.1
OG0000225	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02917, DC3000_protein_12_2025_WP_011103162.1	plate25_C2_annotation_DAKCFMEO_02915, DC3000_protein_12_2025_WP_011103167.1
OG0000226	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01106, DC3000_protein_12_2025_WP_011104135.1	DC3000_protein_12_2025_WP_011103237.1, plate25_C2_annotation_DAKCFMEO_03569
OG0000227	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104119.1, DC3000_protein_12_2025_WP_011104933.1	DC3000_protein_12_2025_WP_011103241.1
OG0000227	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104119.1	DC3000_protein_12_2025_WP_011104933.1
OG0000228	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103351.1, plate25_C2_annotation_DAKCFMEO_00501	DC3000_protein_12_2025_WP_011103296.1, plate25_C2_annotation_DAKCFMEO_00524
OG0000229	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_046463934.1, plate25_C2_annotation_DAKCFMEO_02288	DC3000_protein_12_2025_WP_011103336.1, plate25_C2_annotation_DAKCFMEO_01791
OG0000230	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01725, DC3000_protein_12_2025_WP_011103402.1	plate25_C2_annotation_DAKCFMEO_01404, DC3000_protein_12_2025_WP_011104030.1
OG0000231	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01731, plate25_C2_annotation_DAKCFMEO_03460	plate25_C2_annotation_DAKCFMEO_03454
OG0000231	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01731	plate25_C2_annotation_DAKCFMEO_03460
OG0000232	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104730.1	DC3000_protein_12_2025_WP_011103519.1, DC3000_protein_12_2025_WP_011105177.1
OG0000232	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011103519.1	DC3000_protein_12_2025_WP_011105177.1
OG0000233	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104918.1, plate25_C2_annotation_DAKCFMEO_00247	plate25_C2_annotation_DAKCFMEO_01764, DC3000_protein_12_2025_WP_011103526.1
OG0000234	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02581, DC3000_protein_12_2025_WP_011103804.1	DC3000_protein_12_2025_WP_011103647.1, plate25_C2_annotation_DAKCFMEO_00018
OG0000235	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04410, DC3000_protein_12_2025_WP_011103648.1	plate25_C2_annotation_DAKCFMEO_04409, DC3000_protein_12_2025_WP_046463927.1
OG0000236	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02462	plate25_C2_annotation_DAKCFMEO_00061, plate25_C2_annotation_DAKCFMEO_02948
OG0000236	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00061	plate25_C2_annotation_DAKCFMEO_02948
OG0000237	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104790.1, DC3000_protein_12_2025_WP_011103843.1	DC3000_protein_12_2025_WP_011104522.1
OG0000237	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104790.1	DC3000_protein_12_2025_WP_011103843.1
OG0000238	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011103898.1, plate25_C2_annotation_DAKCFMEO_00672	DC3000_protein_12_2025_WP_046463456.1, plate25_C2_annotation_DAKCFMEO_02578
OG0000239	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011105485.1, DC3000_protein_12_2025_WP_011103919.1	DC3000_protein_12_2025_WP_011104077.1
OG0000239	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011105485.1	DC3000_protein_12_2025_WP_011103919.1
OG0000240	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00801, DC3000_protein_12_2025_WP_011103969.1	plate25_C2_annotation_DAKCFMEO_03846, DC3000_protein_12_2025_WP_011103981.1
OG0000241	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05146, DC3000_protein_12_2025_WP_011105359.1	DC3000_protein_12_2025_WP_011104032.1, plate25_C2_annotation_DAKCFMEO_01373
OG0000242	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104073.1, plate25_C2_annotation_DAKCFMEO_01157	plate25_C2_annotation_DAKCFMEO_01636, DC3000_protein_12_2025_WP_011105491.1
OG0000243	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_044391024.1	DC3000_protein_12_2025_WP_011107020.1, DC3000_protein_12_2025_WP_011104266.1
OG0000243	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011107020.1	DC3000_protein_12_2025_WP_011104266.1
OG0000244	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105506.1, plate25_C2_annotation_DAKCFMEO_05301	DC3000_protein_12_2025_WP_011104281.1, plate25_C2_annotation_DAKCFMEO_04071
OG0000245	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05135, DC3000_protein_12_2025_WP_011105352.1	plate25_C2_annotation_DAKCFMEO_03994, DC3000_protein_12_2025_WP_011104315.1
OG0000246	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01437, DC3000_protein_12_2025_WP_011104486.1	plate25_C2_annotation_DAKCFMEO_05142, DC3000_protein_12_2025_WP_011105357.1
OG0000247	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00189, DC3000_protein_12_2025_WP_011104902.1	DC3000_protein_12_2025_WP_011104900.1, plate25_C2_annotation_DAKCFMEO_00187
OG0000248	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00320	plate25_C2_annotation_DAKCFMEO_04040, plate25_C2_annotation_DAKCFMEO_00319
OG0000248	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04040	plate25_C2_annotation_DAKCFMEO_00319
OG0000249	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03858, plate25_C2_annotation_DAKCFMEO_03859	plate25_C2_annotation_DAKCFMEO_00341
OG0000249	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03858	plate25_C2_annotation_DAKCFMEO_03859
OG0000250	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_046464042.1, plate25_C2_annotation_DAKCFMEO_02650	plate25_C2_annotation_DAKCFMEO_04843, DC3000_protein_12_2025_WP_011105223.1
OG0000251	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04452, DC3000_protein_12_2025_WP_011105478.1	plate25_C2_annotation_DAKCFMEO_00743, DC3000_protein_12_2025_WP_046463440.1
OG0000252	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01224	plate25_C2_annotation_DAKCFMEO_03073, plate25_C2_annotation_DAKCFMEO_05297
OG0000252	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03073	plate25_C2_annotation_DAKCFMEO_05297
OG0000253	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00753, DC3000_protein_12_2025_WP_081026912.1	plate25_C2_annotation_DAKCFMEO_03256, DC3000_protein_12_2025_WP_046463398.1
OG0000254	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00198, plate25_C2_annotation_DAKCFMEO_04308	plate25_C2_annotation_DAKCFMEO_03818
OG0000254	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00198	plate25_C2_annotation_DAKCFMEO_04308
OG0000255	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_086005074.1	DC3000_protein_12_2025_WP_122722792.1, DC3000_protein_12_2025_WP_149032136.1
OG0000255	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_122722792.1	DC3000_protein_12_2025_WP_149032136.1
OG0000256	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00544	plate25_C2_annotation_DAKCFMEO_04736, plate25_C2_annotation_DAKCFMEO_02220, plate25_C2_annotation_DAKCFMEO_01778
OG0000256	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04736	plate25_C2_annotation_DAKCFMEO_02220, plate25_C2_annotation_DAKCFMEO_01778
OG0000256	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02220	plate25_C2_annotation_DAKCFMEO_01778
OG0000257	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00977	plate25_C2_annotation_DAKCFMEO_02071, plate25_C2_annotation_DAKCFMEO_03371, plate25_C2_annotation_DAKCFMEO_05236
OG0000257	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02071, plate25_C2_annotation_DAKCFMEO_03371	plate25_C2_annotation_DAKCFMEO_05236
OG0000257	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02071	plate25_C2_annotation_DAKCFMEO_03371
