"p25_DAK","DC3000","Orthogroup_Match"
"DAKCFMEO_02960","WP_011103144.1",TRUE
"DAKCFMEO_04966","WP_011103145.1",FALSE
"DAKCFMEO_02940","WP_011103148.1",TRUE
"DAKCFMEO_02928","WP_011103158.1",TRUE
"DAKCFMEO_02926","WP_011103159.1",TRUE
"DAKCFMEO_02922","WP_011103160.1",TRUE
"DAKCFMEO_02920","WP_011103161.1",TRUE
"DAKCFMEO_02917","WP_011103162.1",TRUE
"DAKCFMEO_02915","WP_011103167.1",TRUE
"DAKCFMEO_03040","WP_011103171.1",TRUE
"DAKCFMEO_02865","WP_011103181.1",TRUE
"DAKCFMEO_02864","WP_011103182.1",TRUE
"DAKCFMEO_02863","WP_011103183.1",TRUE
"DAKCFMEO_02862","WP_011103184.1",TRUE
"DAKCFMEO_02860","WP_011103185.1",TRUE
"DAKCFMEO_02858","WP_011103186.1",TRUE
"DAKCFMEO_02855","WP_011103187.1",TRUE
"DAKCFMEO_02850","WP_011103191.1",TRUE
"DAKCFMEO_02844","WP_011103195.1",TRUE
"DAKCFMEO_02838","WP_011103197.1",TRUE
"DAKCFMEO_02828","WP_011103203.1",TRUE
"DAKCFMEO_02825","WP_011103204.1",TRUE
"DAKCFMEO_02812","WP_011103215.1",TRUE
"DAKCFMEO_02810","WP_011103216.1",TRUE
"DAKCFMEO_02803","WP_011103217.1",TRUE
"DAKCFMEO_03487","WP_011103219.1",TRUE
"DAKCFMEO_03500","WP_011103220.1",TRUE
"DAKCFMEO_03539","WP_011103224.1",TRUE
"DAKCFMEO_03544","WP_011103225.1",TRUE
"DAKCFMEO_00498","WP_011103226.1",TRUE
"DAKCFMEO_02057","WP_011103227.1",TRUE
"DAKCFMEO_03546","WP_011103229.1",TRUE
"DAKCFMEO_03554","WP_011103232.1",TRUE
"DAKCFMEO_03560","WP_011103233.1",TRUE
"DAKCFMEO_03564","WP_011103234.1",TRUE
"DAKCFMEO_03567","WP_011103235.1",TRUE
"DAKCFMEO_03568","WP_011103236.1",TRUE
"DAKCFMEO_03569","WP_011103237.1",TRUE
"DAKCFMEO_03571","WP_011103238.1",TRUE
"DAKCFMEO_03572","WP_011103239.1",TRUE
"DAKCFMEO_03575","WP_011103240.1",TRUE
"DAKCFMEO_03578","WP_011103241.1",TRUE
"DAKCFMEO_03584","WP_011103253.1",TRUE
"DAKCFMEO_03588","WP_011103255.1",TRUE
"DAKCFMEO_03589","WP_011103256.1",TRUE
"DAKCFMEO_03598","WP_011103257.1",TRUE
"DAKCFMEO_03665","WP_011103258.1",TRUE
"DAKCFMEO_03666","WP_011103259.1",TRUE
"DAKCFMEO_03669","WP_011103261.1",TRUE
"DAKCFMEO_03670","WP_011103262.1",TRUE
"DAKCFMEO_03671","WP_011103263.1",TRUE
"DAKCFMEO_03683","WP_011103267.1",TRUE
"DAKCFMEO_03686","WP_011103268.1",TRUE
"DAKCFMEO_03689","WP_011103269.1",TRUE
"DAKCFMEO_03695","WP_011103270.1",TRUE
"DAKCFMEO_03705","WP_011103273.1",TRUE
"DAKCFMEO_03708","WP_011103274.1",TRUE
"DAKCFMEO_00609","WP_011103275.1",TRUE
"DAKCFMEO_00608","WP_011103276.1",TRUE
"DAKCFMEO_00607","WP_011103277.1",TRUE
"DAKCFMEO_00600","WP_011103279.1",TRUE
"DAKCFMEO_00599","WP_011103280.1",TRUE
"DAKCFMEO_00598","WP_011103281.1",TRUE
"DAKCFMEO_00595","WP_011103282.1",TRUE
"DAKCFMEO_00593","WP_011103283.1",TRUE
"DAKCFMEO_00592","WP_011103284.1",TRUE
"DAKCFMEO_00591","WP_011103285.1",TRUE
"DAKCFMEO_00590","WP_011103287.1",TRUE
"DAKCFMEO_00589","WP_011103288.1",TRUE
"DAKCFMEO_00587","WP_011103289.1",TRUE
"DAKCFMEO_00534","WP_011103291.1",TRUE
"DAKCFMEO_00528","WP_011103292.1",TRUE
"DAKCFMEO_00527","WP_011103293.1",TRUE
"DAKCFMEO_00526","WP_011103294.1",TRUE
"DAKCFMEO_00525","WP_011103295.1",TRUE
"DAKCFMEO_00524","WP_011103296.1",TRUE
"DAKCFMEO_04449","WP_011103298.1",TRUE
"DAKCFMEO_04448","WP_011103299.1",TRUE
"DAKCFMEO_04447","WP_011103300.1",TRUE
"DAKCFMEO_00522","WP_011103301.1",TRUE
"DAKCFMEO_00518","WP_011103303.1",TRUE
"DAKCFMEO_03118","WP_011103304.1",TRUE
"DAKCFMEO_01167","WP_011103331.1",TRUE
"DAKCFMEO_01791","WP_011103336.1",TRUE
"DAKCFMEO_01790","WP_011103337.1",TRUE
"DAKCFMEO_02884","WP_011103345.1",TRUE
"DAKCFMEO_00503","WP_011103349.1",TRUE
"DAKCFMEO_00502","WP_011103350.1",TRUE
"DAKCFMEO_00501","WP_011103351.1",TRUE
"DAKCFMEO_03581","WP_011103353.1",TRUE
"DAKCFMEO_00494","WP_011103355.1",TRUE
"DAKCFMEO_00492","WP_011103356.1",TRUE
"DAKCFMEO_00488","WP_011103358.1",TRUE
"DAKCFMEO_00483","WP_011103359.1",TRUE
"DAKCFMEO_00480","WP_011103361.1",TRUE
"DAKCFMEO_00479","WP_011103362.1",TRUE
"DAKCFMEO_00478","WP_011103363.1",TRUE
"DAKCFMEO_00475","WP_011103365.1",TRUE
"DAKCFMEO_00473","WP_011103366.1",TRUE
"DAKCFMEO_01673","WP_011103367.1",TRUE
"DAKCFMEO_01672","WP_011103368.1",TRUE
"DAKCFMEO_01670","WP_011103369.1",TRUE
"DAKCFMEO_01666","WP_011103370.1",TRUE
"DAKCFMEO_01664","WP_011103371.1",TRUE
"DAKCFMEO_01658","WP_011103372.1",TRUE
"DAKCFMEO_01655","WP_011103373.1",TRUE
"DAKCFMEO_01653","WP_011103375.1",TRUE
"DAKCFMEO_03483","WP_011103377.1",TRUE
"DAKCFMEO_03481","WP_011103378.1",TRUE
"DAKCFMEO_03475","WP_011103380.1",TRUE
"DAKCFMEO_03470","WP_011103382.1",TRUE
"DAKCFMEO_01753","WP_011103387.1",TRUE
"DAKCFMEO_01746","WP_011103393.1",TRUE
"DAKCFMEO_01742","WP_011103395.1",TRUE
"DAKCFMEO_01741","WP_011103396.1",TRUE
"DAKCFMEO_01740","WP_011103397.1",TRUE
"DAKCFMEO_01737","WP_011103398.1",TRUE
"DAKCFMEO_01736","WP_011103399.1",TRUE
"DAKCFMEO_01725","WP_011103402.1",TRUE
"DAKCFMEO_03464","WP_011103404.1",TRUE
"DAKCFMEO_03463","WP_011103405.1",TRUE
"DAKCFMEO_03454","WP_011103411.1",TRUE
"DAKCFMEO_03453","WP_011103412.1",TRUE
"DAKCFMEO_03449","WP_011103413.1",TRUE
"DAKCFMEO_03445","WP_011103428.1",TRUE
"DAKCFMEO_03439","WP_011103429.1",TRUE
"DAKCFMEO_03437","WP_011103430.1",TRUE
"DAKCFMEO_03436","WP_011103431.1",TRUE
"DAKCFMEO_03431","WP_011103433.1",TRUE
"DAKCFMEO_03430","WP_011103434.1",TRUE
"DAKCFMEO_03420","WP_011103436.1",TRUE
"DAKCFMEO_03403","WP_011103440.1",TRUE
"DAKCFMEO_03395","WP_011103441.1",TRUE
"DAKCFMEO_03393","WP_011103443.1",TRUE
"DAKCFMEO_03391","WP_011103444.1",TRUE
"DAKCFMEO_03390","WP_011103445.1",TRUE
"DAKCFMEO_03388","WP_011103446.1",TRUE
"DAKCFMEO_03384","WP_011103449.1",TRUE
"DAKCFMEO_03383","WP_011103450.1",TRUE
"DAKCFMEO_03379","WP_011103454.1",TRUE
"DAKCFMEO_03374","WP_011103456.1",TRUE
"DAKCFMEO_02793","WP_011103457.1",TRUE
"DAKCFMEO_02782","WP_011103458.1",TRUE
"DAKCFMEO_02779","WP_011103459.1",TRUE
"DAKCFMEO_02769","WP_011103464.1",TRUE
"DAKCFMEO_02761","WP_011103468.1",TRUE
"DAKCFMEO_02756","WP_011103471.1",TRUE
"DAKCFMEO_02753","WP_011103472.1",TRUE
"DAKCFMEO_02748","WP_011103474.1",TRUE
"DAKCFMEO_00120","WP_011103475.1",TRUE
"DAKCFMEO_02747","WP_011103477.1",TRUE
"DAKCFMEO_02744","WP_011103479.1",FALSE
"DAKCFMEO_02741","WP_011103480.1",TRUE
"DAKCFMEO_02739","WP_011103481.1",TRUE
"DAKCFMEO_02738","WP_011103482.1",TRUE
"DAKCFMEO_02737","WP_011103483.1",TRUE
"DAKCFMEO_02722","WP_011103488.1",TRUE
"DAKCFMEO_02720","WP_011103489.1",TRUE
"DAKCFMEO_03307","WP_011103493.1",TRUE
"DAKCFMEO_03303","WP_011103494.1",TRUE
"DAKCFMEO_03296","WP_011103496.1",TRUE
"DAKCFMEO_02977","WP_011103499.1",TRUE
"DAKCFMEO_02990","WP_011103501.1",TRUE
"DAKCFMEO_02993","WP_011103502.1",TRUE
"DAKCFMEO_02994","WP_011103503.1",TRUE
"DAKCFMEO_02997","WP_011103504.1",TRUE
"DAKCFMEO_03014","WP_011103508.1",TRUE
"DAKCFMEO_03015","WP_011103509.1",TRUE
"DAKCFMEO_03016","WP_011103511.1",TRUE
"DAKCFMEO_05213","WP_011103512.1",TRUE
"DAKCFMEO_03018","WP_011103513.1",TRUE
"DAKCFMEO_04791","WP_011103515.1",TRUE
"DAKCFMEO_02892","WP_011103517.1",TRUE
"DAKCFMEO_01772","WP_011103523.1",TRUE
"DAKCFMEO_01768","WP_011103524.1",TRUE
"DAKCFMEO_01765","WP_011103525.1",TRUE
"DAKCFMEO_01764","WP_011103526.1",TRUE
"DAKCFMEO_01291","WP_011103527.1",TRUE
"DAKCFMEO_04465","WP_011103528.1",TRUE
"DAKCFMEO_01473","WP_011103532.1",TRUE
"DAKCFMEO_01489","WP_011103533.1",TRUE
"DAKCFMEO_01461","WP_011103538.1",TRUE
"DAKCFMEO_03343","WP_011103546.1",TRUE
"DAKCFMEO_03351","WP_011103548.1",TRUE
"DAKCFMEO_03352","WP_011103549.1",TRUE
"DAKCFMEO_03356","WP_011103550.1",TRUE
"DAKCFMEO_03358","WP_011103551.1",TRUE
"DAKCFMEO_00745","WP_011103557.1",TRUE
"DAKCFMEO_03280","WP_011103560.1",TRUE
"DAKCFMEO_03277","WP_011103562.1",TRUE
"DAKCFMEO_03274","WP_011103564.1",TRUE
"DAKCFMEO_03273","WP_011103566.1",TRUE
"DAKCFMEO_03268","WP_011103567.1",TRUE
"DAKCFMEO_03257","WP_011103569.1",TRUE
"DAKCFMEO_03250","WP_011103574.1",TRUE
"DAKCFMEO_03249","WP_011103575.1",TRUE
"DAKCFMEO_03248","WP_011103576.1",TRUE
"DAKCFMEO_03244","WP_011103578.1",TRUE
"DAKCFMEO_03242","WP_011103579.1",TRUE
"DAKCFMEO_03232","WP_011103581.1",TRUE
"DAKCFMEO_03228","WP_011103582.1",TRUE
"DAKCFMEO_03226","WP_011103583.1",TRUE
"DAKCFMEO_03209","WP_011103586.1",TRUE
"DAKCFMEO_03208","WP_011103587.1",TRUE
"DAKCFMEO_03207","WP_011103588.1",TRUE
"DAKCFMEO_03206","WP_011103589.1",TRUE
"DAKCFMEO_03203","WP_011103590.1",TRUE
"DAKCFMEO_03202","WP_011103591.1",TRUE
"DAKCFMEO_03194","WP_011103592.1",TRUE
"DAKCFMEO_03192","WP_011103593.1",TRUE
"DAKCFMEO_03187","WP_011103594.1",TRUE
"DAKCFMEO_03186","WP_011103595.1",TRUE
"DAKCFMEO_03184","WP_011103596.1",TRUE
"DAKCFMEO_03172","WP_011103598.1",TRUE
"DAKCFMEO_00068","WP_011103605.1",TRUE
"DAKCFMEO_03321","WP_011103606.1",TRUE
"DAKCFMEO_00066","WP_011103609.1",TRUE
"DAKCFMEO_00065","WP_011103610.1",TRUE
"DAKCFMEO_00064","WP_011103611.1",TRUE
"DAKCFMEO_04445","WP_011103614.1",TRUE
"DAKCFMEO_00052","WP_011103617.1",TRUE
"DAKCFMEO_00039","WP_011103622.1",TRUE
"DAKCFMEO_00037","WP_011103623.1",TRUE
"DAKCFMEO_00035","WP_011103625.1",TRUE
"DAKCFMEO_00032","WP_011103626.1",TRUE
"DAKCFMEO_00031","WP_011103627.1",TRUE
"DAKCFMEO_00029","WP_011103628.1",TRUE
"DAKCFMEO_00024","WP_011103631.1",TRUE
"DAKCFMEO_00023","WP_011103632.1",TRUE
"DAKCFMEO_00022","WP_011103633.1",TRUE
"DAKCFMEO_00021","WP_011103634.1",TRUE
"DAKCFMEO_04209","WP_011103637.1",TRUE
"DAKCFMEO_04212","WP_011103640.1",TRUE
"DAKCFMEO_04213","WP_011103641.1",TRUE
"DAKCFMEO_04214","WP_011103642.1",TRUE
"DAKCFMEO_04215","WP_011103643.1",TRUE
"DAKCFMEO_04220","WP_011103644.1",TRUE
"DAKCFMEO_00018","WP_011103647.1",TRUE
"DAKCFMEO_04410","WP_011103648.1",TRUE
"DAKCFMEO_00012","WP_011103651.1",TRUE
"DAKCFMEO_02239","WP_011103665.1",TRUE
"DAKCFMEO_02249","WP_011103669.1",TRUE
"DAKCFMEO_02250","WP_011103670.1",TRUE
"DAKCFMEO_02253","WP_011103671.1",TRUE
"DAKCFMEO_02255","WP_011103672.1",TRUE
"DAKCFMEO_02259","WP_011103673.1",TRUE
"DAKCFMEO_02261","WP_011103674.1",TRUE
"DAKCFMEO_02263","WP_011103676.1",TRUE
"DAKCFMEO_02269","WP_011103677.1",TRUE
"DAKCFMEO_02279","WP_011103680.1",TRUE
"DAKCFMEO_02280","WP_011103681.1",TRUE
"DAKCFMEO_02285","WP_011103682.1",TRUE
"DAKCFMEO_02287","WP_011103684.1",TRUE
"DAKCFMEO_02297","WP_011103689.1",TRUE
"DAKCFMEO_02302","WP_011103690.1",TRUE
"DAKCFMEO_02304","WP_011103691.1",TRUE
"DAKCFMEO_02308","WP_011103692.1",TRUE
"DAKCFMEO_02321","WP_011103695.1",TRUE
"DAKCFMEO_02322","WP_011103696.1",TRUE
"DAKCFMEO_02323","WP_011103697.1",TRUE
"DAKCFMEO_02326","WP_011103699.1",TRUE
"DAKCFMEO_02332","WP_011103700.1",TRUE
"DAKCFMEO_02335","WP_011103701.1",TRUE
"DAKCFMEO_02368","WP_011103705.1",TRUE
"DAKCFMEO_02369","WP_011103706.1",TRUE
"DAKCFMEO_02370","WP_011103707.1",TRUE
"DAKCFMEO_02378","WP_011103709.1",TRUE
"DAKCFMEO_02380","WP_011103710.1",TRUE
"DAKCFMEO_02382","WP_011103711.1",TRUE
"DAKCFMEO_04509","WP_011103715.1",TRUE
"DAKCFMEO_04511","WP_011103716.1",TRUE
"DAKCFMEO_04513","WP_011103718.1",TRUE
"DAKCFMEO_04517","WP_011103720.1",TRUE
"DAKCFMEO_02397","WP_011103722.1",TRUE
"DAKCFMEO_02398","WP_011103723.1",TRUE
"DAKCFMEO_04825","WP_011103730.1",TRUE
"DAKCFMEO_02424","WP_011103731.1",TRUE
"DAKCFMEO_02422","WP_011103732.1",TRUE
"DAKCFMEO_00838","WP_011103734.1",TRUE
"DAKCFMEO_00837","WP_011103735.1",TRUE
"DAKCFMEO_03935","WP_011103737.1",TRUE
"DAKCFMEO_02437","WP_011103739.1",TRUE
"DAKCFMEO_02443","WP_011103740.1",TRUE
"DAKCFMEO_02453","WP_011103748.1",TRUE
"DAKCFMEO_02455","WP_011103750.1",TRUE
"DAKCFMEO_02458","WP_011103752.1",TRUE
"DAKCFMEO_02461","WP_011103753.1",TRUE
"DAKCFMEO_02462","WP_011103754.1",TRUE
"DAKCFMEO_02463","WP_011103755.1",TRUE
"DAKCFMEO_02466","WP_011103756.1",TRUE
"DAKCFMEO_02468","WP_011103757.1",TRUE
"DAKCFMEO_02471","WP_011103759.1",TRUE
"DAKCFMEO_02472","WP_011103760.1",TRUE
"DAKCFMEO_02480","WP_011103763.1",TRUE
"DAKCFMEO_02481","WP_011103764.1",TRUE
"DAKCFMEO_02486","WP_011103766.1",TRUE
"DAKCFMEO_02492","WP_011103771.1",TRUE
"DAKCFMEO_02496","WP_011103773.1",TRUE
"DAKCFMEO_00997","WP_011103775.1",TRUE
"DAKCFMEO_02514","WP_011103779.1",TRUE
"DAKCFMEO_02520","WP_011103781.1",TRUE
"DAKCFMEO_02525","WP_011103783.1",TRUE
"DAKCFMEO_02533","WP_011103785.1",TRUE
"DAKCFMEO_02535","WP_011103786.1",TRUE
"DAKCFMEO_02550","WP_011103790.1",TRUE
"DAKCFMEO_02553","WP_011103791.1",TRUE
"DAKCFMEO_02562","WP_011103794.1",TRUE
"DAKCFMEO_02566","WP_011103795.1",TRUE
"DAKCFMEO_02572","WP_011103796.1",TRUE
"DAKCFMEO_02573","WP_011103797.1",TRUE
"DAKCFMEO_02580","WP_011103803.1",TRUE
"DAKCFMEO_02581","WP_011103804.1",TRUE
"DAKCFMEO_02584","WP_011103806.1",TRUE
"DAKCFMEO_02601","WP_011103812.1",TRUE
"DAKCFMEO_02607","WP_011103814.1",TRUE
"DAKCFMEO_02610","WP_011103816.1",TRUE
"DAKCFMEO_02614","WP_011103818.1",TRUE
"DAKCFMEO_02619","WP_011103820.1",TRUE
"DAKCFMEO_02623","WP_011103821.1",TRUE
"DAKCFMEO_02630","WP_011103822.1",TRUE
"DAKCFMEO_02637","WP_011103824.1",TRUE
"DAKCFMEO_02642","WP_011103847.1",TRUE
"DAKCFMEO_02645","WP_011103848.1",TRUE
"DAKCFMEO_02646","WP_011103849.1",TRUE
"DAKCFMEO_02647","WP_011103850.1",TRUE
"DAKCFMEO_02649","WP_011103851.1",TRUE
"DAKCFMEO_02652","WP_011103852.1",TRUE
"DAKCFMEO_02667","WP_011103855.1",TRUE
"DAKCFMEO_02672","WP_011103856.1",TRUE
"DAKCFMEO_02673","WP_011103857.1",TRUE
"DAKCFMEO_02677","WP_011103861.1",TRUE
"DAKCFMEO_02682","WP_011103863.1",TRUE
"DAKCFMEO_02690","WP_011103866.1",TRUE
"DAKCFMEO_02697","WP_011103869.1",TRUE
"DAKCFMEO_02699","WP_011103871.1",TRUE
"DAKCFMEO_02700","WP_011103872.1",FALSE
"DAKCFMEO_02701","WP_011103873.1",TRUE
"DAKCFMEO_02704","WP_011103875.1",TRUE
"DAKCFMEO_02706","WP_011103877.1",TRUE
"DAKCFMEO_02708","WP_011103878.1",TRUE
"DAKCFMEO_02712","WP_011103880.1",TRUE
"DAKCFMEO_02714","WP_011103882.1",TRUE
"DAKCFMEO_00618","WP_011103884.1",TRUE
"DAKCFMEO_00619","WP_011103885.1",TRUE
"DAKCFMEO_00621","WP_011103886.1",TRUE
"DAKCFMEO_00625","WP_011103887.1",TRUE
"DAKCFMEO_00629","WP_011103889.1",TRUE
"DAKCFMEO_00635","WP_011103890.1",TRUE
"DAKCFMEO_00661","WP_011103893.1",TRUE
"DAKCFMEO_00665","WP_011103894.1",TRUE
"DAKCFMEO_00672","WP_011103898.1",TRUE
"DAKCFMEO_00675","WP_011103899.1",TRUE
"DAKCFMEO_00677","WP_011103900.1",TRUE
"DAKCFMEO_00679","WP_011103902.1",TRUE
"DAKCFMEO_00681","WP_011103905.1",TRUE
"DAKCFMEO_00682","WP_011103906.1",TRUE
"DAKCFMEO_00685","WP_011103908.1",TRUE
"DAKCFMEO_00687","WP_011103910.1",TRUE
"DAKCFMEO_00689","WP_011103912.1",TRUE
"DAKCFMEO_00690","WP_011103913.1",TRUE
"DAKCFMEO_00691","WP_011103914.1",TRUE
"DAKCFMEO_00696","WP_011103916.1",TRUE
"DAKCFMEO_00700","WP_011103917.1",TRUE
"DAKCFMEO_00701","WP_011103918.1",TRUE
"DAKCFMEO_00708","WP_011103923.1",TRUE
"DAKCFMEO_00709","WP_011103924.1",TRUE
"DAKCFMEO_00711","WP_011103925.1",TRUE
"DAKCFMEO_00716","WP_011103928.1",TRUE
"DAKCFMEO_00718","WP_011103929.1",TRUE
"DAKCFMEO_00728","WP_011103932.1",TRUE
"DAKCFMEO_00729","WP_011103933.1",TRUE
"DAKCFMEO_00732","WP_011103934.1",TRUE
"DAKCFMEO_00737","WP_011103935.1",TRUE
"DAKCFMEO_00742","WP_011103938.1",TRUE
"DAKCFMEO_00744","WP_011103940.1",TRUE
"DAKCFMEO_00747","WP_011103941.1",TRUE
"DAKCFMEO_00748","WP_011103942.1",TRUE
"DAKCFMEO_00761","WP_011103955.1",TRUE
"DAKCFMEO_00765","WP_011103957.1",TRUE
"DAKCFMEO_00766","WP_011103958.1",TRUE
"DAKCFMEO_00770","WP_011103959.1",TRUE
"DAKCFMEO_00772","WP_011103961.1",TRUE
"DAKCFMEO_00776","WP_011103962.1",TRUE
"DAKCFMEO_00778","WP_011103963.1",TRUE
"DAKCFMEO_00780","WP_011103964.1",TRUE
"DAKCFMEO_00788","WP_011103965.1",TRUE
"DAKCFMEO_00789","WP_011103966.1",TRUE
"DAKCFMEO_00801","WP_011103969.1",TRUE
"DAKCFMEO_00802","WP_011103970.1",TRUE
"DAKCFMEO_00816","WP_011103972.1",TRUE
"DAKCFMEO_03844","WP_011103979.1",TRUE
"DAKCFMEO_03845","WP_011103980.1",TRUE
"DAKCFMEO_03846","WP_011103981.1",TRUE
"DAKCFMEO_03847","WP_011103982.1",TRUE
"DAKCFMEO_03849","WP_011103983.1",TRUE
"DAKCFMEO_03850","WP_011103984.1",TRUE
"DAKCFMEO_03851","WP_011103985.1",TRUE
"DAKCFMEO_00255","WP_011103986.1",TRUE
"DAKCFMEO_01004","WP_011103987.1",TRUE
"DAKCFMEO_00824","WP_011103989.1",TRUE
"DAKCFMEO_00827","WP_011103990.1",TRUE
"DAKCFMEO_00829","WP_011103991.1",TRUE
"DAKCFMEO_00836","WP_011103993.1",TRUE
"DAKCFMEO_00859","WP_011104008.1",TRUE
"DAKCFMEO_00868","WP_011104011.1",TRUE
"DAKCFMEO_00870","WP_011104012.1",TRUE
"DAKCFMEO_00871","WP_011104013.1",TRUE
"DAKCFMEO_00872","WP_011104014.1",TRUE
"DAKCFMEO_00874","WP_011104015.1",TRUE
"DAKCFMEO_00900","WP_011104020.1",TRUE
"DAKCFMEO_00901","WP_011104022.1",TRUE
"DAKCFMEO_00902","WP_011104023.1",TRUE
"DAKCFMEO_00904","WP_011104024.1",TRUE
"DAKCFMEO_00905","WP_011104025.1",TRUE
"DAKCFMEO_00907","WP_011104026.1",TRUE
"DAKCFMEO_00916","WP_011104027.1",TRUE
"DAKCFMEO_00919","WP_011104028.1",TRUE
"DAKCFMEO_01405","WP_011104029.1",TRUE
"DAKCFMEO_01404","WP_011104030.1",TRUE
"DAKCFMEO_01373","WP_011104032.1",TRUE
"DAKCFMEO_01368","WP_011104033.1",TRUE
"DAKCFMEO_01365","WP_011104034.1",TRUE
"DAKCFMEO_01364","WP_011104035.1",TRUE
"DAKCFMEO_01363","WP_011104036.1",TRUE
"DAKCFMEO_04461","WP_011104038.1",TRUE
"DAKCFMEO_01353","WP_011104041.1",TRUE
"DAKCFMEO_01348","WP_011104043.1",TRUE
"DAKCFMEO_01347","WP_011104044.1",TRUE
"DAKCFMEO_01346","WP_011104045.1",TRUE
"DAKCFMEO_01345","WP_011104046.1",TRUE
"DAKCFMEO_01343","WP_011104047.1",TRUE
"DAKCFMEO_01336","WP_011104050.1",TRUE
"DAKCFMEO_01335","WP_011104051.1",TRUE
"DAKCFMEO_01334","WP_011104052.1",TRUE
"DAKCFMEO_01333","WP_011104053.1",TRUE
"DAKCFMEO_01332","WP_011104054.1",TRUE
"DAKCFMEO_01331","WP_011104055.1",TRUE
"DAKCFMEO_01330","WP_011104056.1",TRUE
"DAKCFMEO_01326","WP_011104057.1",TRUE
"DAKCFMEO_01325","WP_011104058.1",TRUE
"DAKCFMEO_01323","WP_011104060.1",TRUE
"DAKCFMEO_01319","WP_011104063.1",TRUE
"DAKCFMEO_01318","WP_011104064.1",TRUE
"DAKCFMEO_01316","WP_011104065.1",TRUE
"DAKCFMEO_02477","WP_011104070.1",FALSE
"DAKCFMEO_01638","WP_011104071.1",TRUE
"DAKCFMEO_01637","WP_011104072.1",TRUE
"DAKCFMEO_01635","WP_011104074.1",TRUE
"DAKCFMEO_01634","WP_011104075.1",TRUE
"DAKCFMEO_01632","WP_011104077.1",TRUE
"DAKCFMEO_01626","WP_011104079.1",TRUE
"DAKCFMEO_01403","WP_011104080.1",TRUE
"DAKCFMEO_01400","WP_011104081.1",TRUE
"DAKCFMEO_01398","WP_011104082.1",TRUE
"DAKCFMEO_01397","WP_011104083.1",TRUE
"DAKCFMEO_01396","WP_011104084.1",TRUE
"DAKCFMEO_01395","WP_011104085.1",TRUE
"DAKCFMEO_01394","WP_011104086.1",TRUE
"DAKCFMEO_01393","WP_011104087.1",TRUE
"DAKCFMEO_01392","WP_011104088.1",TRUE
"DAKCFMEO_01391","WP_011104089.1",TRUE
"DAKCFMEO_01390","WP_011104090.1",TRUE
"DAKCFMEO_01387","WP_011104091.1",TRUE
"DAKCFMEO_01379","WP_011104093.1",TRUE
"DAKCFMEO_01377","WP_011104094.1",TRUE
"DAKCFMEO_00881","WP_011104096.1",TRUE
"DAKCFMEO_00887","WP_011104098.1",TRUE
"DAKCFMEO_00888","WP_011104099.1",TRUE
"DAKCFMEO_00889","WP_011104100.1",TRUE
"DAKCFMEO_00891","WP_011104102.1",TRUE
"DAKCFMEO_01034","WP_011104111.1",TRUE
"DAKCFMEO_01038","WP_011104112.1",TRUE
"DAKCFMEO_01040","WP_011104113.1",TRUE
"DAKCFMEO_01042","WP_011104114.1",TRUE
"DAKCFMEO_01044","WP_011104120.1",TRUE
"DAKCFMEO_01046","WP_011104121.1",TRUE
"DAKCFMEO_01050","WP_011104122.1",TRUE
"DAKCFMEO_01052","WP_011104123.1",TRUE
"DAKCFMEO_01100","WP_011104133.1",TRUE
"DAKCFMEO_01103","WP_011104134.1",TRUE
"DAKCFMEO_01106","WP_011104135.1",TRUE
"DAKCFMEO_01110","WP_011104136.1",TRUE
"DAKCFMEO_01112","WP_011104137.1",TRUE
"DAKCFMEO_01115","WP_011104138.1",TRUE
"DAKCFMEO_01118","WP_011104140.1",TRUE
"DAKCFMEO_01126","WP_011104143.1",TRUE
"DAKCFMEO_01127","WP_011104144.1",TRUE
"DAKCFMEO_01128","WP_011104145.1",TRUE
"DAKCFMEO_01129","WP_011104146.1",TRUE
"DAKCFMEO_01130","WP_011104147.1",TRUE
"DAKCFMEO_01131","WP_011104148.1",TRUE
"DAKCFMEO_01169","WP_011104151.1",TRUE
"DAKCFMEO_01178","WP_011104152.1",TRUE
"DAKCFMEO_01180","WP_011104154.1",TRUE
"DAKCFMEO_01181","WP_011104155.1",TRUE
"DAKCFMEO_01183","WP_011104156.1",TRUE
"DAKCFMEO_01185","WP_011104157.1",TRUE
"DAKCFMEO_01188","WP_011104158.1",TRUE
"DAKCFMEO_03715","WP_011104161.1",TRUE
"DAKCFMEO_03717","WP_011104162.1",TRUE
"DAKCFMEO_03720","WP_011104163.1",TRUE
"DAKCFMEO_03721","WP_011104164.1",TRUE
"DAKCFMEO_03724","WP_011104166.1",TRUE
"DAKCFMEO_03727","WP_011104167.1",TRUE
"DAKCFMEO_03729","WP_011104169.1",TRUE
"DAKCFMEO_03731","WP_011104170.1",TRUE
"DAKCFMEO_03733","WP_011104172.1",TRUE
"DAKCFMEO_03737","WP_011104174.1",TRUE
"DAKCFMEO_03738","WP_011104175.1",TRUE
"DAKCFMEO_03739","WP_011104176.1",TRUE
"DAKCFMEO_03744","WP_011104178.1",TRUE
"DAKCFMEO_03745","WP_011104179.1",TRUE
"DAKCFMEO_03752","WP_011104183.1",TRUE
"DAKCFMEO_03762","WP_011104187.1",TRUE
"DAKCFMEO_03763","WP_011104188.1",TRUE
"DAKCFMEO_03768","WP_011104189.1",TRUE
"DAKCFMEO_03773","WP_011104191.1",TRUE
