Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0002161	WP_005769004.1	DAKCFMEO_03558
OG0002162	WP_005769006.1	DAKCFMEO_03559
OG0002163	WP_005769010.1	DAKCFMEO_03562
OG0002164	WP_005769026.1	DAKCFMEO_03574
OG0002166	WP_005769073.1	DAKCFMEO_04278
OG0002167	WP_005769084.1	DAKCFMEO_04283
OG0002168	WP_005769102.1	DAKCFMEO_04293
OG0002169	WP_005769107.1	DAKCFMEO_04296
OG0002170	WP_005769126.1	DAKCFMEO_04304
OG0002171	WP_005769128.1	DAKCFMEO_04305
OG0002172	WP_005769130.1	DAKCFMEO_04306
OG0002173	WP_005769135.1	DAKCFMEO_04309
OG0002174	WP_005769138.1	DAKCFMEO_04310
OG0002175	WP_005769148.1	DAKCFMEO_04315
OG0002176	WP_005769151.1	DAKCFMEO_04316
OG0002177	WP_005769188.1	DAKCFMEO_04334
OG0002178	WP_005769192.1	DAKCFMEO_04337
OG0002179	WP_005769193.1	DAKCFMEO_04338
OG0002180	WP_005769235.1	DAKCFMEO_00597
OG0002181	WP_005769238.1	DAKCFMEO_00596
OG0002182	WP_005769243.1	DAKCFMEO_00594
OG0002183	WP_005769256.1	DAKCFMEO_00540
OG0002184	WP_005769257.1	DAKCFMEO_00538
OG0002185	WP_005769258.1	DAKCFMEO_00536
OG0002186	WP_005769259.1	DAKCFMEO_00535
OG0002187	WP_005769261.1	DAKCFMEO_00533
OG0002188	WP_005769262.1	DAKCFMEO_00531
OG0002189	WP_005769263.1	DAKCFMEO_00530
OG0002190	WP_005769271.1	DAKCFMEO_03984
OG0002191	WP_005769277.1	DAKCFMEO_00521
OG0002192	WP_005769279.1	DAKCFMEO_00520
OG0002193	WP_005769281.1	DAKCFMEO_03119
OG0002195	WP_005769341.1	DAKCFMEO_01784
OG0002196	WP_005769363.1	DAKCFMEO_01807
OG0002197	WP_005769371.1	DAKCFMEO_04761
OG0002198	WP_005769381.1	DAKCFMEO_04766
OG0002199	WP_005769384.1	DAKCFMEO_04768
OG0002200	WP_005769400.1	DAKCFMEO_04776
OG0002201	WP_005769407.1	DAKCFMEO_04997
OG0002202	WP_005769417.1	DAKCFMEO_05005
OG0002203	WP_005769424.1	DAKCFMEO_05010
OG0002204	WP_005769426.1	DAKCFMEO_05011
OG0002205	WP_005769432.1	DAKCFMEO_05014
OG0002206	WP_005769461.1	DAKCFMEO_02216
OG0002207	WP_005769463.1	DAKCFMEO_02215
OG0002208	WP_005769469.1	DAKCFMEO_01938
OG0002209	WP_005769473.1	DAKCFMEO_01936
OG0002210	WP_005769477.1	DAKCFMEO_01934
OG0002211	WP_005769478.1	DAKCFMEO_01932
OG0002212	WP_005769504.1	DAKCFMEO_01879
OG0002213	WP_005769514.1	DAKCFMEO_01873
OG0002214	WP_005769516.1	DAKCFMEO_01872
OG0002215	WP_005769528.1	DAKCFMEO_01865
OG0002216	WP_005769531.1	DAKCFMEO_01864
OG0002217	WP_005769534.1	DAKCFMEO_01861
OG0002218	WP_005769538.1	DAKCFMEO_01859
OG0002219	WP_005769539.1	DAKCFMEO_01858
OG0002220	WP_005769547.1	DAKCFMEO_01856
OG0002221	WP_005769553.1	DAKCFMEO_01854
OG0002222	WP_005769555.1	DAKCFMEO_01849
OG0002223	WP_005769563.1	DAKCFMEO_01844
OG0002224	WP_005769565.1	DAKCFMEO_01841
OG0002225	WP_005769567.1	DAKCFMEO_01840
OG0002226	WP_005769579.1	DAKCFMEO_01829
OG0002227	WP_005769583.1	DAKCFMEO_01827
OG0002228	WP_005769602.1	DAKCFMEO_00662
OG0002229	WP_005769608.1	DAKCFMEO_00660
OG0002230	WP_005769610.1	DAKCFMEO_00659
OG0002231	WP_005769613.1	DAKCFMEO_00657
OG0002232	WP_005769615.1	DAKCFMEO_00655
OG0002233	WP_005769616.1	DAKCFMEO_00654
OG0002234	WP_005769618.1	DAKCFMEO_00652
OG0002235	WP_005769620.1	DAKCFMEO_05241
OG0002236	WP_005769624.1	DAKCFMEO_00648
OG0002237	WP_005769626.1	DAKCFMEO_00647
OG0002238	WP_005769628.1	DAKCFMEO_00645
OG0002239	WP_005769631.1	DAKCFMEO_00642
OG0002240	WP_005769634.1	DAKCFMEO_00641
OG0002241	WP_005769636.1	DAKCFMEO_00640
OG0002242	WP_005769643.1	DAKCFMEO_00636
OG0002243	WP_005769647.1	DAKCFMEO_00634
OG0002244	WP_005769649.1	DAKCFMEO_00633
OG0002245	WP_005769651.1	DAKCFMEO_00632
OG0002246	WP_005769653.1	DAKCFMEO_00631
OG0002247	WP_005769658.1	DAKCFMEO_00628
OG0002248	WP_005769662.1	DAKCFMEO_00623
OG0002249	WP_005769669.1	DAKCFMEO_00617
OG0002250	WP_005769670.1	DAKCFMEO_00616
OG0002251	WP_005769671.1	DAKCFMEO_00615
OG0002252	WP_005769676.1	DAKCFMEO_02715
OG0002253	WP_005769679.1	DAKCFMEO_02713
OG0002254	WP_005769683.1	DAKCFMEO_02711
OG0002258	WP_005769867.1	DAKCFMEO_05261
OG0002259	WP_005769869.1	DAKCFMEO_05260
OG0002260	WP_005769871.1	DAKCFMEO_05259
OG0002261	WP_005769873.1	DAKCFMEO_05258
OG0002262	WP_005769875.1	DAKCFMEO_05257
OG0002263	WP_005769877.1	DAKCFMEO_05256
OG0002264	WP_005769977.1	DAKCFMEO_01788
OG0002265	WP_005769982.1	DAKCFMEO_00253
OG0002266	WP_005769995.1	DAKCFMEO_02889
OG0002267	WP_005769998.1	DAKCFMEO_02888
OG0002268	WP_005770000.1	DAKCFMEO_02887
OG0002269	WP_005770005.1	DAKCFMEO_02885
OG0002270	WP_005770009.1	DAKCFMEO_02883
OG0002271	WP_005770011.1	DAKCFMEO_02881
OG0002272	WP_005770014.1	DAKCFMEO_00509
OG0002273	WP_005770015.1	DAKCFMEO_03003
OG0002274	WP_005770017.1	DAKCFMEO_00505
OG0002275	WP_005770019.1	DAKCFMEO_00504
OG0002276	WP_005770041.1	DAKCFMEO_03704
OG0002277	WP_005770069.1	DAKCFMEO_03684
OG0002278	WP_005770077.1	DAKCFMEO_03680
OG0002279	WP_005770079.1	DAKCFMEO_03679
OG0002280	WP_005770081.1	DAKCFMEO_03678
OG0002281	WP_005770085.1	DAKCFMEO_03676
OG0002282	WP_005770090.1	DAKCFMEO_03673
OG0002283	WP_005770099.1	DAKCFMEO_03668
OG0002284	WP_005770108.1	DAKCFMEO_03597
OG0002285	WP_005770109.1	DAKCFMEO_03596
OG0002286	WP_005770111.1	DAKCFMEO_03595
OG0002287	WP_005770114.1	DAKCFMEO_03594
OG0002288	WP_005770116.1	DAKCFMEO_03593
OG0002289	WP_005770118.1	DAKCFMEO_03592
OG0002290	WP_005770120.1	DAKCFMEO_03590
OG0002291	WP_005770129.1	DAKCFMEO_03587
OG0002292	WP_005770132.1	DAKCFMEO_03585
OG0002293	WP_005770134.1	DAKCFMEO_03582
OG0002294	WP_005770159.1	DAKCFMEO_00553
OG0002295	WP_005770161.1	DAKCFMEO_00554
OG0002296	WP_005770183.1	DAKCFMEO_00559
OG0002297	WP_005770185.1	DAKCFMEO_00561
OG0002298	WP_005770186.1	DAKCFMEO_00562
OG0002299	WP_005770187.1	DAKCFMEO_00563
OG0002300	WP_005770190.1	DAKCFMEO_00566
OG0002301	WP_005770191.1	DAKCFMEO_00567
OG0002302	WP_005770220.1	DAKCFMEO_00576
OG0002303	WP_005770225.1	DAKCFMEO_00578
OG0002304	WP_005770235.1	DAKCFMEO_00583
OG0002305	WP_005770243.1	DAKCFMEO_04789
OG0002306	WP_005770245.1	DAKCFMEO_04790
OG0002307	WP_005770293.1	DAKCFMEO_01005
OG0002308	WP_005770316.1	DAKCFMEO_00834
OG0002309	WP_005770393.1	DAKCFMEO_04171
OG0002310	WP_005770403.1	DAKCFMEO_04163
OG0002311	WP_005770416.1	DAKCFMEO_04154
OG0002312	WP_005770425.1	DAKCFMEO_04148
OG0002313	WP_005770431.1	DAKCFMEO_04141
OG0002314	WP_005770433.1	DAKCFMEO_04140
OG0002315	WP_005770435.1	DAKCFMEO_04139
OG0002316	WP_005770437.1	DAKCFMEO_04138
OG0002317	WP_005770439.1	DAKCFMEO_04134
OG0002318	WP_005770446.1	DAKCFMEO_04132
OG0002319	WP_005770450.1	DAKCFMEO_04131
OG0002320	WP_005770452.1	DAKCFMEO_04130
OG0002321	WP_005770454.1	DAKCFMEO_04129
OG0002322	WP_005770456.1	DAKCFMEO_04128
OG0002323	WP_005770458.1	DAKCFMEO_04127
OG0002324	WP_005770460.1	DAKCFMEO_04126
OG0002325	WP_005770464.1	DAKCFMEO_04183
OG0002326	WP_005770465.1	DAKCFMEO_04184
OG0002327	WP_005770467.1	DAKCFMEO_04185
OG0002328	WP_005770474.1	DAKCFMEO_04190
OG0002329	WP_005770490.1	DAKCFMEO_01644
OG0002330	WP_005770492.1	DAKCFMEO_01645
OG0002331	WP_005770496.1	DAKCFMEO_01649
OG0002332	WP_005770497.1	DAKCFMEO_01650
OG0002333	WP_005770507.1	DAKCFMEO_01659
OG0002334	WP_005770519.1	DAKCFMEO_01667
OG0002335	WP_005770545.1	DAKCFMEO_00481
OG0002336	WP_005770547.1	DAKCFMEO_00482
OG0002337	WP_005770558.1	DAKCFMEO_00489
OG0002338	WP_005770562.1	DAKCFMEO_00491
OG0002339	WP_005770566.1	DAKCFMEO_00493
OG0002340	WP_005770572.1	DAKCFMEO_00496
OG0002341	WP_005770586.1	DAKCFMEO_04270
OG0002342	WP_005770588.1	DAKCFMEO_04268
OG0002343	WP_005770594.1	DAKCFMEO_04265
OG0002344	WP_005770596.1	DAKCFMEO_04263
OG0002345	WP_005770603.1	DAKCFMEO_04258
OG0002346	WP_005770607.1	DAKCFMEO_04257
OG0002347	WP_005770613.1	DAKCFMEO_04254
OG0002348	WP_005770616.1	DAKCFMEO_04253
OG0002349	WP_005770618.1	DAKCFMEO_04252
OG0002350	WP_005770635.1	DAKCFMEO_04242
OG0002351	WP_005770639.1	DAKCFMEO_04239
OG0002352	WP_005770641.1	DAKCFMEO_04238
OG0002353	WP_005770642.1	DAKCFMEO_04237
OG0002354	WP_005770644.1	DAKCFMEO_04235
OG0002355	WP_005770645.1	DAKCFMEO_04234
OG0002356	WP_005770653.1	DAKCFMEO_04225
OG0002357	WP_005770654.1	DAKCFMEO_04196
OG0002358	WP_005770684.1	DAKCFMEO_02695
OG0002359	WP_005770686.1	DAKCFMEO_02694
OG0002360	WP_005770688.1	DAKCFMEO_02693
OG0002361	WP_005770693.1	DAKCFMEO_02691
OG0002362	WP_005770697.1	DAKCFMEO_02689
OG0002363	WP_005770721.1	DAKCFMEO_02678
OG0002364	WP_005770745.1	DAKCFMEO_00822
OG0002365	WP_005770751.1	DAKCFMEO_04351
OG0002366	WP_005770753.1	DAKCFMEO_04352
OG0002367	WP_005770757.1	DAKCFMEO_04354
OG0002368	WP_005770759.1	DAKCFMEO_04355
OG0002369	WP_005770766.1	DAKCFMEO_04360
OG0002370	WP_005770768.1	DAKCFMEO_04362
OG0002371	WP_005770770.1	DAKCFMEO_04364
OG0002372	WP_005770771.1	DAKCFMEO_04365
OG0002373	WP_005770773.1	DAKCFMEO_04366
OG0002374	WP_005770776.1	DAKCFMEO_04368
OG0002375	WP_005770780.1	DAKCFMEO_04370
OG0002376	WP_005770788.1	DAKCFMEO_04374
OG0002377	WP_005770811.1	DAKCFMEO_01412
OG0002378	WP_005770813.1	DAKCFMEO_01411
OG0002379	WP_005770815.1	DAKCFMEO_01410
OG0002380	WP_005770829.1	DAKCFMEO_00924
OG0002381	WP_005770839.1	DAKCFMEO_00929
OG0002382	WP_005770885.1	DAKCFMEO_01066
OG0002383	WP_005770888.1	DAKCFMEO_01065
OG0002384	WP_005770915.1	DAKCFMEO_01751
OG0002385	WP_005770938.1	DAKCFMEO_01750
OG0002386	WP_005770940.1	DAKCFMEO_01748
OG0002387	WP_005770944.1	DAKCFMEO_01745
OG0002388	WP_005770954.1	DAKCFMEO_01739
OG0002389	WP_005770966.1	DAKCFMEO_01734
OG0002390	WP_005771001.1	DAKCFMEO_03366
OG0002391	WP_005771002.1	DAKCFMEO_03364
OG0002392	WP_005771007.1	DAKCFMEO_03361
OG0002393	WP_005771009.1	DAKCFMEO_03357
OG0002394	WP_005771013.1	DAKCFMEO_03353
OG0002395	WP_005771017.1	DAKCFMEO_03349
OG0002396	WP_005771019.1	DAKCFMEO_03348
OG0002397	WP_005771021.1	DAKCFMEO_03347
OG0002398	WP_005771023.1	DAKCFMEO_03345
OG0002399	WP_005771027.1	DAKCFMEO_03342
OG0002400	WP_005771034.1	DAKCFMEO_03336
OG0002401	WP_005771039.1	DAKCFMEO_03332
OG0002402	WP_005771042.1	DAKCFMEO_03329
OG0002403	WP_005771075.1	DAKCFMEO_02010
OG0002404	WP_005771077.1	DAKCFMEO_02011
OG0002405	WP_005771123.1	DAKCFMEO_02043
OG0002406	WP_005771165.1	DAKCFMEO_04707
OG0002407	WP_005771167.1	DAKCFMEO_04708
OG0002408	WP_005771168.1	DAKCFMEO_04709
OG0002409	WP_005771169.1	DAKCFMEO_04710
OG0002410	WP_005771170.1	DAKCFMEO_04711
OG0002411	WP_005771172.1	DAKCFMEO_04712
OG0002412	WP_005771176.1	DAKCFMEO_04716
OG0002413	WP_005771178.1	DAKCFMEO_04717
OG0002414	WP_005771197.1	DAKCFMEO_04734
OG0002415	WP_005771200.1	DAKCFMEO_04737
OG0002416	WP_005771202.1	DAKCFMEO_04738
OG0002417	WP_005771203.1	DAKCFMEO_04739
OG0002418	WP_005771214.1	DAKCFMEO_00860
OG0002419	WP_005771221.1	DAKCFMEO_00863
OG0002420	WP_005771225.1	DAKCFMEO_00866
OG0002421	WP_005771227.1	DAKCFMEO_00867
OG0002422	WP_005771267.1	DAKCFMEO_00906
OG0002423	WP_005771273.1	DAKCFMEO_00908
OG0002424	WP_005771275.1	DAKCFMEO_00909
OG0002425	WP_005771282.1	DAKCFMEO_00896
OG0002426	WP_005771315.1	DAKCFMEO_02641
OG0002427	WP_005771329.1	DAKCFMEO_02653
OG0002428	WP_005771330.1	DAKCFMEO_02654
OG0002429	WP_005771334.1	DAKCFMEO_02656
OG0002430	WP_005771341.1	DAKCFMEO_02662
OG0002431	WP_005771350.1	DAKCFMEO_02669
OG0002432	WP_005771387.1	DAKCFMEO_03462
OG0002433	WP_005771389.1	DAKCFMEO_03459
OG0002434	WP_005771390.1	DAKCFMEO_03458
OG0002435	WP_005771392.1	DAKCFMEO_03456
OG0002436	WP_005771401.1	DAKCFMEO_03448
OG0002437	WP_005771478.1	DAKCFMEO_01755
OG0002438	WP_005771480.1	DAKCFMEO_01756
OG0002439	WP_005771481.1	DAKCFMEO_01758
OG0002440	WP_005771483.1	DAKCFMEO_01759
OG0002441	WP_005771491.1	DAKCFMEO_01761
OG0002442	WP_005771495.1	DAKCFMEO_03468
OG0002443	WP_005771500.1	DAKCFMEO_03472
OG0002444	WP_005771505.1	DAKCFMEO_03476
OG0002445	WP_005771507.1	DAKCFMEO_03478
OG0002446	WP_005771509.1	DAKCFMEO_03480
OG0002447	WP_005771571.1	DAKCFMEO_02498
OG0002448	WP_005771583.1	DAKCFMEO_02493
OG0002449	WP_005771596.1	DAKCFMEO_02487
OG0002450	WP_005771604.1	DAKCFMEO_02483
OG0002451	WP_005771640.1	DAKCFMEO_05304
OG0002452	WP_005771655.1	DAKCFMEO_04780
OG0002453	WP_005771663.1	DAKCFMEO_00550
OG0002454	WP_005771665.1	DAKCFMEO_00552
OG0002455	WP_005771689.1	DAKCFMEO_03275
OG0002456	WP_005771691.1	DAKCFMEO_03276
OG0002457	WP_005771787.1	DAKCFMEO_04993
OG0002460	WP_005888845.1	DAKCFMEO_02050
OG0002463	WP_007243678.1	DAKCFMEO_00404
OG0002464	WP_007243679.1	DAKCFMEO_00406
OG0002465	WP_007243690.1	DAKCFMEO_00441
OG0002466	WP_007243694.1	DAKCFMEO_00454
OG0002467	WP_007243700.1	DAKCFMEO_00469
OG0002468	WP_007243710.1	DAKCFMEO_01695
OG0002469	WP_007243715.1	DAKCFMEO_01705
OG0002470	WP_007243732.1	DAKCFMEO_03719
OG0002471	WP_007243735.1	DAKCFMEO_01780
OG0002472	WP_007243742.1	DAKCFMEO_01797
OG0002473	WP_007243753.1	DAKCFMEO_04769
OG0002474	WP_007243764.1	DAKCFMEO_00547
OG0002475	WP_007243783.1	DAKCFMEO_00564
OG0002476	WP_007243834.1	DAKCFMEO_04811
OG0002477	WP_007243836.1	DAKCFMEO_04817
OG0002478	WP_007243875.1	DAKCFMEO_03924
OG0002479	WP_007243881.1	DAKCFMEO_03910
OG0002480	WP_007243944.1	DAKCFMEO_03801
OG0002481	WP_007243977.1	DAKCFMEO_03748
OG0002482	WP_007243982.1	DAKCFMEO_03743
OG0002483	WP_007244012.1	DAKCFMEO_01184
OG0002484	WP_007244032.1	DAKCFMEO_02724
OG0002485	WP_007244063.1	DAKCFMEO_02758
OG0002486	WP_007244070.1	DAKCFMEO_02768
OG0002487	WP_007244073.1	DAKCFMEO_02771
OG0002488	WP_007244082.1	DAKCFMEO_02792
OG0002489	WP_007244088.1	DAKCFMEO_03375
OG0002490	WP_007244090.1	DAKCFMEO_03378
OG0002491	WP_007244096.1	DAKCFMEO_03386
OG0002492	WP_007244100.1	DAKCFMEO_03392
OG0002493	WP_007244107.1	DAKCFMEO_03401
OG0002494	WP_007244110.1	DAKCFMEO_03412
OG0002495	WP_007244127.1	DAKCFMEO_03450
OG0002496	WP_007244210.1	DAKCFMEO_02663
OG0002497	WP_007244218.1	DAKCFMEO_02648
OG0002499	WP_007244311.1	DAKCFMEO_02634
OG0002500	WP_007244321.1	DAKCFMEO_02611
OG0002501	WP_007244324.1	DAKCFMEO_02602
OG0002502	WP_007244349.1	DAKCFMEO_02567
OG0002503	WP_007244357.1	DAKCFMEO_02555
OG0002504	WP_007244363.1	DAKCFMEO_02542
OG0002505	WP_007244364.1	DAKCFMEO_02540
OG0002506	WP_007244365.1	DAKCFMEO_02536
OG0002507	WP_007244370.1	DAKCFMEO_02527
OG0002508	WP_007244381.1	DAKCFMEO_02510
OG0002509	WP_007244383.1	DAKCFMEO_02505
OG0002510	WP_007244400.1	DAKCFMEO_02485
OG0002511	WP_007244403.1	DAKCFMEO_02482
OG0002512	WP_007244435.1	DAKCFMEO_02840
OG0002513	WP_007244442.1	DAKCFMEO_02852
OG0002514	WP_007244448.1	DAKCFMEO_02859
OG0002515	WP_007244449.1	DAKCFMEO_02861
OG0002516	WP_007244455.1	DAKCFMEO_02869
OG0002517	WP_007244499.1	DAKCFMEO_02929
OG0002518	WP_007244533.1	DAKCFMEO_05053
OG0002519	WP_007244549.1	DAKCFMEO_04959
OG0002520	WP_007244559.1	DAKCFMEO_02159
OG0002521	WP_007244563.1	DAKCFMEO_02149
OG0002522	WP_007244569.1	DAKCFMEO_04984
OG0002523	WP_007244571.1	DAKCFMEO_04980
OG0002524	WP_007244575.1	DAKCFMEO_04957
OG0002525	WP_007244577.1	DAKCFMEO_04953
OG0002526	WP_007244601.1	DAKCFMEO_04910
OG0002527	WP_007244602.1	DAKCFMEO_04909
OG0002528	WP_007244608.1	DAKCFMEO_04898
OG0002529	WP_007244624.1	DAKCFMEO_04856
OG0002530	WP_007244641.1	DAKCFMEO_03617
OG0002531	WP_007244646.1	DAKCFMEO_03627
OG0002532	WP_007244650.1	DAKCFMEO_03633
OG0002533	WP_007244655.1	DAKCFMEO_03641
OG0002534	WP_007244656.1	DAKCFMEO_03643
OG0002535	WP_007244661.1	DAKCFMEO_03652
OG0002536	WP_007244663.1	DAKCFMEO_03657
OG0002537	WP_007244669.1	DAKCFMEO_03599
OG0002538	WP_007244673.1	DAKCFMEO_03606
OG0002539	WP_007244675.1	DAKCFMEO_03608
OG0002540	WP_007244676.1	DAKCFMEO_03612
OG0002541	WP_007244755.1	DAKCFMEO_00670
OG0002542	WP_007244779.1	DAKCFMEO_00626
OG0002543	WP_007244780.1	DAKCFMEO_00624
OG0002544	WP_007244781.1	DAKCFMEO_00620
OG0002545	WP_007244826.1	DAKCFMEO_01478
OG0002546	WP_007244827.1	DAKCFMEO_01480
OG0002547	WP_007244829.1	DAKCFMEO_01483
OG0002548	WP_007244847.1	DAKCFMEO_00999
OG0002549	WP_007244879.1	DAKCFMEO_03004
OG0002550	WP_007244881.1	DAKCFMEO_03000
OG0002551	WP_007244885.1	DAKCFMEO_02996
OG0002552	WP_007244904.1	DAKCFMEO_03292
OG0002553	WP_007244945.1	DAKCFMEO_01259
OG0002554	WP_007244980.1	DAKCFMEO_01199
OG0002555	WP_007244983.1	DAKCFMEO_01195
OG0002556	WP_007244998.1	DAKCFMEO_01570
OG0002557	WP_007245012.1	DAKCFMEO_01594
OG0002558	WP_007245030.1	DAKCFMEO_02465
OG0002559	WP_007245069.1	DAKCFMEO_02404
OG0002560	WP_007245075.1	DAKCFMEO_04515
OG0002561	WP_007245137.1	DAKCFMEO_02307
OG0002562	WP_007245153.1	DAKCFMEO_04279
OG0002563	WP_007245166.1	DAKCFMEO_04295
OG0002564	WP_007245200.1	DAKCFMEO_04329
OG0002565	WP_007245213.1	DAKCFMEO_04349
OG0002566	WP_007245274.1	DAKCFMEO_04542
OG0002567	WP_007245289.1	DAKCFMEO_04563
OG0002568	WP_007245290.1	DAKCFMEO_04564
OG0002569	WP_007245315.1	DAKCFMEO_04626
OG0002570	WP_007245346.1	DAKCFMEO_04672
OG0002571	WP_007245350.1	DAKCFMEO_04676
OG0002572	WP_007245351.1	DAKCFMEO_04679
OG0002573	WP_007245353.1	DAKCFMEO_04681
OG0002574	WP_007245354.1	DAKCFMEO_04683
OG0002575	WP_007245360.1	DAKCFMEO_04693
OG0002576	WP_007245364.1	DAKCFMEO_03905
OG0002577	WP_007245369.1	DAKCFMEO_03267
OG0002578	WP_007245370.1	DAKCFMEO_03265
OG0002579	WP_007245372.1	DAKCFMEO_03259
OG0002580	WP_007245377.1	DAKCFMEO_03253
OG0002581	WP_007245391.1	DAKCFMEO_03233
OG0002582	WP_007245395.1	DAKCFMEO_03224
OG0002583	WP_007245401.1	DAKCFMEO_03214
OG0002584	WP_007245412.1	DAKCFMEO_03201
OG0002585	WP_007245414.1	DAKCFMEO_03191
OG0002586	WP_007245422.1	DAKCFMEO_03170
OG0002587	WP_007245435.1	DAKCFMEO_03143
OG0002588	WP_007245440.1	DAKCFMEO_03135
OG0002589	WP_007245442.1	DAKCFMEO_03131
OG0002590	WP_007245455.1	DAKCFMEO_03505
OG0002591	WP_007245540.1	DAKCFMEO_03692
OG0002592	WP_007245544.1	DAKCFMEO_03703
OG0002593	WP_007245578.1	DAKCFMEO_05087
OG0002594	WP_007245582.1	DAKCFMEO_05077
OG0002595	WP_007245596.1	DAKCFMEO_05104
OG0002596	WP_007245677.1	DAKCFMEO_04222
OG0002597	WP_007245694.1	DAKCFMEO_04198
OG0002598	WP_007245711.1	DAKCFMEO_00041
OG0002599	WP_007245780.1	DAKCFMEO_03034
OG0002600	WP_007245782.1	DAKCFMEO_03030
OG0002601	WP_007245794.1	DAKCFMEO_04160
OG0002602	WP_007245797.1	DAKCFMEO_04156
OG0002603	WP_007245801.1	DAKCFMEO_04149
OG0002604	WP_007245808.1	DAKCFMEO_04133
OG0002605	WP_007245818.1	DAKCFMEO_04194
OG0002606	WP_007245819.1	DAKCFMEO_04195
OG0002608	WP_007245835.1	DAKCFMEO_04233
OG0002609	WP_007245842.1	DAKCFMEO_04247
OG0002610	WP_007245844.1	DAKCFMEO_04251
OG0002611	WP_007245851.1	DAKCFMEO_01613
OG0002612	WP_007245870.1	DAKCFMEO_01017
OG0002613	WP_007245872.1	DAKCFMEO_01014
OG0002614	WP_007245876.1	DAKCFMEO_01001
OG0002615	WP_007245931.1	DAKCFMEO_01406
OG0002616	WP_007245963.1	DAKCFMEO_01622
OG0002617	WP_007245964.1	DAKCFMEO_01621
OG0002618	WP_007245976.1	DAKCFMEO_01048
OG0002619	WP_007245978.1	DAKCFMEO_01051
OG0002620	WP_007246000.1	DAKCFMEO_01101
OG0002621	WP_007246008.1	DAKCFMEO_01113
OG0002622	WP_007246009.1	DAKCFMEO_01116
OG0002623	WP_007246012.1	DAKCFMEO_01119
OG0002624	WP_007246013.1	DAKCFMEO_01120
OG0002625	WP_007246025.1	DAKCFMEO_01546
OG0002626	WP_007246027.1	DAKCFMEO_01540
OG0002627	WP_007246028.1	DAKCFMEO_01535
OG0002628	WP_007246030.1	DAKCFMEO_01526
OG0002629	WP_007246047.1	DAKCFMEO_01493
OG0002630	WP_007246056.1	DAKCFMEO_01449
OG0002631	WP_007246060.1	DAKCFMEO_01443
OG0002632	WP_007246072.1	DAKCFMEO_01434
OG0002633	WP_007246082.1	DAKCFMEO_01429
OG0002634	WP_007246096.1	DAKCFMEO_01654
OG0002635	WP_007246097.1	DAKCFMEO_01657
OG0002636	WP_007246099.1	DAKCFMEO_01661
OG0002637	WP_007246105.1	DAKCFMEO_01668
OG0002638	WP_007246110.1	DAKCFMEO_00474
OG0002639	WP_007246111.1	DAKCFMEO_00476
OG0002640	WP_007246125.1	DAKCFMEO_00495
OG0002641	WP_007246181.1	DAKCFMEO_00276
OG0002642	WP_007246182.1	DAKCFMEO_00277
OG0002643	WP_007246191.1	DAKCFMEO_00290
OG0002644	WP_007246196.1	DAKCFMEO_00295
OG0002645	WP_007246206.1	DAKCFMEO_00316
OG0002646	WP_007246215.1	DAKCFMEO_00333
OG0002647	WP_007246223.1	DAKCFMEO_00350
OG0002648	WP_007246228.1	DAKCFMEO_00370
OG0002649	WP_007246281.1	DAKCFMEO_04079
OG0002650	WP_007246288.1	DAKCFMEO_04086
OG0002651	WP_007246306.1	DAKCFMEO_04112
OG0002652	WP_007246311.1	DAKCFMEO_04118
OG0002653	WP_007246312.1	DAKCFMEO_04119
OG0002654	WP_007246313.1	DAKCFMEO_04122
OG0002655	WP_007246354.1	DAKCFMEO_00808
OG0002656	WP_007246362.1	DAKCFMEO_00794
OG0002657	WP_007246371.1	DAKCFMEO_00774
OG0002658	WP_007246376.1	DAKCFMEO_00767
OG0002659	WP_007246378.1	DAKCFMEO_00763
OG0002660	WP_007246481.1	DAKCFMEO_03999
OG0002661	WP_007246483.1	DAKCFMEO_03995
OG0002662	WP_007246510.1	DAKCFMEO_01843
OG0002663	WP_007246513.1	DAKCFMEO_01839
OG0002664	WP_007246518.1	DAKCFMEO_01832
OG0002665	WP_007246535.1	DAKCFMEO_01914
OG0002666	WP_007246537.1	DAKCFMEO_01920
OG0002667	WP_007246575.1	DAKCFMEO_05253
OG0002668	WP_007246618.1	DAKCFMEO_00174
OG0002669	WP_007246619.1	DAKCFMEO_00172
OG0002670	WP_007246626.1	DAKCFMEO_00162
OG0002671	WP_007246633.1	DAKCFMEO_00148
OG0002672	WP_007246640.1	DAKCFMEO_00134
OG0002673	WP_007246648.1	DAKCFMEO_01320
OG0002674	WP_007246654.1	DAKCFMEO_01327
OG0002675	WP_007246655.1	DAKCFMEO_01329
OG0002676	WP_007246679.1	DAKCFMEO_01355
OG0002677	WP_007246686.1	DAKCFMEO_01366
OG0002678	WP_007246699.1	DAKCFMEO_00914
OG0002679	WP_007246762.1	DAKCFMEO_03985
OG0002680	WP_007246769.1	DAKCFMEO_00529
OG0002681	WP_007246809.1	DAKCFMEO_00220
OG0002682	WP_007246812.1	DAKCFMEO_00225
OG0002683	WP_007246818.1	DAKCFMEO_00243
OG0002684	WP_007246844.1	DAKCFMEO_05205
OG0002685	WP_007246848.1	DAKCFMEO_05208
OG0002686	WP_007246879.1	DAKCFMEO_00873
OG0002687	WP_007246884.1	DAKCFMEO_00862
OG0002688	WP_007246901.1	DAKCFMEO_00826
